"nodeLabels","nodesWithThatLabels","nodesWithThatLabelsPercent","Source Cypher File: Overview/Node_label_combination_count.cypher"
"Git,Change",259908,74.38290419238794,""
"Java,ByteCode,Member,Method",13197,3.7768409846058746,""
"Java,ByteCode,Parameter",13029,3.728761172117143,""
"Git,Commit",12722,3.6409010385811875,""
"File,Git",10810,3.093706982161817,""
"Java,ByteCode,Bound,ParameterizedType",7176,2.0536948477329506,""
"Java,ByteCode,Bound",7118,2.037095864849937,""
"Java,ByteCode,Member,Field",3502,1.0022351389020059,""
"Java,ByteCode,Bound,WildcardType",2908,0.8322386590311346,""
"Java,Value,ByteCode,Annotation",2822,0.8076263740666649,""
"Xml,Element",2144,0.6135899879514279,""
"Java,ByteCode,Member,Method,Constructor",2039,0.5835401051459709,""
"Xml,Text",1436,0.41096792103463176,""
"Java,ByteCode,Bound,TypeVariable",1096,0.3136635386169613,""
"Java,ByteCode,Member,Method,Lambda",942,0.2695903771689576,""
"Type,File,Java,ByteCode,ResolvedDuplicateType",877,0.25098806876557944,""
"Type,File,Java,ByteCode,Class",810,0.2318133816420973,""
"Java,Value,ByteCode,Primitive",652,0.18659546275388575,""
"Type,File,Java,ByteCode,JavaType",644,0.18430594787346996,""
"Java,ByteCode,Member,Method,GenericDeclaration",569,0.16284174586957206,""
"Json,Key",560,0.16026604162910432,""
"Value,Json,Scalar",544,0.15568701186827277,""
"Type,File,Java,ByteCode,ExternalType",380,0.10875195681974935,""
"Author,Git,Person",298,0.08528442929548766,""
"Value,Array",267,0.07641255913387653,""
"Committer,Git,Person",252,0.07211971873309694,""
"Type,File,Java,ByteCode,GenericDeclaration,Class",236,0.06754068897226538,""
"Value,Property",202,0.05781025073049834,""
"Type,File,Java,ByteCode,Interface",188,0.053803599689770734,""
"Java,Value,ByteCode,Class",172,0.04922456992893918,""
"Git,Tag",169,0.048366001848783265,""
"Maven,Dependency",163,0.04664886568847144,""
"Java,ByteCode,Bound,GenericArrayType",158,0.045217918888211577,""
"Java,Value,ByteCode,Enum",150,0.042928404007795795,""
"Package,File,Directory,Java",139,0.03978032104722411,""
"Value,Json,Object",133,0.03806318488691228,""
"Value,ManifestEntry",120,0.03434272320623664,""
"Type,File,Java,ByteCode,Throwable,JavaType",104,0.029763693445405085,""
"Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",93,0.026615610484833394,""
"Artifact,Maven",92,0.026329421124781423,""
"Type,File,Java,ByteCode,GenericDeclaration,Interface",85,0.02432609560441762,""
"Type,File,Java,ByteCode,Class,Throwable",54,0.015454225442806488,""
"File,Directory",44,0.012592331842286766,""
"Type,File,Java,ByteCode,Annotation",43,0.012306142482234795,""
"Git,Branch",41,0.011733763762130851,""
"Xml,Namespace",36,0.01030281696187099,""
"Type,File,Java,ByteCode,PrimitiveType",29,0.008299491441507188,""
"Type,File,Java,ByteCode,Enum",28,0.008013302081455216,""
"Type,File,Java,ByteCode,Throwable,ResolvedDuplicateType",22,0.006296165921143383,""
"Maven,Plugin",21,0.006009976561091412,""
"Maven,Configuration",21,0.006009976561091412,""
"jQAssistant,Rule,Concept",19,0.005437597840987468,""
"Xml,Attribute",18,0.005151408480935495,""
"Maven,PluginExecution",16,0.004579029760831552,""
"Maven,ExecutionGoal",16,0.004579029760831552,""
"Type,File,Java,ByteCode,Throwable,ExternalType",16,0.004579029760831552,""
"File,Java,Properties",12,0.0034342723206236643,""
"File,Java,ServiceLoader",10,0.00286189360051972,""
"Artifact,File,Jar,Archive,Zip,Java",9,0.0025757042404677476,""
"File,Java,Manifest",9,0.0025757042404677476,""
"Java,ManifestSection",9,0.0025757042404677476,""
"File,Maven,Xml,Pom,Document",9,0.0025757042404677476,""
"Type,File,Java,ByteCode,Void",9,0.0025757042404677476,""
"Value,Array,Json",6,0.0017171361603118321,""
"Maven,Exclusion",5,0.00143094680025986,""
"Java,ByteCode,Member,Method,GenericDeclaration,Constructor",4,0.001144757440207888,""
"File",3,0.0008585680801559161,""
"File,Json",2,0.000572378720103944,""
"Repository,File,Git",1,0.000286189360051972,""
"Analyze,Task,jQAssistant",1,0.000286189360051972,""
