"nodeLabel","nodesWithThatLabel","nodesWithThatLabelPercent","Source Cypher File: Overview/Node_label_count.cypher"
"Git",284201,81.33530231613048,""
"Change",259908,74.38290419238794,""
"Java",59340,16.982476625484015,""
"ByteCode",59152,16.928673025794247,""
"Member",20253,5.796193109132589,""
"Bound",18456,5.2819108291191945,""
"Method",16751,4.793957970230583,""
"File",14666,4.197253154522222,""
"Parameter",13029,3.728761172117143,""
"Commit",12722,3.6409010385811875,""
"ParameterizedType",7176,2.0536948477329506,""
"Value",5068,1.450407676743394,""
"Xml",3643,1.042587838669334,""
"Type",3618,1.0354331046680347,""
"Field",3502,1.0022351389020059,""
"WildcardType",2908,0.8322386590311346,""
"Annotation",2865,0.8199325165488998,""
"Element",2144,0.6135899879514279,""
"Constructor",2043,0.5846848625861788,""
"Text",1436,0.41096792103463176,""
"Class",1272,0.36403286598610834,""
"Json",1245,0.3563057532647051,""
"TypeVariable",1096,0.3136635386169613,""
"Lambda",942,0.2695903771689576,""
"ResolvedDuplicateType",899,0.2572842346867228,""
"GenericDeclaration",894,0.25585328788646294,""
"JavaType",748,0.21406964131887507,""
"Primitive",652,0.18659546275388575,""
"Key",560,0.16026604162910432,""
"Person",550,0.1574041480285846,""
"Scalar",544,0.15568701186827277,""
"ExternalType",489,0.13994659706541432,""
"Maven",343,0.0981629504978264,""
"Author",298,0.08528442929548766,""
"Array",273,0.07812969529418835,""
"Interface",273,0.07812969529418835,""
"Committer",252,0.07211971873309694,""
"Property",202,0.05781025073049834,""
"Throwable",196,0.0560931145701865,""
"Directory",183,0.05237265288951088,""
"Enum",178,0.05094170608925102,""
"Tag",169,0.048366001848783265,""
"Dependency",163,0.04664886568847144,""
"GenericArrayType",158,0.045217918888211577,""
"Package",139,0.03978032104722411,""
"Object",133,0.03806318488691228,""
"ManifestEntry",120,0.03434272320623664,""
"Artifact",101,0.02890512536524917,""
"ExternalAnnotation",93,0.026615610484833394,""
"Branch",41,0.011733763762130851,""
"Namespace",36,0.01030281696187099,""
"PrimitiveType",29,0.008299491441507188,""
"Configuration",21,0.006009976561091412,""
"Plugin",21,0.006009976561091412,""
"jQAssistant",20,0.00572378720103944,""
"Concept",19,0.005437597840987468,""
"Rule",19,0.005437597840987468,""
"Attribute",18,0.005151408480935495,""
"ExecutionGoal",16,0.004579029760831552,""
"PluginExecution",16,0.004579029760831552,""
"Properties",12,0.0034342723206236643,""
"ServiceLoader",10,0.00286189360051972,""
"Archive",9,0.0025757042404677476,""
"Document",9,0.0025757042404677476,""
"Jar",9,0.0025757042404677476,""
"Manifest",9,0.0025757042404677476,""
"ManifestSection",9,0.0025757042404677476,""
"Pom",9,0.0025757042404677476,""
"Void",9,0.0025757042404677476,""
"Zip",9,0.0025757042404677476,""
"Exclusion",5,0.00143094680025986,""
"Analyze",1,0.000286189360051972,""
"Repository",1,0.000286189360051972,""
"Task",1,0.000286189360051972,""
