"artifactName","externalPackageName","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfTypesInArtifact","externalTypeNames","Source Cypher File: External_Dependencies/External_package_usage_per_artifact.cypher"
"axon-configuration-4.7.6","javax.annotation",12,104,39,"Nonnull",""
"axon-configuration-4.7.6","org.slf4j",9,28,39,"Logger,LoggerFactory",""
"axon-disruptor-4.7.6","org.slf4j",12,22,22,"Logger,LoggerFactory",""
"axon-disruptor-4.7.6","com.lmax.disruptor",9,29,22,"ExceptionHandler,RingBuffer,WaitStrategy,BlockingWaitStrategy,EventHandler,LifecycleAware",""
"axon-disruptor-4.7.6","javax.annotation",6,23,22,"Nonnull",""
"axon-disruptor-4.7.6","com.lmax.disruptor.dsl",5,22,22,"Disruptor,ProducerType,EventHandlerGroup",""
"axon-disruptor-4.7.6","WeakValue",1,5,22,"WeakValue",""
"axon-eventsourcing-4.7.6","javax.annotation",29,94,130,"Nonnull,Nullable,PreDestroy",""
"axon-eventsourcing-4.7.6","org.slf4j",23,43,130,"LoggerFactory,Logger",""
"axon-eventsourcing-4.7.6","jakarta.persistence",11,50,130,"Index,Entity,Table,EntityManager,Query,TypedQuery,EntityExistsException,IdClass,Id,MappedSuperclass",""
"axon-eventsourcing-4.7.6","javax.persistence",11,50,130,"Index,Entity,Table,EntityManager,Query,TypedQuery,EntityExistsException,IdClass,Id,MappedSuperclass",""
"axon-messaging-4.7.6","javax.annotation",231,1014,729,"Nonnull,Nullable",""
"axon-messaging-4.7.6","org.slf4j",128,381,729,"Logger,LoggerFactory",""
"axon-messaging-4.7.6","com.fasterxml.jackson.annotation",50,78,729,"JsonCreator,JsonTypeInfo,JsonTypeInfo$Id,JsonProperty,JsonGetter,JsonIgnore,JsonTypeInfo$As",""
"axon-messaging-4.7.6","javax.persistence",44,194,729,"MappedSuperclass,Basic,Lob,Column,TypedQuery,LockModeType,Id,GeneratedValue,Entity,IdClass,EntityManager,Query,Embedded,Table,Index,NoResultException,Embeddable",""
"axon-messaging-4.7.6","jakarta.persistence",40,188,729,"Basic,MappedSuperclass,Query,LockModeType,TypedQuery,EntityManager,Column,Lob,NoResultException,GeneratedValue,Id,IdClass,Entity,Embedded,Table,Index,Embeddable",""
"axon-messaging-4.7.6","org.quartz",37,226,729,"Scheduler,JobDataMap,JobBuilder,SchedulerException,JobKey,JobDetail,Trigger,TriggerBuilder,SchedulerContext,JobExecutionContext,JobExecutionException,Job",""
"axon-messaging-4.7.6","reactor.core.publisher",33,149,729,"Flux,Mono,Signal,FluxSink$OverflowStrategy,FluxSink,Sinks$EmitResult,Sinks$Many,Sinks,ConnectableFlux,Sinks$ManySpec,EmitterProcessor,Sinks$MulticastReplaySpec,MonoSink",""
"axon-messaging-4.7.6","com.fasterxml.jackson.databind",15,73,729,"JsonNode,ObjectWriter,ObjectMapper,ObjectReader,ObjectMapper$DefaultTyping,DeserializationFeature,JsonDeserializer,DeserializationContext",""
"axon-messaging-4.7.6","org.reactivestreams",13,41,729,"Publisher",""
