"dependency","usedByPackages","usedByTypes","providesPackages","providesTypes","interfaceRate","someProvidedPackages","someProvidedTypes","Source Cypher File: Artifact_Dependencies/Most_used_internal_dependencies_acreoss_artifacts.cypher"
"axon-messaging-4.10.0",42,377,53,324,32.73,"org.axonframework.commandhandling,org.axonframework.commandhandling.callbacks,org.axonframework.commandhandling.distributed,org.axonframework.commandhandling.gateway,org.axonframework.common","DuplicateCommandHandlerResolution,CommandBus,DefaultCommandBusSpanFactory,SimpleCommandBus,GenericCommandResultMessage",""
"axon-modelling-4.10.0",12,58,8,53,25.45,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection,org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository,org.axonframework.modelling.saga.repository.inmemory","ConflictingAggregateVersionException,ApplyMore,CreationPolicyAggregateFactory,DefaultRepositorySpanFactory$Builder,AnnotationCommandTargetResolver",""
"axon-configuration-4.10.0",8,26,1,14,64.29,"org.axonframework.config","EventProcessingConfigurer$PooledStreamingProcessorConfiguration,EventProcessingConfigurer,ModuleConfiguration,Component,ConfigurerModule",""
"axon-eventsourcing-4.10.0",7,28,6,35,21.05,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.jdbc,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.eventstore.legacyjpa","AggregateSnapshotter$Builder,NoSnapshotTriggerDefinition,SnapshotterSpanFactory,EventSourcingRepository$Builder,GenericAggregateFactory",""
"axon-server-connector-4.10.0",2,7,4,24,25,"org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.command,org.axonframework.axonserver.connector.event.axon","ManagedChannelCustomizer,AxonServerConfiguration,AxonServerConfiguration$PersistentStreamSettings,AxonServerConnectionManager$Builder,TargetContextResolver",""
"axon-tracing-opentelemetry-4.10.0",1,1,1,2,0,"org.axonframework.tracing.opentelemetry","OpenTelemetrySpanFactory,OpenTelemetrySpanFactory$Builder",""
"axon-test-4.10.0",1,2,1,1,0,"org.axonframework.test.server","AxonServerContainer",""
"axon-disruptor-4.10.0",1,1,1,1,0,"org.axonframework.disruptor.commandhandling","DisruptorCommandBus",""
