"artifactName","numberOfTypesInArtifact","numberOfExternalTypesInArtifact","numberOfExternalPackagesInArtifact","externalTypeRate","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfExternalPackages","top5ExternalPackages","someExternalTypes","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_sorted_top.cypher"
"axon-disruptor-4.8.3",22,13,5,59.09090909090909,33,101,5,"org.slf4j,com.lmax.disruptor,javax.annotation,com.lmax.disruptor.dsl","Logger,LoggerFactory,RingBuffer,BlockingWaitStrategy,WaitStrategy,ExceptionHandler,LifecycleAware,EventHandler,Nonnull",""
"axon-test-4.8.3",87,28,13,32.183908045977006,101,639,13,"org.hamcrest,javax.annotation,org.testcontainers.utility,com.google.gson","Matcher,TypeSafeMatcher,Description,StringDescription,CoreMatchers,BaseMatcher,Matchers,Nonnull,MountableFile",""
"axon-modelling-4.8.3",150,35,5,23.333333333333332,99,382,5,"javax.annotation,javax.persistence,jakarta.persistence,org.slf4j","Nonnull,Nullable,LockModeType,EntityManager,EntityNotFoundException,EntityManagerFactory,TypedQuery,Query,Basic",""
"axon-messaging-4.8.3",762,155,43,20.341207349081365,744,3142,43,"javax.annotation,org.slf4j,com.fasterxml.jackson.annotation,javax.persistence","Nonnull,Nullable,LoggerFactory,Logger,JsonTypeInfo,JsonCreator,JsonTypeInfo$Id,JsonProperty,JsonGetter",""
"axon-eventsourcing-4.8.3",130,25,4,19.230769230769234,74,237,4,"javax.annotation,org.slf4j,javax.persistence,jakarta.persistence","PreDestroy,Nonnull,Nullable,Logger,LoggerFactory,EntityExistsException,EntityManager,Query,TypedQuery",""
"axon-configuration-4.8.3",39,3,2,7.692307692307693,21,132,2,"javax.annotation,org.slf4j","Nonnull,Logger,LoggerFactory",""
