"artifactName","packageName","dependentArtifactName","dependentPackageName","forwardToBackwardBalance","numberForward","numberBackward","someForwardDependencies","backwardDependencies","Source Cypher File: Cyclic_Dependencies/Cyclic_Dependencies.cypher"
"axon-messaging-4.8.2","org.axonframework.queryhandling","axon-messaging-4.8.2","org.axonframework.messaging.responsetypes",0.8823529411764706,16,1,"QueryGateway->ResponseType,QueryGateway->ResponseTypes,SimpleQueryUpdateEmitter->ResponseType,SimpleQueryUpdateEmitter->MultipleInstancesResponseType,SimpleQueryUpdateEmitter->OptionalResponseType,SimpleQueryUpdateEmitter->PublisherResponseType,SimpleQueryBus->ResponseType,QuerySubscription->ResponseType,SubscriptionQueryMessage->ResponseType","ConvertingResponseMessage->QueryResponseMessage",""
"axon-messaging-4.8.2","org.axonframework.eventhandling","axon-messaging-4.8.2","org.axonframework.tracing",0.8571428571428571,13,1,"TrackingEventProcessor$Builder->SpanFactory,AbstractEventBus$Builder->NoOpSpanFactory,AbstractEventBus$Builder->SpanFactory,SubscribingEventProcessor$Builder->SpanFactory,TrackingEventProcessor->Span,TrackingEventProcessor->SpanFactory,SimpleEventBus$Builder->SpanFactory,AbstractEventProcessor$Builder->NoOpSpanFactory,AbstractEventProcessor$Builder->SpanFactory","NestingSpanFactory->EventMessage",""
"axon-messaging-4.8.2","org.axonframework.eventhandling","axon-messaging-4.8.2","org.axonframework.messaging",0.8536585365853658,38,3,"TrackingEventProcessor$Builder->StreamableMessageSource,GenericDomainEventMessage->GenericMessage,GenericDomainEventMessage->MetaData,GenericDomainEventMessage->Message,TimestampParameterResolverFactory$TimestampParameterResolver->Message,SubscribingEventProcessor$Builder->SubscribableMessageSource,AnnotationEventHandlerAdapter->Message,EventBus->SubscribableMessageSource,EventBus->MessageDispatchInterceptorSupport","StreamableMessageSource->TrackingToken,Headers->DomainEventMessage,Headers->EventMessage",""
"axon-messaging-4.8.2","org.axonframework.eventhandling","axon-messaging-4.8.2","org.axonframework.messaging.annotation",0.84,23,2,"SequenceNumberParameterResolverFactory->ParameterResolver,SequenceNumberParameterResolverFactory->AbstractAnnotatedParameterResolverFactory,TimestampParameterResolverFactory$TimestampParameterResolver->ParameterResolver,EventHandler->MessageHandler,AnnotationEventHandlerAdapter->ClasspathHandlerDefinition,AnnotationEventHandlerAdapter->ClasspathParameterResolverFactory,AnnotationEventHandlerAdapter->ParameterResolverFactory,AnnotationEventHandlerAdapter->HandlerDefinition,AnnotationEventHandlerAdapter->AnnotatedHandlerInspector","SourceIdParameterResolverFactory$SourceIdParameterResolver->DomainEventMessage,AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver->DomainEventMessage",""
"axon-messaging-4.8.2","org.axonframework.queryhandling","axon-messaging-4.8.2","org.axonframework.tracing",0.8,9,1,"SimpleQueryUpdateEmitter$Builder->SpanFactory,SimpleQueryUpdateEmitter$Builder->NoOpSpanFactory,SimpleQueryUpdateEmitter->SpanFactory,SimpleQueryUpdateEmitter->Span,SimpleQueryBus->SpanScope,SimpleQueryBus->SpanFactory,SimpleQueryBus->Span,SimpleQueryBus$Builder->NoOpSpanFactory,SimpleQueryBus$Builder->SpanFactory","SpanUtils->QueryMessage",""
"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing","axon-eventsourcing-4.8.2","org.axonframework.eventsourcing.eventstore",0.7777777777777778,16,2,"FilteringEventStorageEngine->EventStorageEngine,FilteringEventStorageEngine->DomainEventStream,AbstractSnapshotter$CreateSnapshotTask->EventStore,AbstractSnapshotter$CreateSnapshotTask->DomainEventStream,AggregateSnapshotter$Builder->EventStore,EventSourcedAggregate->DomainEventStream,EventStreamUtils->DomainEventStream,EventSourcingRepository$Builder->EventStore,AbstractSnapshotter$Builder->EventStore","DomainEventStream->EventStreamUtils,AbstractEventStorageEngine->EventStreamUtils",""
"axon-messaging-4.8.2","org.axonframework.deadline","axon-messaging-4.8.2","org.axonframework.tracing",0.75,7,1,"SimpleDeadlineManager$DeadlineTask->SpanFactory,SimpleDeadlineManager$DeadlineTask->Span,SimpleDeadlineManager$DeadlineTask->SpanScope,SimpleDeadlineManager->SpanFactory,SimpleDeadlineManager->Span,SimpleDeadlineManager$Builder->SpanFactory,SimpleDeadlineManager$Builder->NoOpSpanFactory","SpanUtils->DeadlineMessage",""
"axon-messaging-4.8.2","org.axonframework.commandhandling.callbacks","axon-messaging-4.8.2","org.axonframework.commandhandling",0.7333333333333333,13,2,"FutureCallback->CommandResultMessage,FutureCallback->CommandMessage,FutureCallback->CommandCallback,FutureCallback->GenericCommandResultMessage,FailureLoggingCallback->CommandResultMessage,FailureLoggingCallback->CommandCallback,FailureLoggingCallback->CommandMessage,LoggingCallback->CommandResultMessage,LoggingCallback->CommandMessage","SimpleCommandBus$Builder->LoggingCallback,SimpleCommandBus$Builder->NoOpCallback",""
"axon-messaging-4.8.2","org.axonframework.commandhandling","axon-messaging-4.8.2","org.axonframework.tracing",0.6666666666666666,5,1,"AsynchronousCommandBus$Builder->SpanFactory,SimpleCommandBus$Builder->NoOpSpanFactory,SimpleCommandBus$Builder->SpanFactory,SimpleCommandBus->Span,SimpleCommandBus->SpanFactory","SpanUtils->CommandMessage",""
"axon-messaging-4.8.2","org.axonframework.eventhandling","axon-messaging-4.8.2","org.axonframework.serialization",0.6470588235294118,14,3,"EventData->SerializedObject,AbstractDomainEventEntry->Serializer,AbstractEventEntry->Serializer,AbstractEventEntry->SimpleSerializedObject,AbstractEventEntry->SimpleSerializedType,AbstractEventEntry->SerializedMetaData,AbstractEventEntry->SerializedType,AbstractEventEntry->SerializedObject,TrackedDomainEventData->SerializedObject","AbstractXStreamSerializer->GenericDomainEventMessage,GapAwareTrackingTokenConverter->GapAwareTrackingToken,AbstractXStreamSerializer->GenericEventMessage",""
