"artifactName","dependentArtifactName","dependentPackages","dependentArtifactPackages","packageUsagePercentage","dependentFullQualifiedPackageNames","dependentPackageNames","Source Cypher File: Internal_Dependencies/How_many_packages_compared_to_all_existing_are_used_by_dependent_artifacts.cypher"
"axon-disruptor-4.8.2","axon-messaging-4.8.2",9,64,0.140625,"org.axonframework.messaging.annotation,org.axonframework.commandhandling,org.axonframework.messaging,org.axonframework.messaging.unitofwork,org.axonframework.common.caching,org.axonframework.common,org.axonframework.commandhandling.callbacks,org.axonframework.common.transaction,org.axonframework.monitoring","annotation,commandhandling,messaging,unitofwork,caching,common,callbacks,transaction,monitoring",""
"axon-test-4.8.2","axon-messaging-4.8.2",10,64,0.15625,"org.axonframework.messaging.unitofwork,org.axonframework.deadline,org.axonframework.common,org.axonframework.messaging,org.axonframework.eventhandling,org.axonframework.eventhandling.scheduling,org.axonframework.messaging.annotation,org.axonframework.commandhandling,org.axonframework.commandhandling.gateway,org.axonframework.common.stream","unitofwork,deadline,common,messaging,eventhandling,scheduling,annotation,commandhandling,gateway,stream",""
"axon-disruptor-4.8.2","axon-modelling-4.8.2",2,10,0.2,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","command,inspection",""
"axon-eventsourcing-4.8.2","axon-modelling-4.8.2",2,10,0.2,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","command,inspection",""
"axon-disruptor-4.8.2","axon-eventsourcing-4.8.2",2,9,0.2222222222222222,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","eventsourcing,eventstore",""
"axon-test-4.8.2","axon-eventsourcing-4.8.2",2,9,0.2222222222222222,"org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing","eventstore,eventsourcing",""
"axon-modelling-4.8.2","axon-messaging-4.8.2",18,64,0.28125,"org.axonframework.messaging.annotation,org.axonframework.tracing,org.axonframework.common,org.axonframework.eventhandling,org.axonframework.common.lock,org.axonframework.common.legacyjpa,org.axonframework.serialization,org.axonframework.serialization.xml,org.axonframework.common.jdbc,org.axonframework.common.property,org.axonframework.messaging,org.axonframework.messaging.unitofwork,org.axonframework.commandhandling,org.axonframework.common.annotation,org.axonframework.common.caching,org.axonframework.common.jpa,org.axonframework.messaging.interceptors,org.axonframework.deadline","annotation,tracing,common,eventhandling,lock,legacyjpa,serialization,xml,jdbc,property,messaging,unitofwork,commandhandling,caching,jpa,interceptors,deadline",""
"axon-eventsourcing-4.8.2","axon-messaging-4.8.2",20,64,0.3125,"org.axonframework.messaging.annotation,org.axonframework.messaging,org.axonframework.common,org.axonframework.eventhandling,org.axonframework.commandhandling,org.axonframework.messaging.unitofwork,org.axonframework.common.caching,org.axonframework.serialization.upcasting.event,org.axonframework.tracing,org.axonframework.common.transaction,org.axonframework.common.lock,org.axonframework.serialization,org.axonframework.common.io,org.axonframework.monitoring,org.axonframework.common.jdbc,org.axonframework.common.stream,org.axonframework.serialization.xml,org.axonframework.lifecycle,org.axonframework.common.jpa,org.axonframework.common.legacyjpa","annotation,messaging,common,eventhandling,commandhandling,unitofwork,caching,event,tracing,transaction,lock,serialization,io,monitoring,jdbc,stream,xml,lifecycle,jpa,legacyjpa",""
"axon-configuration-4.8.2","axon-eventsourcing-4.8.2",4,9,0.4444444444444444,"org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.snapshotting","eventstore,eventsourcing,jpa,snapshotting",""
"axon-test-4.8.2","axon-modelling-4.8.2",5,10,0.5,"org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository,org.axonframework.modelling.saga.repository.inmemory,org.axonframework.modelling.command.inspection,org.axonframework.modelling.command","saga,repository,inmemory,inspection,command",""
