"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: Dependencies_Projection/Dependencies_8_Stream_Mutated_Value_Descending.cypher"
"org.axonframework.common","common","centralityCloseness",0.4597807423061683,""
"org.axonframework.messaging","messaging","centralityCloseness",0.35683699685983444,""
"org.axonframework.eventhandling","eventhandling","centralityCloseness",0.2911038658593387,""
"org.axonframework.messaging.unitofwork","unitofwork","centralityCloseness",0.2836396641706377,""
"org.axonframework.common.transaction","transaction","centralityCloseness",0.2731693085675387,""
"org.axonframework.serialization","serialization","centralityCloseness",0.273134491423577,""
"org.axonframework.messaging.annotation","annotation","centralityCloseness",0.2280813794361828,""
"org.axonframework.common.stream","stream","centralityCloseness",0.2213240299523485,""
"org.axonframework.tracing","tracing","centralityCloseness",0.21904845351791818,""
"org.axonframework.lifecycle","lifecycle","centralityCloseness",0.20676536266644613,""
"org.axonframework.monitoring","monitoring","centralityCloseness",0.20297150280100676,""
"org.axonframework.common.io","io","centralityCloseness",0.20190964136003725,""
"org.axonframework.commandhandling","commandhandling","centralityCloseness",0.19753476611883694,""
"org.axonframework.queryhandling","queryhandling","centralityCloseness",0.195786670843449,""
"org.axonframework.deadline","deadline","centralityCloseness",0.18909310944709176,""
"org.axonframework.eventhandling.tokenstore","tokenstore","centralityCloseness",0.18436578171091447,""
"org.axonframework.eventhandling.async","async","centralityCloseness",0.1769911504424779,""
"org.axonframework.eventhandling.replay","replay","centralityCloseness",0.1769911504424779,""
"org.axonframework.messaging.correlation","correlation","centralityCloseness",0.1769911504424779,""
"org.axonframework.serialization.upcasting.event","event","centralityCloseness",0.1769911504424779,""
"org.axonframework.util","util","centralityCloseness",0.1769911504424779,""
"org.axonframework.common.annotation","annotation","centralityCloseness",0.16924778761061945,""
"org.axonframework.messaging.interceptors","interceptors","centralityCloseness",0.16148827595116597,""
"org.axonframework.commandhandling.callbacks","callbacks","centralityCloseness",0.13914398619691656,""
"org.axonframework.messaging.responsetypes","responsetypes","centralityCloseness",0.13914398619691656,""
"org.axonframework.queryhandling.registration","registration","centralityCloseness",0.1365672457117885,""
"org.axonframework.common.property","property","centralityCloseness",0.13078238133547868,""
"org.axonframework.serialization.upcasting","upcasting","centralityCloseness",0.13078238133547868,""
"org.axonframework.axonserver.connector","connector","centralityCloseness",0.08849557522123894,""
"org.axonframework.axonserver.connector.util","util","centralityCloseness",0.06321112515802782,""
"org.axonframework.eventsourcing.eventstore","eventstore","centralityCloseness",0.05420353982300885,""
"org.axonframework.modelling.saga","saga","centralityCloseness",0.05309734513274336,""
"org.axonframework.axonserver.connector.event.util","util","centralityCloseness",0.052056220718375845,""
"org.axonframework.axonserver.connector.command","command","centralityCloseness",0.049164208456243856,""
"org.axonframework.axonserver.connector.query","query","centralityCloseness",0.049164208456243856,""
"org.axonframework.eventsourcing.snapshotting","snapshotting","centralityCloseness",0.0471976401179941,""
"org.axonframework.axonserver.connector.event.axon","axon","centralityCloseness",0.046576618537494174,""
"org.axonframework.test","test","centralityCloseness",0.04424778761061947,""
"org.axonframework.eventhandling.scheduling","scheduling","centralityCloseness",0.035398230088495575,""
"org.axonframework.messaging.deadletter","deadletter","centralityCloseness",0.035398230088495575,""
"org.axonframework.modelling.saga.repository","repository","centralityCloseness",0.035398230088495575,""
"org.axonframework.axonserver.connector.processor","processor","centralityCloseness",0.03277613897082923,""
"org.axonframework.axonserver.connector.query.subscription","subscription","centralityCloseness",0.03277613897082923,""
"org.axonframework.modelling.saga.metamodel","metamodel","centralityCloseness",0.03185840707964602,""
"org.axonframework.eventsourcing","eventsourcing","centralityCloseness",0.030973451327433628,""
"org.axonframework.springboot","springboot","centralityCloseness",0.02654867256637168,""
"org.axonframework.test.matchers","matchers","centralityCloseness",0.02654867256637168,""
"org.axonframework.common.digest","digest","centralityCloseness",0.02359882005899705,""
"org.axonframework.common.jpa","jpa","centralityCloseness",0.02359882005899705,""
"org.axonframework.eventsourcing.conflictresolution","conflictresolution","centralityCloseness",0.022822543083372147,""
"org.axonframework.axonserver.connector.heartbeat","heartbeat","centralityCloseness",0.017699115044247787,""
"org.axonframework.common.jdbc","jdbc","centralityCloseness",0.017699115044247787,""
"org.axonframework.common.legacyjpa","legacyjpa","centralityCloseness",0.017699115044247787,""
"org.axonframework.modelling.command","command","centralityCloseness",0.017699115044247787,""
"org.axonframework.modelling.command.inspection","inspection","centralityCloseness",0.017699115044247787,""
