"artifactName","packageName","typeName","sumEffectiveLinesOfMethodCode","maxEffectiveLinesOfMethodCode","methodWithMaxEffectiveLinesOfMethodCode","maxCyclomaticComplexity","methodWithMaxCyclomaticComplexity","Source Cypher File: Overview/Effective_lines_of_method_code_per_type.cypher"
"axon-messaging-4.10.1","org.axonframework.common","ReflectionUtils",127,10,"<clinit>",8,"explicitlyUnequal",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","AbstractEventBus",127,17,"publish",6,"lambda$null$11",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.pooled","PooledStreamingEventProcessor",126,34,"<init>",2,"lambda$null$10",""
"axon-messaging-4.10.1","org.axonframework.queryhandling","SimpleQueryUpdateEmitter",126,11,"doEmit",6,"lambda$payloadMatchesQueryResponseType$13",""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository.legacyjpa","JpaSagaStore",124,20,"updateSaga",6,"updateSaga",""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository.jpa","JpaSagaStore",122,20,"updateSaga",6,"updateSaga",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.scheduling.dbscheduler","DbSchedulerEventScheduler",118,12,"start",4,"schedule",""
"axon-modelling-4.10.1","org.axonframework.modelling.command","AbstractRepository",118,15,"newInstance",5,"validateOnLoad",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.jdbc","DeadLetterSchema$Builder",117,24,"<init>",1,"metaDataColumn",""
"axon-test-4.10.1","org.axonframework.test.saga","FixtureExecutionResultImpl",112,11,"<init>",4,"lambda$expectNoScheduledDeadlineMatching$6",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.pooled","Coordinator",110,25,"<init>",6,"start",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.jdbc.statements","JdbcEventStorageEngineStatements",109,18,"appendEvents",2,"asDomainEventMessage",""
"axon-messaging-4.10.1","org.axonframework.messaging.unitofwork","AbstractUnitOfWork",108,14,"getCorrelationData",5,"rollback",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.pooled","PooledStreamingEventProcessor$Builder",106,11,"<init>",1,"batchSize",""
"axon-messaging-4.10.1","org.axonframework.messaging.annotation","AnnotatedHandlerInspector",104,14,"initialize",4,"initialize",""
"axon-modelling-4.10.1","org.axonframework.modelling.command","AggregateAnnotationCommandHandler",102,17,"lambda$initializeHandler$7",6,"lambda$initializeHandler$7",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query.subscription","SubscriptionMessageSerializer",101,21,"serialize",3,"serialize",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query","QueryProcessingTask",98,13,"<init>",4,"lambda$run$0",""
"axon-messaging-4.10.1","org.axonframework.common.caching","WeakReferenceCache",92,13,"computeIfAbsent",6,"put",""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository.jdbc","GenericSagaSqlSchema",92,9,"sql_removeAssocValue",2,"readAssociationValues",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","MultiStreamableMessageSource$MultiSourceBlockingStream",91,18,"nextAvailable",7,"hasNextAvailable",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","TrackingEventProcessor$WorkerLauncher",91,62,"run",17,"run",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector","ErrorCode",89,28,"<clinit>",2,"getQueryExecutionErrorCode",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon","AxonServerEventScheduler",89,20,"toEvent",10,"reschedule",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector","ServerConnectorConfigurerModule",88,19,"buildQueryBus",1,"lambda$buildCommandBus$5",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.command","AxonServerCommandBus",88,24,"doDispatch",4,"doDispatch",""
"axon-messaging-4.10.1","org.axonframework.deadline.quartz","QuartzDeadlineManager",88,13,"<init>",5,"lambda$cancelAllWithinScope$3",""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling","DisruptorCommandBus$Builder",88,17,"<init>",3,"lambda$bufferSize$0",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.scheduling.jobrunr","JobRunrEventScheduler",85,15,"schedule",40,"$deserializeLambda$",""
"axon-test-4.10.1","org.axonframework.test.deadline","DeadlineManagerValidator",84,11,"assertTriggeredDeadlinesMatching",5,"assertScheduledDeadlineMatching",""
"axon-messaging-4.10.1","org.axonframework.deadline.jobrunr","JobRunrDeadlineManager",84,23,"execute",13,"$deserializeLambda$",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.processor","EventProcessorControlService",83,11,"lambda$setLoadBalancingStrategies$4",3,"infoSupplier",""
"axon-messaging-4.10.1","org.axonframework.common","TypeReflectionUtils",83,24,"getExactDirectSuperTypesOfParameterizedTypeOrClass",9,"getExactDirectSuperTypesOfParameterizedTypeOrClass",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","MergedTrackingToken",83,11,"unwrap",7,"unwrap",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.util","EventCipher",82,24,"<init>",7,"<init>",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","ReplayToken",81,12,"advancedTo",7,"advancedTo",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter","DeadLetteringEventHandlerInvoker",81,15,"handle",5,"handle",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore","EmbeddedEventStore$EventConsumer",80,21,"peekPrivateStream",7,"peekPrivateStream",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.legacyjpa","EmbeddedEventStore$EventConsumer",80,21,"peekPrivateStream",7,"peekPrivateStream",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.gateway","CommandGatewayFactory",80,50,"createGateway",12,"createGateway",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon","PersistentStreamConnection$SegmentConnection",77,40,"readMessagesFromSegment",17,"readMessagesFromSegment",""
"axon-modelling-4.10.1","org.axonframework.modelling.saga","AbstractSagaManager",77,22,"handle",6,"handle",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","MultiSourceTrackingToken",76,13,"covers",6,"covers",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.jpa","DeadLetterEventEntry",76,28,"equals",15,"equals",""
"axon-test-4.10.1","org.axonframework.test.deadline","StubDeadlineManager",75,9,"advanceTimeTo",4,"advanceToNextTrigger",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.jpa","JpaEventStorageEngine$Builder",74,6,"<init>",2,"lambda$assertPositive$1",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.legacyjpa","JpaEventStorageEngine$Builder",74,6,"<init>",2,"lambda$assertPositive$1",""
"axon-messaging-4.10.1","org.axonframework.common.jdbc","JdbcUtils",74,15,"executeQuery",6,"executeQuery",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","GapAwareTrackingToken",74,10,"advanceTo",7,"covers",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.jdbc","JdbcSequencedDeadLetterQueue$Builder",74,10,"validate",3,"validate",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.jdbc","DeadLetterSchema",74,26,"<init>",1,"sequenceIndexColumn",""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository","AnnotatedSagaRepository",73,12,"doCreateInstance",3,"doCreateInstance",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector","AxonServerConnectionManager$Builder",72,41,"build",12,"build",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","TrackerStatus",72,19,"split",8,"equals",""
"axon-test-4.10.1","org.axonframework.test.server","AxonServerContainer",71,14,"equals",12,"equals",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon","PersistentStreamConnection",71,13,"<init>",2,"streamClosed",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.jpa","SQLErrorCodesResolver",71,16,"loadKeyViolationCodes",8,"loadKeyViolationCodes",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.legacyjpa","SQLErrorCodesResolver",71,16,"loadKeyViolationCodes",8,"loadKeyViolationCodes",""
"axon-messaging-4.10.1","org.axonframework.messaging.annotation","AnnotatedMessageHandlingMember",71,23,"<init>",14,"handle",""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling","EventPublisher",71,14,"processPublication",7,"performCommit",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.inmemory","InMemoryEventStorageEngine",70,9,"createTokenAt",3,"lambda$readEvents$5",""
"axon-modelling-4.10.1","org.axonframework.modelling.command","LockingRepository",70,13,"doLoadOrCreate",4,"doDelete",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.command","AxonServerCommandBus$Builder",69,10,"<init>",2,"lambda$new$1",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.jdbc","EventSchema$Builder",69,15,"<init>",1,"trackedEventFields",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.distributed","DistributedCommandBus",69,23,"dispatch",7,"dispatch",""
"axon-test-4.10.1","org.axonframework.test.server","AxonServerContainerUtils",68,15,"initCluster",6,"waitForContextsCondition",""
"axon-messaging-4.10.1","org.axonframework.common.annotation","AnnotationUtils",68,12,"collectAttributes",8,"collectAttributes",""
"axon-messaging-4.10.1","org.axonframework.deadline.quartz","DeadlineJob",68,44,"execute",11,"execute",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.legacyjpa","JpaDeadLetter",68,20,"equals",11,"equals",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore","EmbeddedEventStore$EventProducer",67,9,"run",4,"run",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.legacyjpa","EmbeddedEventStore$EventProducer",67,9,"run",4,"lastToken",""
"axon-messaging-4.10.1","org.axonframework.commandhandling","SimpleCommandBus",67,12,"<init>",3,"lambda$subscribe$3",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","Segment",67,10,"splitBalanced",6,"equals",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.jpa","JpaDeadLetter",67,20,"equals",11,"equals",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.pooled","Coordinator$Builder",67,9,"<init>",1,"executorService",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query","AxonServerQueryBus$Builder",66,8,"<init>",1,"executorServiceBuilder",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query","QuerySerializer",66,17,"serializeResponse",3,"serializeResponse",""
"axon-messaging-4.10.1","org.axonframework.messaging.unitofwork","BatchingUnitOfWork",66,32,"executeWithResult",11,"executeWithResult",""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling","CommandHandlerInvoker$DisruptorRepository",65,19,"load",6,"load",""
"axon-messaging-4.10.1","org.axonframework.queryhandling","DefaultQueryGateway",64,8,"getSubscriptionQueryResult",3,"lambda$query$2",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing","EventSourcingRepository$Builder",63,7,"validate",2,"buildAggregateFactory",""
"axon-messaging-4.10.1","org.axonframework.messaging","MetaData",63,7,"mergedWith",4,"from",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon","AxonServerEventStore$Builder",62,17,"buildStorageEngine",3,"buildStorageEngine",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon","EventBuffer",62,15,"hasNextAvailable",8,"hasNextAvailable",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.distributed","ConsistentHash",62,7,"<init>",4,"equals",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.jpa","JpaSequencedDeadLetterQueue$Builder",62,9,"<init>",1,"maxSequences",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.legacyjpa","JpaSequencedDeadLetterQueue$Builder",62,9,"<init>",1,"<init>",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","AxonTracingAutoConfiguration",62,7,"eventProcessorSpanFactory",1,"repositorySpanFactory",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.scheduling.quartz","QuartzEventScheduler",61,12,"<init>",6,"cancelSchedule",""
"axon-test-4.10.1","org.axonframework.test.matchers","DeepEqualsMatcher",60,21,"matchingFields",8,"matchingFields",""
"axon-messaging-4.10.1","org.axonframework.deadline","SimpleDeadlineManager",59,8,"<init>",3,"lambda$null$5",""
"axon-messaging-4.10.1","org.axonframework.messaging.deadletter","GenericDeadLetter",59,11,"equals",10,"equals",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","AxonServerAutoConfiguration",59,10,"lambda$null$9",3,"clientName",""
"axon-configuration-4.10.1","org.axonframework.config","MessageMonitorFactoryBuilder",59,13,"getFactoryForType",7,"getFactoryForType",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing","EventSourcedAggregate",58,7,"lambda$initializeState$0",6,"publish",""
"axon-modelling-4.10.1","org.axonframework.modelling.command","GenericJpaRepository$Builder",58,5,"<init>",1,"subtype",""
"axon-modelling-4.10.1","org.axonframework.modelling.command.legacyjpa","GenericJpaRepository$Builder",58,5,"<init>",1,"eventBus",""
"axon-modelling-4.10.1","org.axonframework.modelling.saga","AnnotatedSaga",58,9,"<init>",6,"handle",""
"axon-test-4.10.1","org.axonframework.test.aggregate","AggregateTestFixture$RecordingEventStore",56,17,"lambda$doAppendEvents$1",9,"lambda$doAppendEvents$1",""
"axon-test-4.10.1","org.axonframework.test.server","AxonServerEEContainer",56,13,"equals",11,"equals",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.command","CommandSerializer",56,17,"serialize",4,"serialize",""
"axon-configuration-4.10.1","org.axonframework.config","Configuration",56,9,"eventProcessingConfiguration",5,"eventProcessingConfiguration",""
"axon-configuration-4.10.1","org.axonframework.config","SagaConfigurer$SagaConfigurationImpl",56,13,"initialize",3,"initialize",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore","EmbeddedEventStore",55,12,"<init>",3,"openStream",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.legacyjpa","EmbeddedEventStore",55,12,"<init>",3,"findNode",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","AbstractEventProcessor",55,11,"<init>",4,"processMessageInUnitOfWork",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","TrackingEventProcessor$Builder",55,7,"validate",3,"transactionManager",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.jdbc","DefaultDeadLetterJdbcConverter",55,31,"convertToLetter",5,"convertToLetter",""
"axon-messaging-4.10.1","org.axonframework.serialization.json","JacksonSerializer",55,12,"deserialize",9,"deserialize",""
"axon-tracing-opentelemetry-4.10.1","org.axonframework.tracing.opentelemetry","OpenTelemetrySpanFactory",55,9,"createHandlerSpan",2,"createHandlerSpan",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","TrackingEventProcessorConfiguration",54,12,"<init>",2,"lambda$andEventAvailabilityTimeout$3",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","AxonServerBusAutoConfiguration",54,20,"queryBus",1,"<init>",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query.subscription","AxonServerSubscriptionQueryResult",53,11,"<init>",4,"lambda$null$2",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon","AxonServerEventStore$AxonIQEventStorageEngine$Builder",53,4,"snapshotFilter",2,"snapshotSerializer",""
"axon-messaging-4.10.1","org.axonframework.deadline.dbscheduler","DbSchedulerBinaryDeadlineDetails",53,12,"equals",11,"equals",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.distributed","ReplyMessage",52,13,"equals",12,"equals",""
"axon-messaging-4.10.1","org.axonframework.deadline.dbscheduler","DbSchedulerHumanReadableDeadlineDetails",52,12,"equals",11,"equals",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.async","AsynchronousEventProcessingStrategy",52,11,"assignEventsToScheduler",4,"assignEventsToScheduler",""
"axon-messaging-4.10.1","org.axonframework.serialization","ChainingConverter",52,11,"registerConverter",5,"canConvert",""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository","AnnotatedSagaRepository$Builder",52,6,"inspectSagaModel",5,"inspectSagaModel",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.processor","EventProcessorControlService$AxonProcessorInstructionHandler",51,8,"mergeSegment",4,"mergeSegment",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.jpa","EventMessageDeadLetterJpaConverter",51,22,"convert",5,"canConvert",""
"axon-messaging-4.10.1","org.axonframework.messaging","GenericResultMessage",51,13,"describeTo",3,"findExceptionResult",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","AnnotationEventHandlerAdapter",50,11,"prepareReset",4,"prepareReset",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.legacyjpa","EventMessageDeadLetterJpaConverter",50,21,"convert",5,"canConvert",""
"axon-messaging-4.10.1","org.axonframework.serialization","AbstractXStreamSerializer",50,22,"<init>",4,"typeForClass",""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling","DisruptorCommandBus$DisruptorRepository",50,22,"send",7,"send",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore","AbstractEventStorageEngine",49,13,"buildExceptionMessage",7,"handlePersistenceException",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore","EmbeddedEventStore$Builder",49,7,"<init>",3,"fetchEventConsumptionSystemPropertyOrDefault",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.legacyjpa","EmbeddedEventStore$Builder",49,7,"<init>",3,"fetchEventConsumptionSystemPropertyOrDefault",""
"axon-messaging-4.10.1","org.axonframework.messaging.responsetypes","AbstractResponseType",49,11,"isParameterizedTypeOfExpectedType",7,"isParameterizedTypeOfExpectedType",""
"axon-test-4.10.1","org.axonframework.test.saga","CommandValidator",48,26,"assertDispatchedEqualTo",9,"assertDispatchedEqualTo",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.util","PriorityExecutorService",48,6,"lambda$submit$0",2,"createPriorityRunnable",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing","EventSourcingRepository",48,11,"doLoadWithLock",5,"doLoadWithLock",""
"axon-messaging-4.10.1","org.axonframework.messaging.responsetypes","MultipleInstancesResponseType",48,17,"convert",10,"convert",""
"axon-messaging-4.10.1","org.axonframework.queryhandling","GenericQueryResponseMessage",48,12,"asNullableResponseMessage",5,"asNullableResponseMessage",""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling","CommandHandlingEntry",48,10,"resetAsCallable",4,"registerAggregateIdentifier",""
"axon-messaging-4.10.1","org.axonframework.deadline","SimpleDeadlineManager$DeadlineTask",47,25,"run",6,"run",""
"axon-messaging-4.10.1","org.axonframework.deadline.quartz","DeadlineJob$DeadlineJobDataBinder",47,12,"putDeadlineMessage",2,"retrieveDeadlineTimestamp",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector","AxonServerConfiguration$Builder",46,6,"<init>",1,"ssl",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore","AbstractEventStore",46,13,"readEvents",4,"readEvents",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","SimpleEventHandlerInvoker",46,9,"<init>",3,"detectList",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.jpa","DeadLetterEntry",46,13,"<init>",4,"equals",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.util","FlowControllingStreamObserver",45,12,"<init>",2,"markConsumed",""
"axon-messaging-4.10.1","org.axonframework.deadline.dbscheduler","DbSchedulerDeadlineManager$Builder",45,8,"<init>",1,"stopScheduler",""
"axon-messaging-4.10.1","org.axonframework.tracing","Span",45,9,"runConsumer",5,"runConsumer",""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository","CachingSagaStore",45,6,"loadSaga",3,"loadSaga",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector","AxonServerConnectionManager",44,10,"<init>",3,"isConnected",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query","StreamableMultiInstanceResponse",44,13,"<init>",9,"stream",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing","AbstractSnapshotter",44,20,"doScheduleSnapshot",8,"doScheduleSnapshot",""
"axon-messaging-4.10.1","org.axonframework.common.lock","PessimisticLockFactory$DisposableLock",44,18,"lock",10,"lock",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","GenericDomainEventMessage",44,8,"describeTo",4,"andMetaData",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.pooled","MergeTask",44,12,"task",3,"mergeSegments",""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig","JdbcAutoConfiguration",44,10,"eventStorageEngine",1,"sagaStoreWithSchema",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon","AxonServerEventStoreFactory$Builder",43,6,"<init>",1,"access$000",""
"axon-messaging-4.10.1","org.axonframework.commandhandling","AnnotationCommandHandlerAdapter",43,8,"supportedCommandNames",1,"lambda$canHandle$4",""
"axon-messaging-4.10.1","org.axonframework.common.jdbc","UnitOfWorkAwareConnectionProviderWrapper",43,13,"getConnection",7,"lambda$getConnection$2",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.async","EventProcessorTask",43,10,"yield",5,"run",""
"axon-messaging-4.10.1","org.axonframework.messaging.unitofwork","DefaultUnitOfWork",43,21,"executeWithResult",9,"executeWithResult",""
"axon-modelling-4.10.1","org.axonframework.modelling.command.inspection","ChildForwardingCommandMessageHandlingMember",43,15,"handle",4,"handle",""
"axon-tracing-opentelemetry-4.10.1","org.axonframework.tracing.opentelemetry","OpenTelemetrySpan",43,12,"end",4,"end",""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.util","GrpcMetaDataConverter",42,19,"convertToMetaDataValue",8,"convertFromMetaDataValue",""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing","AggregateSnapshotter$Builder",42,5,"buildHandlerDefinition",3,"buildHandlerDefinition",""
"axon-messaging-4.10.1","org.axonframework.commandhandling.distributed","DispatchMessage",42,12,"equals",11,"equals",""
"axon-messaging-4.10.1","org.axonframework.common.lock","PessimisticLockFactory",42,9,"obtainLock",3,"obtainLock",""
"axon-messaging-4.10.1","org.axonframework.eventhandling","SubscribingEventProcessor$Builder",42,5,"<init>",1,"spanFactory",""
"axon-messaging-4.10.1","org.axonframework.deadline.quartz","QuartzDeadlineManager$Builder",42,6,"<init>",2,"validate",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.jdbc","GenericDeadLetterTableFactory",42,28,"createTableSql",1,"processingGroupIndexSql",""
"axon-messaging-4.10.1","org.axonframework.eventhandling.tokenstore.inmemory","InMemoryTokenStore",42,6,"fetchSegments",4,"initializeSegment",""
