"artifactName","numberOfPackages","Source Cypher File: Overview/Number_of_packages_per_artifact.cypher"
"axon-test-4.10.1",8,""
"axon-server-connector-4.10.1",11,""
"axon-eventsourcing-4.10.1",9,""
"axon-messaging-4.10.1",64,""
"axon-modelling-4.10.1",10,""
"axon-spring-boot-autoconfigure-4.10.1",9,""
"axon-disruptor-4.10.1",1,""
"axon-tracing-opentelemetry-4.10.1",1,""
"axon-configuration-4.10.1",1,""
