"nodeLabels","nodesWithThatLabels","nodesWithThatLabelsPercent","Source Cypher File: Overview/Node_label_combination_count.cypher"
"Git,Change",245572,73.48802690878186,""
"Java,ByteCode,Method,Member",13202,3.9507310737777033,""
"Java,ByteCode,Parameter",13000,3.890282075375712,""
"Git,Commit",12038,3.602401201797909,""
"File,Git",10675,3.194520088818132,""
"Java,ByteCode,Bound,ParameterizedType",7166,2.1444431809340267,""
"Java,ByteCode,Bound",7112,2.1282835476978508,""
"Java,ByteCode,Member,Field",3494,1.0455881208740567,""
"Java,ByteCode,Bound,WildcardType",2906,0.8696276700801399,""
"Java,Value,ByteCode,Annotation",2821,0.8441912103565294,""
"Xml,Element",2144,0.6415972899696558,""
"Java,ByteCode,Constructor,Method,Member",2040,0.6104750333666501,""
"Xml,Text",1436,0.42972654309534786,""
"Java,ByteCode,Bound,TypeVariable",1096,0.32798070420090614,""
"Java,ByteCode,Method,Member,Lambda",936,0.2801003094270512,""
"Type,File,Java,ByteCode,ResolvedDuplicateType",900,0.26932722060293385,""
"Type,File,Java,ByteCode,Class",861,0.2576563743768068,""
"Type,File,Java,ByteCode,JavaType",746,0.22324234063309853,""
"Java,Value,ByteCode,Primitive",650,0.19451410376878558,""
"Java,ByteCode,Method,Member,GenericDeclaration",569,0.1702746539145215,""
"Json,Key",555,0.16608511937180923,""
"Value,Json,Scalar",539,0.16129707989442374,""
"Type,File,Java,ByteCode,ExternalType",396,0.11850397706529091,""
"Author,Git,Person",293,0.0876809729296218,""
"Value,Array",267,0.07990040877887038,""
"Committer,Git,Person",248,0.0742146118994751,""
"Type,File,Java,ByteCode,Class,GenericDeclaration",236,0.07062358229143599,""
"Value,Property",202,0.06044899840199182,""
"Type,File,Java,ByteCode,Interface",187,0.05596021139194293,""
"Java,Value,ByteCode,Class",172,0.05147142438189403,""
"Git,Tag",168,0.05027441451254766,""
"Maven,Dependency",163,0.04877815217586469,""
"Java,ByteCode,Bound,GenericArrayType",158,0.047281889839181725,""
"Java,Value,ByteCode,Enum",150,0.044887870100488975,""
"Package,File,Directory,Java",139,0.04159609295978645,""
"Value,Json,Object",132,0.0395013256884303,""
"Value,ManifestEntry",120,0.03591029608039118,""
"Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",93,0.027830479462303166,""
"Artifact,Maven",92,0.027531226994966577,""
"Type,File,Java,ByteCode,GenericDeclaration,Interface",85,0.02543645972361042,""
"File,Directory",44,0.0131671085628101,""
"Type,File,Java,ByteCode,Annotation",43,0.012867856095473508,""
"Xml,Namespace",36,0.010773088824117356,""
"Type,File,Java,ByteCode,PrimitiveType",29,0.008678321552761202,""
"Type,File,Java,ByteCode,Enum",28,0.00837906908542461,""
"Git,Branch",27,0.008079816618088017,""
"Maven,Plugin",21,0.0062843018140684576,""
"Maven,Configuration",21,0.0062843018140684576,""
"jQAssistant,Rule,Concept",19,0.005685796879395271,""
"Xml,Attribute",18,0.005386544412058678,""
"Maven,PluginExecution",16,0.004788039477385491,""
"Maven,ExecutionGoal",16,0.004788039477385491,""
"File,Java,Properties",12,0.003591029608039118,""
"File,Java,ServiceLoader",10,0.002992524673365932,""
"Artifact,File,Jar,Archive,Zip,Java",9,0.002693272206029339,""
"File,Java,Manifest",9,0.002693272206029339,""
"Java,ManifestSection",9,0.002693272206029339,""
"Type,File,Java,ByteCode,Void",9,0.002693272206029339,""
"File,Maven,Xml,Pom,Document",9,0.002693272206029339,""
"Value,Array,Json",6,0.001795514804019559,""
"Maven,Exclusion",5,0.001496262336682966,""
"Java,ByteCode,Constructor,Method,Member,GenericDeclaration",4,0.0011970098693463728,""
"File",3,0.0008977574020097795,""
"File,Json",2,0.0005985049346731864,""
"Repository,File,Git",1,0.0002992524673365932,""
"Analyze,Task,jQAssistant",1,0.0002992524673365932,""
