"sourceProject","sourceScan","isDifferentTargetProject","isDifferentTargetScan","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","Source Cypher File: Path_Finding/Path_Finding_6_Longest_paths_distribution_per_project.cypher"
"react-router-dom","react-router-6.26.2",false,false,1,1,1,1,1,1,1,"./server.tsx ->./index.tsx",""
"react-router-dom","react-router-6.26.2",true,false,2,1,1,1,1,1,1,"./server.tsx ->./index.ts",""
"react-router-dom","react-router-6.26.2",true,false,3,1,1,1,1,1,1,"./server.tsx ->./index.ts",""
