"dependency","usedByPackages","usedByTypes","providesPackages","providesTypes","interfaceRate","someProvidedPackages","someProvidedTypes","Source Cypher File: Artifact_Dependencies/Most_used_internal_dependencies_acreoss_artifacts.cypher"
"axon-messaging-4.8.0",28,271,39,234,38.56,"org.axonframework.commandhandling,org.axonframework.commandhandling.callbacks,org.axonframework.commandhandling.gateway,org.axonframework.common,org.axonframework.common.annotation","CommandCallback,AnnotationCommandHandlerAdapter,LoggingDuplicateCommandHandlerResolver,CommandBus,SimpleCommandBus$Builder",""
"axon-modelling-4.8.0",9,52,6,43,25.58,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection,org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository,org.axonframework.modelling.saga.repository.inmemory","AbstractRepository$Builder,RepositoryProvider,AggregateLifecycle,AggregateAnnotationCommandHandler,Repository",""
"axon-eventsourcing-4.8.0",3,14,4,23,34.78,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.snapshotting","SnapshotTrigger,EventSourcedAggregate,SnapshotTriggerDefinition,EventSourcingRepository,AggregateCacheEntry",""
"axon-disruptor-4.8.0",1,1,1,1,0,"org.axonframework.disruptor.commandhandling","DisruptorCommandBus",""
