"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: Community_Detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-messaging-4.8.3","org.axonframework.serialization",5,33,201,1,""
"axon-modelling-4.8.3","org.axonframework.modelling.command.inspection",5,26,201,1,""
"axon-test-4.8.3","org.axonframework.test.matchers",5,24,201,1,""
"axon-messaging-4.8.3","org.axonframework.messaging.correlation",5,4,201,1,""
"axon-messaging-4.8.3","org.axonframework.util",5,3,201,1,""
"axon-messaging-4.8.3","org.axonframework.messaging.interceptors.legacyvalidation",5,2,201,1,""
"axon-eventsourcing-4.8.3","org.axonframework.eventsourcing",3,38,120,1,""
"axon-test-4.8.3","org.axonframework.test.matchers",3,24,120,1,""
"axon-messaging-4.8.3","org.axonframework.messaging.annotation",4,54,116,1,""
"axon-messaging-4.8.3","org.axonframework.common",4,27,116,1,""
"axon-eventsourcing-4.8.3","org.axonframework.eventsourcing",6,38,100,1,""
"axon-eventsourcing-4.8.3","org.axonframework.eventsourcing.eventstore",6,30,100,1,""
"axon-modelling-4.8.3","org.axonframework.modelling.saga.repository.jpa",6,7,100,1,""
"axon-messaging-4.8.3","org.axonframework.eventhandling.deadletter.legacyjpa",6,6,100,1,""
"axon-messaging-4.8.3","org.axonframework.deadline.quartz",6,4,100,1,""
"axon-messaging-4.8.3","org.axonframework.messaging",1,34,95,1,""
"axon-test-4.8.3","org.axonframework.test.aggregate",1,19,95,1,""
"axon-messaging-4.8.3","org.axonframework.common.jdbc",1,18,95,1,""
"axon-messaging-4.8.3","org.axonframework.serialization.upcasting.event",1,12,95,1,""
"axon-messaging-4.8.3","org.axonframework.tracing.attributes",1,6,95,1,""
"axon-messaging-4.8.3","org.axonframework.serialization",12,33,89,1,""
"axon-messaging-4.8.3","org.axonframework.eventhandling.tokenstore",12,7,89,1,""
"axon-messaging-4.8.3","org.axonframework.common.transaction",12,4,89,1,""
"axon-messaging-4.8.3","org.axonframework.util",12,3,89,1,""
"axon-messaging-4.8.3","org.axonframework.queryhandling",2,41,88,1,""
"axon-eventsourcing-4.8.3","org.axonframework.eventsourcing.eventstore",2,30,88,1,""
"axon-modelling-4.8.3","org.axonframework.modelling.saga",2,30,88,1,""
"axon-test-4.8.3","org.axonframework.test.matchers",2,24,88,1,""
"axon-modelling-4.8.3","org.axonframework.modelling.saga.repository",2,15,88,1,""
"axon-messaging-4.8.3","org.axonframework.common.caching",2,14,88,1,""
"axon-messaging-4.8.3","org.axonframework.messaging.interceptors",2,8,88,1,""
"axon-messaging-4.8.3","org.axonframework.messaging.interceptors.legacyvalidation",2,2,88,1,""
"axon-eventsourcing-4.8.3","org.axonframework.eventsourcing",0,38,86,1,""
"axon-modelling-4.8.3","org.axonframework.modelling.saga",0,30,86,1,""
"axon-modelling-4.8.3","org.axonframework.modelling.command.inspection",0,26,86,1,""
"axon-messaging-4.8.3","org.axonframework.eventhandling.pooled",0,20,86,1,""
"axon-messaging-4.8.3","org.axonframework.messaging.deadletter",0,19,86,1,""
"axon-modelling-4.8.3","org.axonframework.modelling.saga.repository",0,15,86,1,""
"axon-messaging-4.8.3","org.axonframework.messaging.unitofwork",0,14,86,1,""
"axon-messaging-4.8.3","org.axonframework.serialization.upcasting.event",0,12,86,1,""
"axon-messaging-4.8.3","org.axonframework.deadline",0,10,86,1,""
"axon-eventsourcing-4.8.3","org.axonframework.eventsourcing.eventstore.legacyjpa",0,10,86,1,""
"axon-eventsourcing-4.8.3","org.axonframework.eventsourcing.eventstore.jpa",0,6,86,1,""
"axon-messaging-4.8.3","org.axonframework.monitoring",0,6,86,1,""
