"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",71594,27.937922664783173,""
"MODIFIES",71594,27.937922664783173,""
"UPDATES",47761,18.63763896964423,""
"COMMITTED",19654,7.669524430170803,""
"CREATES",16653,6.498452749345394,""
"HAS_PARENT",10821,4.222648003402781,""
"DELETES",9884,3.8570051627052107,""
"RENAMES",2704,1.0551742169116642,""
"HAS_NEW_NAME",1542,0.6017302671885305,""
"ON_COMMIT",1045,0.4077873730298407,""
"DEPENDS_ON",953,0.3718864751171657,""
"CONTAINS",465,0.1814556253194985,""
"OF_TYPE",330,0.1287749599041602,""
"EXPORTS",271,0.10575155798190126,""
"REFERENCES",198,0.07726497594249614,""
"DECLARES",185,0.07219202297657466,""
"HAS_MEMBER",99,0.03863248797124807,""
"HAS_TYPE_ARGUMENT",99,0.03863248797124807,""
"RETURNS",81,0.031608399249202966,""
"HAS_PARAMETER",71,0.027706127736955685,""
"INITIALIZED_WITH",32,0.012487268839191294,""
"COPIES",29,0.011316587385517109,""
"REQUIRES_CONCEPT",28,0.010926360234292382,""
"USES",25,0.009755678780618199,""
"RESOLVES_TO",23,0.008975224478168743,""
"HAS_HEAD",22,0.008584997326944014,""
"COPY_OF",21,0.008194770175719287,""
"INCLUDES_CONCEPT",19,0.00741431587326983,""
"EXTENDS",7,0.0027315900585730955,""
"CALLS",6,0.0023413629073483675,""
"CONTAINS_PROJECT",6,0.0023413629073483675,""
"HAS_ARGUMENT",6,0.0023413629073483675,""
"HAS_CONFIG",6,0.0023413629073483675,""
"HAS_ROOT",6,0.0023413629073483675,""
"MEMBER",6,0.0023413629073483675,""
"PARENT",6,0.0023413629073483675,""
"REFERENCED_PROJECTS",5,0.0019511357561236397,""
"CONSTRAINED_BY",4,0.0015609086048989117,""
