"nodeLabel","nodesWithThatLabel","nodesWithThatLabelPercent","Source Cypher File: Overview/Node_label_count.cypher"
"Git",89281,98.14765956511225,""
"Change",71781,78.90970252621858,""
"Commit",9837,10.81393047951982,""
"File",5113,5.620781390849328,""
"TS",1602,1.7610975529318647,""
"Person",1552,1.7061319613921686,""
"Author",1181,1.298287272167623,""
"ExternalType",1077,1.183958841765055,""
"Type",1077,1.183958841765055,""
"Tag",1044,1.1476815513488556,""
"Committer",371,0.4078446892245454,""
"Declared",299,0.32869423740738296,""
"Primitive",291,0.3198997427610316,""
"ExternalDeclaration",211,0.23195479629751775,""
"Literal",156,0.171492645603852,""
"Union",120,0.13191741969527077,""
"ObjectMember",99,0.10883187124859839,""
"Function",84,0.09234219378668954,""
"Property",65,0.071455269001605,""
"Value",58,0.06376008618604753,""
"Object",41,0.04507178506255084,""
"FunctionParameter",38,0.04177384957016907,""
"Parameter",33,0.03627729041619946,""
"Directory",32,0.035177978585405535,""
"Local",28,0.030780731262229844,""
"ExternalModule",25,0.027482795769848075,""
"Branch",24,0.02638348393905415,""
"Variable",24,0.02638348393905415,""
"jQAssistant",20,0.021986236615878462,""
"Concept",19,0.020886924785084537,""
"Rule",19,0.020886924785084537,""
"Interface",18,0.019787612954290615,""
"Intersection",17,0.018688301123496693,""
"TypeAlias",14,0.015390365631114922,""
"NotIdentified",11,0.012092430138733153,""
"EnumMember",8,0.008794494646351384,""
"Call",6,0.006595870984763537,""
"Member",6,0.006595870984763537,""
"Module",6,0.006595870984763537,""
"Project",6,0.006595870984763537,""
"TypeParameterReference",6,0.006595870984763537,""
"Complex",5,0.0054965591539696155,""
"TypeParameter",4,0.004397247323175692,""
"Tuple",3,0.0032979354923817687,""
"Enum",2,0.002198623661587846,""
"Analyze",1,0.001099311830793923,""
"Class",1,0.001099311830793923,""
"Constructor",1,0.001099311830793923,""
"Method",1,0.001099311830793923,""
"Repository",1,0.001099311830793923,""
"Scan",1,0.001099311830793923,""
"Task",1,0.001099311830793923,""
