"dependency","usedByPackages","usedByTypes","providesPackages","providesTypes","interfaceRate","someProvidedPackages","someProvidedTypes","Source Cypher File: Artifact_Dependencies/Most_used_internal_dependencies_acreoss_artifacts.cypher"
"axon-messaging-4.8.2",28,271,39,234,38.56,"org.axonframework.lifecycle,org.axonframework.common.annotation,org.axonframework.common,org.axonframework.common.lock,org.axonframework.eventhandling","LifecycleHandlerInvocationException,Lifecycle$LifecycleRegistry,StartHandler,AnnotationUtils,ShutdownHandler",""
"axon-modelling-4.8.2",9,52,6,43,25.58,"org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository,org.axonframework.modelling.command.inspection,org.axonframework.modelling.command,org.axonframework.modelling.saga.repository.inmemory","SagaRepository,SagaStore,AbstractSagaManager,AggregateMetaModelFactory,AnnotationCommandTargetResolver",""
"axon-eventsourcing-4.8.2",3,14,4,23,34.78,"org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.snapshotting,org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore.jpa","EventStore,SnapshotFilter,RevisionSnapshotFilter$Builder,EventSourcingRepository,RevisionSnapshotFilter",""
"axon-disruptor-4.8.2",1,1,1,1,0,"org.axonframework.disruptor.commandhandling","DisruptorCommandBus",""
