"externalSecondLevelPackageName","numberOfArtifacts","sumNumberOfPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","sumNumberOfTypes","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","someArtifactNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_spread.cypher"
"org.slf4j",9,66,1,38,3,7.333333333333333,11.821590417536889,25.0,100.0,60.0,68.34245230078564,28.7356905408243,144,1,79,8,16.000000000000004,24.43358344574123,2.2988505747126435,36.36363636363637,10.526315789473683,13.370197871752014,10.27001428345158,"axon-messaging-4.10.3,axon-eventsourcing-4.10.3,axon-spring-boot-autoconfigure-4.10.3,axon-server-connector-4.10.3",""
"jakarta.persistence",4,8,1,3,2.0,2.0,0.816496580927726,4.6875,22.22222222222222,15.555555555555555,14.505208333333332,8.116902769194517,17,3,8,3.0,4.25,2.5,1.0165184243964422,4.0,2.0771866374797754,2.292722924838998,1.2516782443059267,"axon-messaging-4.10.3,axon-eventsourcing-4.10.3,axon-spring-boot-autoconfigure-4.10.3,axon-modelling-4.10.3",""
"javax.persistence",4,11,2,4,2.5,2.75,0.9574271077563381,6.25,30.0,22.22222222222222,20.17361111111111,9.980288571951407,17,3,8,3.0,4.25,2.5,1.0165184243964422,4.0,2.0771866374797754,2.292722924838998,1.2516782443059267,"axon-messaging-4.10.3,axon-eventsourcing-4.10.3,axon-spring-boot-autoconfigure-4.10.3,axon-modelling-4.10.3",""
"com.fasterxml",2,5,1,4,2.5,2.5,2.1213203435596424,6.25,11.11111111111111,8.680555555555555,8.680555555555555,3.437324630767939,15,3,12,7.5,7.5,6.363961030678928,1.5247776365946635,4.0,2.7623888182973317,2.7623888182973317,1.7502465181085063,"axon-messaging-4.10.3,axon-spring-boot-autoconfigure-4.10.3",""
"com.github",2,3,1,2,1.5,1.5,0.7071067811865476,3.125,11.11111111111111,7.118055555555555,7.118055555555555,5.647033321975901,7,1,6,3.5,3.5,3.5355339059327378,0.7623888182973317,1.3333333333333333,1.0478610758153324,1.0478610758153324,0.40371873826322147,"axon-messaging-4.10.3,axon-spring-boot-autoconfigure-4.10.3",""
"com.google",2,4,1,3,2.0,2.0,1.4142135623730951,12.5,27.272727272727273,19.886363636363637,19.886363636363637,10.445895631164907,9,1,8,4.5,4.5,4.949747468305833,1.1494252873563218,5.882352941176471,3.5158891142663964,3.5158891142663964,3.346685238881564,"axon-server-connector-4.10.3,axon-test-4.10.3",""
"com.thoughtworks",2,3,1,2,1.5,1.5,0.7071067811865476,3.125,11.11111111111111,7.118055555555555,7.118055555555555,5.647033321975901,10,2,8,5.0,5.0,4.242640687119285,1.0165184243964422,2.6666666666666665,1.8415925455315545,1.8415925455315545,1.1668310120723373,"axon-messaging-4.10.3,axon-spring-boot-autoconfigure-4.10.3",""
"io.axoniq",2,9,1,8,4.5,4.5,4.949747468305833,11.11111111111111,72.72727272727273,41.919191919191924,41.91919191919192,43.56920570947415,69,2,67,34.5,34.5,45.96194077712559,2.6666666666666665,49.26470588235294,25.965686274509803,25.965686274509807,32.949789519408434,"axon-spring-boot-autoconfigure-4.10.3,axon-server-connector-4.10.3",""
"org.jobrunr",2,3,1,2,1.5,1.5,0.7071067811865476,3.125,11.11111111111111,7.118055555555555,7.118055555555555,5.647033321975901,5,1,4,2.5,2.5,2.1213203435596424,0.5082592121982211,1.3333333333333333,0.9207962727657772,0.9207962727657772,0.5834155060361687,"axon-messaging-4.10.3,axon-spring-boot-autoconfigure-4.10.3",""
"org.reactivestreams",2,3,1,2,1.5,1.5,0.7071067811865476,3.125,9.090909090909092,6.107954545454546,6.107954545454546,4.21853477412429,17,4,13,8.5,8.5,6.363961030678928,1.6518424396442186,2.9411764705882355,2.296509455116227,2.296509455116227,0.9116968364951004,"axon-messaging-4.10.3,axon-server-connector-4.10.3",""
"reactor.core",2,5,2,3,2.5,2.5,0.7071067811865476,3.125,27.272727272727273,15.198863636363637,15.198863636363637,17.07502170478879,28,10,18,14.0,14.0,5.656854249492381,2.287166454891995,7.352941176470589,4.820053815681292,4.820053815681292,3.582043657591618,"axon-messaging-4.10.3,axon-server-connector-4.10.3",""
"AggregateEventPublisherImpl",1,1,1,1,1,1.0,0.0,12.5,12.5,12.5,12.5,0.0,1,1,1,1,1.0,0.0,1.1494252873563218,1.1494252873563218,1.1494252873563218,1.1494252873563218,0.0,"axon-test-4.10.3",""
"WeakValue",1,1,1,1,1,1.0,0.0,100.0,100.0,100.0,100.0,0.0,1,1,1,1,1.0,0.0,4.545454545454546,4.545454545454546,4.545454545454546,4.545454545454546,0.0,"axon-disruptor-4.10.3",""
"com.codahale",1,1,1,1,1,1.0,0.0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0.0,1,1,1,1,1.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,"axon-spring-boot-autoconfigure-4.10.3",""
"com.lmax",1,1,1,1,1,1.0,0.0,100.0,100.0,100.0,100.0,0.0,7,7,7,7,7.0,0.0,31.81818181818182,31.81818181818182,31.81818181818182,31.81818181818182,0.0,"axon-disruptor-4.10.3",""
"io.grpc",1,5,5,5,5,5.0,0.0,45.45454545454546,45.45454545454546,45.45454545454546,45.45454545454546,0.0,18,18,18,18,18.0,0.0,13.23529411764706,13.23529411764706,13.23529411764706,13.23529411764706,0.0,"axon-server-connector-4.10.3",""
"io.micrometer",1,1,1,1,1,1.0,0.0,11.11111111111111,11.11111111111111,11.11111111111111,11.11111111111111,0.0,1,1,1,1,1.0,0.0,1.3333333333333333,1.3333333333333333,1.3333333333333333,1.3333333333333333,0.0,"axon-spring-boot-autoconfigure-4.10.3",""
"io.opentelemetry",1,1,1,1,1,1.0,0.0,100.0,100.0,100.0,100.0,0.0,5,5,5,5,5.0,0.0,100.0,100.0,100.0,100.0,0.0,"axon-tracing-opentelemetry-4.10.3",""
"jakarta.validation",1,1,1,1,1,1.0,0.0,1.5625,1.5625,1.5625,1.5625,0.0,2,2,2,2,2.0,0.0,0.25412960609911056,0.25412960609911056,0.25412960609911056,0.25412960609911056,0.0,"axon-messaging-4.10.3",""
"javax.cache",1,1,1,1,1,1.0,0.0,1.5625,1.5625,1.5625,1.5625,0.0,2,2,2,2,2.0,0.0,0.25412960609911056,0.25412960609911056,0.25412960609911056,0.25412960609911056,0.0,"axon-messaging-4.10.3",""
"javax.validation",1,1,1,1,1,1.0,0.0,1.5625,1.5625,1.5625,1.5625,0.0,2,2,2,2,2.0,0.0,0.25412960609911056,0.25412960609911056,0.25412960609911056,0.25412960609911056,0.0,"axon-messaging-4.10.3",""
"net.sf",1,1,1,1,1,1.0,0.0,1.5625,1.5625,1.5625,1.5625,0.0,2,2,2,2,2.0,0.0,0.25412960609911056,0.25412960609911056,0.25412960609911056,0.25412960609911056,0.0,"axon-messaging-4.10.3",""
"nu.xom",1,1,1,1,1,1.0,0.0,1.5625,1.5625,1.5625,1.5625,0.0,3,3,3,3,3.0,0.0,0.38119440914866587,0.38119440914866587,0.38119440914866587,0.38119440914866587,0.0,"axon-messaging-4.10.3",""
"org.axonframework",1,2,2,2,2,2.0,0.0,22.22222222222222,22.22222222222222,22.22222222222222,22.22222222222222,0.0,7,7,7,7,7.0,0.0,9.333333333333332,9.333333333333332,9.333333333333332,9.333333333333332,0.0,"axon-spring-boot-autoconfigure-4.10.3",""
