"artifactName","fullQualifiedPackageName","packageName","distance","abstractness","instability","typesInPackage"
"axon-test-4.7.5","org.axonframework.test.server","server",1,0,0,2
"axon-messaging-4.7.5","org.axonframework.common.io","io",1,0,0,1
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jdbc.statements","statements",0.7272727272727273,1,0.7272727272727273,15
"axon-messaging-4.7.5","org.axonframework.serialization","serialization",0.5706166524580847,0.29411764705882354,0.13526570048309178,34
"axon-messaging-4.7.5","org.axonframework.monitoring","monitoring",0.5637254901960784,0.3333333333333333,0.10294117647058823,6
"axon-messaging-4.7.5","org.axonframework.common.digest","digest",0.5,0,0.5,1
"axon-messaging-4.7.5","org.axonframework.messaging.annotation","annotation",0.4919238289551985,0.2777777777777778,0.23029839326702373,54
"axon-messaging-4.7.5","org.axonframework.common.transaction","transaction",0.47864768683274017,0.5,0.021352313167259787,4
"axon-messaging-4.7.5","org.axonframework.common.jpa","jpa",0.4772727272727273,0.25,0.2727272727272727,4
"axon-messaging-4.7.5","org.axonframework.common.lock","lock",0.4660691421254801,0.18181818181818182,0.352112676056338,11
"axon-messaging-4.7.5","org.axonframework.common.legacyjpa","legacyjpa",0.44999999999999996,0.25,0.3,4
"axon-messaging-4.7.5","org.axonframework.eventhandling.gateway","gateway",0.4253968253968252,0.6,0.8253968253968254,5
"axon-configuration-4.7.5","org.axonframework.config","config",0.4216241331793027,0.4358974358974359,0.9857266972818667,39
"axon-test-4.7.5","org.axonframework.test.matchers","matchers",0.4027777777777778,0.125,0.4722222222222222,24
"axon-messaging-4.7.5","org.axonframework.messaging.correlation","correlation",0.39102564102564097,0.25,0.358974358974359,4
"axon-messaging-4.7.5","org.axonframework.messaging","messaging",0.38413834227787713,0.6,0.01586165772212284,35
"axon-messaging-4.7.5","org.axonframework.messaging.unitofwork","unitofwork",0.3800465838509317,0.2857142857142857,0.3342391304347826,14
"axon-messaging-4.7.5","org.axonframework.serialization.xml","xml",0.37777777777777777,0,0.6222222222222222,7
"axon-messaging-4.7.5","org.axonframework.tracing","tracing",0.3585337915234823,0.2222222222222222,0.41924398625429554,18
"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore","tokenstore",0.3359073359073359,0.2857142857142857,0.3783783783783784,7
"axon-messaging-4.7.5","org.axonframework.util","util",0.33333333333333337,0,0.6666666666666666,3
"axon-messaging-4.7.5","org.axonframework.serialization.upcasting.event","event",0.331858407079646,0.5,0.831858407079646,12
"axon-messaging-4.7.5","org.axonframework.common","common",0.33112475759534576,0.6428571428571429,0.026018099547511313,28
"axon-messaging-4.7.5","org.axonframework.commandhandling","commandhandling",0.32305405016545974,0.3793103448275862,0.29763560500695413,29
"axon-test-4.7.5","org.axonframework.test","test",0.31851851851851853,0.2,0.48148148148148145,5
"axon-messaging-4.7.5","org.axonframework.eventhandling","eventhandling",0.3176482193942981,0.41935483870967744,0.26299694189602446,93
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.conflictresolution","conflictresolution",0.3128654970760234,0.4444444444444444,0.868421052631579,9
"axon-messaging-4.7.5","org.axonframework.messaging.interceptors","interceptors",0.3046875,0.375,0.9296875,8
"axon-test-4.7.5","org.axonframework.test.saga","saga",0.3030089327691585,0.3333333333333333,0.9696755994358252,21
"axon-test-4.7.5","org.axonframework.test.utils","utils",0.2974358974358975,0.4,0.8974358974358975,5
"axon-modelling-4.7.5","org.axonframework.modelling.saga.metamodel","metamodel",0.27941176470588225,0.5,0.7794117647058824,4
"axon-messaging-4.7.5","org.axonframework.common.property","property",0.27192982456140347,0.3333333333333333,0.39473684210526316,9
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed","distributed",0.2695841677464954,0.34615384615384615,0.9234303215926493,26
"axon-messaging-4.7.5","org.axonframework.lifecycle","lifecycle",0.26111111111111107,0.6,0.1388888888888889,10
"axon-messaging-4.7.5","org.axonframework.commandhandling.distributed.commandfilter","commandfilter",0.26086956521739135,0,0.7391304347826086,7
"axon-modelling-4.7.5","org.axonframework.modelling.saga.repository.inmemory","inmemory",0.25,0,0.75,2
"axon-modelling-4.7.5","org.axonframework.modelling.command.inspection","inspection",0.2417189391438317,0.34615384615384615,0.8955650929899857,26
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.snapshotting","snapshotting",0.2416666666666667,0.3333333333333333,0.425,3
"axon-messaging-4.7.5","org.axonframework.queryhandling.annotation","annotation",0.23029556650246308,0.25,0.9802955665024631,4
"axon-messaging-4.7.5","org.axonframework.deadline.annotation","annotation",0.22857142857142865,0.4,0.8285714285714286,5
"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling","scheduling",0.22222222222222232,0.6666666666666666,0.1111111111111111,3
"axon-messaging-4.7.5","org.axonframework.eventhandling.async","async",0.2170940170940171,0.13333333333333333,0.6495726495726496,15
"axon-test-4.7.5","org.axonframework.test.eventscheduler","eventscheduler",0.2085106382978723,0.4,0.8085106382978723,5
"axon-messaging-4.7.5","org.axonframework.common.annotation","annotation",0.20833333333333337,0.6666666666666666,0.125,3
"axon-modelling-4.7.5","org.axonframework.modelling.command","command",0.20571711830799733,0.43137254901960786,0.7743445692883895,51
"axon-messaging-4.7.5","org.axonframework.eventhandling.pooled","pooled",0.20158286778398526,0.25,0.9515828677839852,20
"axon-messaging-4.7.5","org.axonframework.messaging.deadletter","deadletter",0.19643250385377664,0.3684210526315789,0.4351464435146444,19
"axon-test-4.7.5","org.axonframework.test.deadline","deadline",0.1887755102040818,0.25,0.9387755102040817,4
"axon-messaging-4.7.5","org.axonframework.common.stream","stream",0.18627450980392157,0.6666666666666666,0.14705882352941177,3
"axon-messaging-4.7.5","org.axonframework.commandhandling.callbacks","callbacks",0.17021276595744683,0,0.8297872340425532,4
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing","eventsourcing",0.16610925306577484,0.28205128205128205,0.8840579710144928,39
"axon-messaging-4.7.5","org.axonframework.messaging.responsetypes","responsetypes",0.15737410071942448,0.375,0.4676258992805755,8
"axon-messaging-4.7.5","org.axonframework.serialization.upcasting","upcasting",0.14583333333333348,0.8333333333333334,0.3125,6
"axon-messaging-4.7.5","org.axonframework.eventhandling.deadletter.legacyjpa","legacyjpa",0.14011799410029502,0.16666666666666666,0.9734513274336283,6
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore","eventstore",0.13897395024959103,0.3548387096774194,0.7841352405721717,31
"axon-test-4.7.5","org.axonframework.test.aggregate","aggregate",0.13625464572593216,0.15789473684210525,0.9783599088838268,19
"axon-messaging-4.7.5","org.axonframework.queryhandling","queryhandling",0.1270434227330779,0.325,0.8020434227330779,40
"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.quartz","quartz",0.11949685534591192,0.16666666666666666,0.9528301886792453,6
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jpa","jpa",0.10612244897959178,0.14285714285714285,0.963265306122449,7
"axon-messaging-4.7.5","org.axonframework.common.caching","caching",0.09523809523809534,0.3333333333333333,0.5714285714285714,12
"axon-messaging-4.7.5","org.axonframework.common.jdbc","jdbc",0.07777777777777772,0.4666666666666667,0.45555555555555555,15
"axon-messaging-4.7.5","org.axonframework.serialization.json","json",0.07446808510638303,0,0.925531914893617,7
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.jdbc","jdbc",0.07436273610856414,0.21428571428571427,0.8600770218228498,14
"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.inmemory","inmemory",0.07407407407407407,0,0.9259259259259259,2
"axon-messaging-4.7.5","org.axonframework.eventhandling.tokenstore.jpa","jpa",0.0703125,0,0.9296875,4
"axon-messaging-4.7.5","org.axonframework.eventhandling.scheduling.java","java",0.06172839506172845,0,0.9382716049382716,4
"axon-eventsourcing-4.7.5","org.axonframework.eventsourcing.eventstore.legacyjpa","legacyjpa",0.05778894472361806,0,0.9422110552763819,10
