"artifactName","dependentArtifactName","dependentPackages","dependentArtifactPackages","packageUsagePercentage","dependentFullQualifiedPackageNames","dependentPackageNames","Source Cypher File: Internal_Dependencies/How_many_packages_compared_to_all_existing_are_used_by_dependent_artifacts.cypher"
"axon-disruptor-4.7.5","axon-messaging-4.7.5",9,61,0.14754098360655737,"org.axonframework.common.caching,org.axonframework.monitoring,org.axonframework.messaging.annotation,org.axonframework.messaging.unitofwork,org.axonframework.commandhandling.callbacks,org.axonframework.common.transaction,org.axonframework.commandhandling,org.axonframework.messaging,org.axonframework.common","caching,monitoring,annotation,unitofwork,callbacks,transaction,commandhandling,messaging,common",""
"axon-test-4.7.5","axon-messaging-4.7.5",10,61,0.16393442622950818,"org.axonframework.commandhandling,org.axonframework.eventhandling,org.axonframework.messaging,org.axonframework.common,org.axonframework.messaging.annotation,org.axonframework.deadline,org.axonframework.messaging.unitofwork,org.axonframework.common.stream,org.axonframework.eventhandling.scheduling,org.axonframework.commandhandling.gateway","commandhandling,eventhandling,messaging,common,annotation,deadline,unitofwork,stream,scheduling,gateway",""
"axon-disruptor-4.7.5","axon-modelling-4.7.5",2,10,0.2,"org.axonframework.modelling.command.inspection,org.axonframework.modelling.command","inspection,command",""
"axon-eventsourcing-4.7.5","axon-modelling-4.7.5",2,10,0.2,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","command,inspection",""
"axon-disruptor-4.7.5","axon-eventsourcing-4.7.5",2,9,0.2222222222222222,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","eventsourcing,eventstore",""
"axon-test-4.7.5","axon-eventsourcing-4.7.5",2,9,0.2222222222222222,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore","eventsourcing,eventstore",""
"axon-modelling-4.7.5","axon-messaging-4.7.5",18,61,0.29508196721311475,"org.axonframework.eventhandling,org.axonframework.messaging.annotation,org.axonframework.common.legacyjpa,org.axonframework.tracing,org.axonframework.common,org.axonframework.common.lock,org.axonframework.common.caching,org.axonframework.messaging.unitofwork,org.axonframework.messaging,org.axonframework.common.annotation,org.axonframework.commandhandling,org.axonframework.common.property,org.axonframework.serialization,org.axonframework.serialization.xml,org.axonframework.common.jpa,org.axonframework.messaging.interceptors,org.axonframework.deadline,org.axonframework.common.jdbc","eventhandling,annotation,legacyjpa,tracing,common,lock,caching,unitofwork,messaging,commandhandling,property,serialization,xml,jpa,interceptors,deadline,jdbc",""
"axon-eventsourcing-4.7.5","axon-messaging-4.7.5",20,61,0.32786885245901637,"org.axonframework.eventhandling,org.axonframework.common,org.axonframework.serialization,org.axonframework.common.io,org.axonframework.serialization.xml,org.axonframework.monitoring,org.axonframework.lifecycle,org.axonframework.common.stream,org.axonframework.common.jdbc,org.axonframework.messaging,org.axonframework.tracing,org.axonframework.serialization.upcasting.event,org.axonframework.messaging.unitofwork,org.axonframework.common.transaction,org.axonframework.common.legacyjpa,org.axonframework.commandhandling,org.axonframework.messaging.annotation,org.axonframework.common.jpa,org.axonframework.common.lock,org.axonframework.common.caching","eventhandling,common,serialization,io,xml,monitoring,lifecycle,stream,jdbc,messaging,tracing,event,unitofwork,transaction,legacyjpa,commandhandling,annotation,jpa,lock,caching",""
"axon-configuration-4.7.5","axon-eventsourcing-4.7.5",4,9,0.4444444444444444,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.snapshotting","eventsourcing,eventstore,jpa,snapshotting",""
"axon-test-4.7.5","axon-modelling-4.7.5",5,10,0.5,"org.axonframework.modelling.command.inspection,org.axonframework.modelling.command,org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository,org.axonframework.modelling.saga.repository.inmemory","inspection,command,saga,repository,inmemory",""
