"fullQualifiedDependentTypeName","dependentTypeName","dependentTypeLabels","numberOfUsingPackages","Source Cypher File: Internal_Dependencies/List_types_that_are_used_by_many_different_packages.cypher"
"org.axonframework.messaging.unitofwork.CurrentUnitOfWork","CurrentUnitOfWork","Type,File,Java,ByteCode,Class,TopCentralityBetweenness,TopCentralityHarmonic,TopCentralityCloseness,TypeLeidenCommunity20,TypeLouvainCommunity8,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",21,""
"org.axonframework.serialization.SerializedType","SerializedType","Type,File,Java,ByteCode,Interface,TopCentralityPageRank,TopCentralityArticleRank,TopCentralityBetweenness,TopCentralityHarmonic,TopCentralityCloseness,TypeLeidenCommunity35,TypeLouvainCommunity10,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity26",21,""
"org.axonframework.common.AxonNonTransientException","AxonNonTransientException","Type,File,Java,ByteCode,Class,TopCentralityPageRank,TopCentralityArticleRank,TopCentralityHarmonic,TopCentralityCloseness,TypeLeidenCommunity11,TypeLouvainCommunity4,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity3",18,""
"org.axonframework.messaging.annotation.ParameterResolverFactory","ParameterResolverFactory","Type,File,Java,ByteCode,Interface,TopCentralityCostEffectiveLazyForward,TypeLeidenCommunity18,TypeLouvainCommunity5,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",18,""
"org.axonframework.eventhandling.DomainEventMessage","DomainEventMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,TopCentralityPageRank,TopCentralityArticleRank,TypeLeidenCommunity44,TypeLouvainCommunity13,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",17,""
"org.axonframework.eventhandling.TrackingToken","TrackingToken","Type,File,Java,ByteCode,Interface,TopCentralityPageRank,TopCentralityArticleRank,TopCentralityHarmonic,TypeLeidenCommunity21,TypeLouvainCommunity9,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity53",17,""
"org.axonframework.eventhandling.GenericEventMessage","GenericEventMessage","Type,File,Java,ByteCode,Class,GenericDeclaration,TypeLeidenCommunity43,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",16,""
"org.axonframework.common.Registration","Registration","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity27,TypeLouvainCommunity6,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity5",16,""
"org.axonframework.messaging.MessageDispatchInterceptor","MessageDispatchInterceptor","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity12,TypeLouvainCommunity6,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity5",15,""
"org.axonframework.messaging.MessageHandlerInterceptor","MessageHandlerInterceptor","Type,File,Java,ByteCode,GenericDeclaration,Interface,TopCentralityBetweenness,TypeLeidenCommunity32,TypeLouvainCommunity0,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",15,""
"org.axonframework.common.ObjectUtils","ObjectUtils","Type,File,Java,ByteCode,Class,TypeLeidenCommunity31,TypeLouvainCommunity11,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity20",15,""
"org.axonframework.commandhandling.CommandMessage","CommandMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,TopCentralityPageRank,TopCentralityArticleRank,TopCentralityHarmonic,TopCentralityCloseness,TypeLeidenCommunity15,TypeLouvainCommunity6,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity5",14,""
"org.axonframework.messaging.annotation.HandlerDefinition","HandlerDefinition","Type,File,Java,ByteCode,Interface,TopCentralityCostEffectiveLazyForward,TypeLeidenCommunity18,TypeLouvainCommunity5,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",14,""
"org.axonframework.common.ReflectionUtils","ReflectionUtils","Type,File,Java,ByteCode,Class,TypeLeidenCommunity17,TypeLouvainCommunity5,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",14,""
"org.axonframework.serialization.SimpleSerializedObject","SimpleSerializedObject","Type,File,Java,ByteCode,Class,GenericDeclaration,TopCentralityHarmonic,TopCentralityCloseness,TypeLeidenCommunity35,TypeLouvainCommunity10,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",14,""
"org.axonframework.tracing.SpanFactory","SpanFactory","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity3,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",14,""
"org.axonframework.messaging.unitofwork.DefaultUnitOfWork","DefaultUnitOfWork","Type,File,Java,ByteCode,Class,GenericDeclaration,TypeLeidenCommunity29,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",12,""
"org.axonframework.eventhandling.EventBus","EventBus","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity10,TypeLouvainCommunity4,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",12,""
"org.axonframework.messaging.InterceptorChain","InterceptorChain","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity20,TypeLouvainCommunity8,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",12,""
"org.axonframework.messaging.ResultMessage","ResultMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,TopCentralityArticleRank,TopCentralityBetweenness,TopCentralityHarmonic,TopCentralityCloseness,TypeLeidenCommunity29,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity18",12,""
"org.axonframework.common.AxonTransientException","AxonTransientException","Type,File,Java,ByteCode,Class,TypeLeidenCommunity31,TypeLouvainCommunity11,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",11,""
"org.axonframework.messaging.annotation.ClasspathHandlerDefinition","ClasspathHandlerDefinition","Type,File,Java,ByteCode,Class,TypeLeidenCommunity18,TypeLouvainCommunity5,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",11,""
"org.axonframework.messaging.annotation.ClasspathParameterResolverFactory","ClasspathParameterResolverFactory","Type,File,Java,ByteCode,Class,TypeLeidenCommunity18,TypeLouvainCommunity5,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",11,""
"org.axonframework.common.DateTimeUtils","DateTimeUtils","Type,File,Java,ByteCode,Class,TypeLeidenCommunity31,TypeLouvainCommunity11,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity20",11,""
"org.axonframework.common.transaction.NoTransactionManager","NoTransactionManager","Type,File,Java,ByteCode,Enum,TypeLeidenCommunity24,TypeLouvainCommunity0,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",11,""
"org.axonframework.messaging.ScopeDescriptor","ScopeDescriptor","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity3,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",11,""
"org.axonframework.messaging.DefaultInterceptorChain","DefaultInterceptorChain","Type,File,Java,ByteCode,Class,GenericDeclaration,TypeLeidenCommunity25,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",10,""
"org.axonframework.eventhandling.GenericDomainEventMessage","GenericDomainEventMessage","Type,File,Java,ByteCode,Class,GenericDeclaration,TypeLeidenCommunity43,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",10,""
"org.axonframework.messaging.annotation.HandlerEnhancerDefinition","HandlerEnhancerDefinition","Type,File,Java,ByteCode,Interface,TopCentralityCostEffectiveLazyForward,TypeLeidenCommunity18,TypeLouvainCommunity5,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity8",10,""
"org.axonframework.lifecycle.Lifecycle","Lifecycle","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity0,TypeLouvainCommunity0,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",10,""
"org.axonframework.lifecycle.Lifecycle$LifecycleRegistry","Lifecycle$LifecycleRegistry","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity0,TypeLouvainCommunity0,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",10,""
"org.axonframework.messaging.MessageHandler","MessageHandler","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity25,TypeLouvainCommunity6,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity5",10,""
"org.axonframework.messaging.annotation.MessageHandlingMember","MessageHandlingMember","Type,File,Java,ByteCode,GenericDeclaration,Interface,TopCentralityPageRank,TopCentralityArticleRank,TypeLeidenCommunity19,TypeLouvainCommunity5,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity9",10,""
"org.axonframework.tracing.NoOpSpanFactory","NoOpSpanFactory","Type,File,Java,ByteCode,Class,TypeLeidenCommunity3,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity1",10,""
"org.axonframework.tracing.Span","Span","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity3,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",10,""
"org.axonframework.common.annotation.AnnotationUtils","AnnotationUtils","Type,File,Java,ByteCode,Class,TypeLeidenCommunity19,TypeLouvainCommunity5,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity9",9,""
"org.axonframework.monitoring.MessageMonitor","MessageMonitor","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity25,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",9,""
"org.axonframework.eventhandling.TrackedEventMessage","TrackedEventMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,TopCentralityArticleRank,TypeLeidenCommunity42,TypeLouvainCommunity9,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity47",9,""
"org.axonframework.common.AxonException","AxonException","Type,File,Java,ByteCode,Class,TopCentralityPageRank,TopCentralityArticleRank,TopCentralityHarmonic,TopCentralityCloseness,TypeLeidenCommunity11,TypeLouvainCommunity1,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity3",8,""
"org.axonframework.commandhandling.CommandBus","CommandBus","Type,File,Java,ByteCode,Interface,TopCentralityBetweenness,TypeLeidenCommunity12,TypeLouvainCommunity6,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity5",8,""
"org.axonframework.deadline.DeadlineMessage","DeadlineMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity8,TypeLouvainCommunity3,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",8,""
"org.axonframework.messaging.unitofwork.ExecutionResult","ExecutionResult","Type,File,Java,ByteCode,Class,TypeLeidenCommunity29,TypeLouvainCommunity8,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity44",8,""
"org.axonframework.messaging.GenericMessage","GenericMessage","Type,File,Java,ByteCode,Class,GenericDeclaration,TopCentralityBetweenness,TypeLeidenCommunity29,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity18",8,""
"org.axonframework.common.io.IOUtils","IOUtils","Type,File,Java,ByteCode,Class,TypeLeidenCommunity17,TypeLouvainCommunity9,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",8,""
"org.axonframework.eventhandling.Segment","Segment","Type,File,Java,ByteCode,Class,TypeLeidenCommunity47,TypeLouvainCommunity9,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity47",8,""
"org.axonframework.modelling.saga.AssociationValue","AssociationValue","Type,File,Java,ByteCode,Class,TopCentralityArticleRank,TypeLeidenCommunity13,TypeLouvainCommunity7,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity37",7,""
"org.axonframework.common.AxonThreadFactory","AxonThreadFactory","Type,File,Java,ByteCode,Class,TypeLeidenCommunity23,TypeLouvainCommunity0,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",7,""
"org.axonframework.eventhandling.DomainEventData","DomainEventData","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity36,TypeLouvainCommunity13,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity42",7,""
"org.axonframework.serialization.upcasting.event.EventUpcaster","EventUpcaster","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity46,TypeLouvainCommunity13,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity42",7,""
"org.axonframework.common.IdentifierFactory","IdentifierFactory","Type,File,Java,ByteCode,Class,TypeLeidenCommunity7,TypeLouvainCommunity1,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",7,""
"org.axonframework.messaging.annotation.ParameterResolver","ParameterResolver","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity6,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity1",7,""
"org.axonframework.eventhandling.tokenstore.TokenStore","TokenStore","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity47,TypeLouvainCommunity9,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity47",7,""
"org.axonframework.messaging.annotation.WrappedMessageHandlingMember","WrappedMessageHandlingMember","Type,File,Java,ByteCode,Class,GenericDeclaration,TypeLeidenCommunity19,TypeLouvainCommunity5,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity9",7,""
"org.axonframework.serialization.xml.XStreamSerializer","XStreamSerializer","Type,File,Java,ByteCode,Class,TopCentralityBetweenness,TypeLeidenCommunity35,TypeLouvainCommunity10,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity49",7,""
"org.axonframework.modelling.command.inspection.AggregateModel","AggregateModel","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity10,TypeLouvainCommunity4,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",6,""
"org.axonframework.common.stream.BlockingStream","BlockingStream","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity42,TypeLouvainCommunity9,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity47",6,""
"org.axonframework.commandhandling.CommandCallback","CommandCallback","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity12,TypeLouvainCommunity6,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity5",6,""
"org.axonframework.common.jpa.EntityManagerProvider","EntityManagerProvider","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity31,TypeLouvainCommunity0,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",6,""
"org.axonframework.commandhandling.GenericCommandResultMessage","GenericCommandResultMessage","Type,File,Java,ByteCode,Class,GenericDeclaration,TypeLeidenCommunity29,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity5",6,""
"org.axonframework.messaging.MessageDispatchInterceptorSupport","MessageDispatchInterceptorSupport","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity28,TypeLouvainCommunity0,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",6,""
"org.axonframework.messaging.MessageHandlerInterceptorSupport","MessageHandlerInterceptorSupport","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity2,TypeLouvainCommunity0,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",6,""
"org.axonframework.monitoring.NoOpMessageMonitor","NoOpMessageMonitor","Type,File,Java,ByteCode,Enum,TypeLeidenCommunity33,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity5",6,""
"org.axonframework.common.Priority","Priority","Type,File,Java,ByteCode,Annotation,TypeLeidenCommunity6,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity10",6,""
"org.axonframework.messaging.ScopeAware","ScopeAware","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity3,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",6,""
"org.axonframework.tracing.SpanScope","SpanScope","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity3,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",6,""
"org.axonframework.eventhandling.tokenstore.UnableToClaimTokenException","UnableToClaimTokenException","Type,File,Java,ByteCode,Class,TypeLeidenCommunity31,TypeLouvainCommunity11,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity20",6,""
"org.axonframework.messaging.unitofwork.UnitOfWork$Phase","UnitOfWork$Phase","Type,File,Java,ByteCode,Enum,TypeLeidenCommunity20,TypeLouvainCommunity8,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity43",6,""
"org.axonframework.modelling.command.Aggregate","Aggregate","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity9,TypeLouvainCommunity3,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",5,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregateMetaModelFactory","AnnotatedAggregateMetaModelFactory","Type,File,Java,ByteCode,Class,TopCentralityBetweenness,TypeLeidenCommunity18,TypeLouvainCommunity5,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",5,""
"org.axonframework.messaging.annotation.AnnotatedHandlerInspector","AnnotatedHandlerInspector","Type,File,Java,ByteCode,Class,GenericDeclaration,TypeLeidenCommunity19,TypeLouvainCommunity5,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity9",5,""
"org.axonframework.modelling.saga.AssociationValues","AssociationValues","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity13,TypeLouvainCommunity7,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity37",5,""
"org.axonframework.commandhandling.CommandResultMessage","CommandResultMessage","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity8,TypeLouvainCommunity3,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity5",5,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream","DomainEventStream","Type,File,Java,ByteCode,Interface,TopCentralityBetweenness,TypeLeidenCommunity44,TypeLouvainCommunity13,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity73",5,""
"org.axonframework.common.legacyjpa.EntityManagerProvider","EntityManagerProvider","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity31,TypeLouvainCommunity11,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity20",5,""
"org.axonframework.eventhandling.scheduling.EventScheduler","EventScheduler","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity0,TypeLouvainCommunity1,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",5,""
"org.axonframework.eventsourcing.eventstore.EventStore","EventStore","Type,File,Java,ByteCode,Interface,TopCentralityBetweenness,TypeLeidenCommunity32,TypeLouvainCommunity4,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",5,""
"org.axonframework.common.ExceptionUtils","ExceptionUtils","Type,File,Java,ByteCode,Class,TypeLeidenCommunity17,TypeLouvainCommunity5,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",5,""
"org.axonframework.messaging.ExecutionException","ExecutionException","Type,File,Java,ByteCode,Class,TypeLeidenCommunity3,TypeLouvainCommunity8,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",5,""
"org.axonframework.messaging.annotation.HasHandlerAttributes","HasHandlerAttributes","Type,File,Java,ByteCode,Annotation,TypeLeidenCommunity49,TypeLouvainCommunity5,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity52",5,""
"org.axonframework.common.lock.LockFactory","LockFactory","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity10,TypeLouvainCommunity4,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",5,""
"org.axonframework.messaging.annotation.MessageHandler","MessageHandler","Type,File,Java,ByteCode,Annotation,TypeLeidenCommunity6,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity1",5,""
"org.axonframework.monitoring.MessageMonitor$MonitorCallback","MessageMonitor$MonitorCallback","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity25,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity18",5,""
"org.axonframework.common.jdbc.PersistenceExceptionResolver","PersistenceExceptionResolver","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity36,TypeLouvainCommunity13,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity42",5,""
"org.axonframework.modelling.command.RepositoryProvider","RepositoryProvider","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity10,TypeLouvainCommunity4,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",5,""
"org.axonframework.messaging.unitofwork.RollbackConfiguration","RollbackConfiguration","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity23,TypeLouvainCommunity0,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",5,""
"org.axonframework.messaging.unitofwork.RollbackConfigurationType","RollbackConfigurationType","Type,File,Java,ByteCode,Enum,TopCentralityBetweenness,TypeLeidenCommunity23,TypeLouvainCommunity8,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity21",5,""
"org.axonframework.modelling.saga.repository.SagaStore","SagaStore","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity13,TypeLouvainCommunity7,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",5,""
"org.axonframework.serialization.SimpleSerializedType","SimpleSerializedType","Type,File,Java,ByteCode,Class,TopCentralityPageRank,TopCentralityHarmonic,TopCentralityCloseness,TypeLeidenCommunity35,TypeLouvainCommunity10,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity26",5,""
"org.axonframework.eventsourcing.snapshotting.SnapshotFilter","SnapshotFilter","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity36,TypeLouvainCommunity13,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity42",5,""
"org.axonframework.eventhandling.TrackedEventData","TrackedEventData","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity36,TypeLouvainCommunity13,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",5,""
"org.axonframework.modelling.command.AggregateNotFoundException","AggregateNotFoundException","Type,File,Java,ByteCode,Class,TypeLeidenCommunity10,TypeLouvainCommunity4,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",4,""
"org.axonframework.modelling.command.inspection.AnnotatedAggregate","AnnotatedAggregate","Type,File,Java,ByteCode,Class,GenericDeclaration,TypeLeidenCommunity10,TypeLouvainCommunity4,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",4,""
"org.axonframework.test.AxonAssertionError","AxonAssertionError","Type,File,Java,ByteCode,Class,TypeLeidenCommunity8,TypeLouvainCommunity3,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",4,""
"org.axonframework.common.caching.Cache","Cache","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity13,TypeLouvainCommunity4,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",4,""
"org.axonframework.messaging.deadletter.DeadLetter","DeadLetter","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity30,TypeLouvainCommunity1,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity19",4,""
"org.axonframework.messaging.deadletter.EnqueueDecision","EnqueueDecision","Type,File,Java,ByteCode,GenericDeclaration,Interface,TypeLeidenCommunity30,TypeLouvainCommunity1,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity19",4,""
"org.axonframework.eventsourcing.eventstore.EventStorageEngine","EventStorageEngine","Type,File,Java,ByteCode,Interface,TypeLeidenCommunity44,TypeLouvainCommunity13,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity76",4,""
"org.axonframework.test.FixtureExecutionException","FixtureExecutionException","Type,File,Java,ByteCode,Class,TypeLeidenCommunity9,TypeLouvainCommunity3,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",4,""
"org.axonframework.eventhandling.GapAwareTrackingToken","GapAwareTrackingToken","Type,File,Java,ByteCode,Class,TypeLeidenCommunity36,TypeLouvainCommunity13,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity0",4,""
"org.axonframework.commandhandling.GenericCommandMessage","GenericCommandMessage","Type,File,Java,ByteCode,Class,GenericDeclaration,TypeLeidenCommunity6,TypeLouvainCommunity2,TypeWeaklyConnectedComponent0,TypeLabelPropagationCommunity1",4,""
