"artifactName","numberOfPackages","Source Cypher File: Overview/Number_of_packages_per_artifact.cypher"
"axon-disruptor-4.8.2",1,""
"axon-eventsourcing-4.8.2",9,""
"axon-configuration-4.8.2",1,""
"axon-test-4.8.2",8,""
"axon-modelling-4.8.2",10,""
"axon-messaging-4.8.2",64,""
