"artifactName","effectiveLineCount","methods","Source Cypher File: Overview/Effective_Method_Line_Count_Distribution.cypher"
"axon-configuration-4.8.3.jar",1,308,""
"axon-configuration-4.8.3.jar",2,135,""
"axon-configuration-4.8.3.jar",3,35,""
"axon-configuration-4.8.3.jar",4,32,""
"axon-configuration-4.8.3.jar",5,16,""
"axon-configuration-4.8.3.jar",6,16,""
"axon-configuration-4.8.3.jar",7,2,""
"axon-configuration-4.8.3.jar",8,7,""
"axon-configuration-4.8.3.jar",9,8,""
"axon-configuration-4.8.3.jar",10,6,""
"axon-configuration-4.8.3.jar",11,5,""
"axon-configuration-4.8.3.jar",12,1,""
"axon-configuration-4.8.3.jar",13,2,""
"axon-configuration-4.8.3.jar",14,1,""
"axon-configuration-4.8.3.jar",17,1,""
"axon-configuration-4.8.3.jar",18,1,""
"axon-configuration-4.8.3.jar",19,1,""
"axon-configuration-4.8.3.jar",21,1,""
"axon-configuration-4.8.3.jar",23,1,""
"axon-configuration-4.8.3.jar",26,1,""
"axon-configuration-4.8.3.jar",40,1,""
"axon-configuration-4.8.3.jar",43,1,""
"axon-disruptor-4.8.3.jar",1,84,""
"axon-disruptor-4.8.3.jar",2,31,""
"axon-disruptor-4.8.3.jar",3,30,""
"axon-disruptor-4.8.3.jar",4,8,""
"axon-disruptor-4.8.3.jar",5,5,""
"axon-disruptor-4.8.3.jar",6,6,""
"axon-disruptor-4.8.3.jar",7,2,""
"axon-disruptor-4.8.3.jar",9,4,""
"axon-disruptor-4.8.3.jar",10,3,""
"axon-disruptor-4.8.3.jar",11,1,""
"axon-disruptor-4.8.3.jar",12,1,""
"axon-disruptor-4.8.3.jar",13,1,""
"axon-disruptor-4.8.3.jar",14,2,""
"axon-disruptor-4.8.3.jar",17,1,""
"axon-disruptor-4.8.3.jar",18,1,""
"axon-disruptor-4.8.3.jar",19,1,""
"axon-disruptor-4.8.3.jar",22,1,""
"axon-disruptor-4.8.3.jar",24,1,""
"axon-disruptor-4.8.3.jar",32,1,""
"axon-eventsourcing-4.8.3.jar",1,567,""
"axon-eventsourcing-4.8.3.jar",2,197,""
"axon-eventsourcing-4.8.3.jar",3,123,""
"axon-eventsourcing-4.8.3.jar",4,64,""
"axon-eventsourcing-4.8.3.jar",5,40,""
"axon-eventsourcing-4.8.3.jar",6,33,""
"axon-eventsourcing-4.8.3.jar",7,31,""
"axon-eventsourcing-4.8.3.jar",8,11,""
"axon-eventsourcing-4.8.3.jar",9,17,""
"axon-eventsourcing-4.8.3.jar",10,8,""
"axon-eventsourcing-4.8.3.jar",11,2,""
"axon-eventsourcing-4.8.3.jar",12,5,""
"axon-eventsourcing-4.8.3.jar",13,2,""
"axon-eventsourcing-4.8.3.jar",14,3,""
"axon-eventsourcing-4.8.3.jar",15,2,""
"axon-eventsourcing-4.8.3.jar",16,6,""
"axon-eventsourcing-4.8.3.jar",18,3,""
"axon-eventsourcing-4.8.3.jar",20,2,""
"axon-eventsourcing-4.8.3.jar",21,2,""
"axon-eventsourcing-4.8.3.jar",23,1,""
"axon-eventsourcing-4.8.3.jar",24,2,""
"axon-eventsourcing-4.8.3.jar",25,2,""
"axon-messaging-4.8.3.jar",1,2743,""
"axon-messaging-4.8.3.jar",2,791,""
"axon-messaging-4.8.3.jar",3,642,""
"axon-messaging-4.8.3.jar",4,270,""
"axon-messaging-4.8.3.jar",5,216,""
"axon-messaging-4.8.3.jar",6,152,""
"axon-messaging-4.8.3.jar",7,100,""
"axon-messaging-4.8.3.jar",8,78,""
"axon-messaging-4.8.3.jar",9,73,""
"axon-messaging-4.8.3.jar",10,47,""
"axon-messaging-4.8.3.jar",11,46,""
"axon-messaging-4.8.3.jar",12,39,""
"axon-messaging-4.8.3.jar",13,26,""
"axon-messaging-4.8.3.jar",14,15,""
"axon-messaging-4.8.3.jar",15,8,""
"axon-messaging-4.8.3.jar",16,8,""
"axon-messaging-4.8.3.jar",17,9,""
"axon-messaging-4.8.3.jar",18,8,""
"axon-messaging-4.8.3.jar",19,7,""
"axon-messaging-4.8.3.jar",20,4,""
"axon-messaging-4.8.3.jar",21,7,""
"axon-messaging-4.8.3.jar",22,4,""
"axon-messaging-4.8.3.jar",23,4,""
"axon-messaging-4.8.3.jar",24,6,""
"axon-messaging-4.8.3.jar",26,2,""
"axon-messaging-4.8.3.jar",28,2,""
"axon-messaging-4.8.3.jar",29,1,""
