"artifactName","numberOfPackages","Source Cypher File: Overview/Number_of_packages_per_artifact.cypher"
"axon-configuration-4.8.0",1,""
"axon-test-4.8.0",8,""
"axon-messaging-4.8.0",64,""
"axon-modelling-4.8.0",10,""
"axon-disruptor-4.8.0",1,""
"axon-eventsourcing-4.8.0",9,""
