"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: Community_Detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-messaging-4.7.6","org.axonframework.serialization",0,33,198,1,""
"axon-modelling-4.7.6","org.axonframework.modelling.command.inspection",0,26,198,1,""
"axon-test-4.7.6","org.axonframework.test.matchers",0,24,198,1,""
"axon-messaging-4.7.6","org.axonframework.messaging.correlation",0,4,198,1,""
"axon-messaging-4.7.6","org.axonframework.util",0,3,198,1,""
"axon-messaging-4.7.6","org.axonframework.messaging.interceptors.legacyvalidation",0,2,198,1,""
"axon-messaging-4.7.6","org.axonframework.messaging.annotation",3,54,114,1,""
"axon-messaging-4.7.6","org.axonframework.queryhandling",3,39,114,1,""
"axon-messaging-4.7.6","org.axonframework.common",3,27,114,1,""
"axon-messaging-4.7.6","org.axonframework.queryhandling",5,39,104,1,""
"axon-test-4.7.6","org.axonframework.test.matchers",5,24,104,1,""
"axon-eventsourcing-4.7.6","org.axonframework.eventsourcing.eventstore.jpa",5,6,104,1,""
"axon-modelling-4.7.6","org.axonframework.modelling.saga.metamodel",5,4,104,1,""
"axon-messaging-4.7.6","org.axonframework.util",5,3,104,1,""
"axon-eventsourcing-4.7.6","org.axonframework.eventsourcing",8,38,93,1,""
"axon-modelling-4.7.6","org.axonframework.modelling.saga.repository.jpa",8,7,93,1,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.deadletter.legacyjpa",8,6,93,1,""
"axon-messaging-4.7.6","org.axonframework.deadline.quartz",8,4,93,1,""
"axon-messaging-4.7.6","org.axonframework.deadline.jobrunr",8,3,93,1,""
"axon-messaging-4.7.6","org.axonframework.messaging",4,34,89,1,""
"axon-messaging-4.7.6","org.axonframework.common.jdbc",4,15,89,1,""
"axon-messaging-4.7.6","org.axonframework.serialization.upcasting.event",4,12,89,1,""
"axon-messaging-4.7.6","org.axonframework.tracing.attributes",4,6,89,1,""
"axon-messaging-4.7.6","org.axonframework.serialization",9,33,86,1,""
"axon-messaging-4.7.6","org.axonframework.common",9,27,86,1,""
"axon-messaging-4.7.6","org.axonframework.eventhandling.tokenstore",9,7,86,1,""
