"communityId","artifactCount","packageCount","typeCount","artifactNames","packageNames","typeNames","Source Cypher File: Community_Detection/Which_type_community_spans_several_artifacts_and_how_are_the_types_distributed.cypher"
10,5,17,84,"axon-modelling-4.7.6,axon-disruptor-4.7.6,axon-eventsourcing-4.7.6,axon-test-4.7.6,axon-messaging-4.7.6","command,inspection,legacyjpa,saga,repository,commandhandling,eventsourcing,eventstore,aggregate,common,caching,lock,eventhandling,messaging,interceptors,legacyvalidation,queryhandling","LockingRepository,AggregateInvocationException,AggregateEntityNotFoundException,LockAwareAggregate,ApplyMore,LockingRepository$Builder,AggregateScopeDescriptor,ConflictingAggregateVersionException,GenericJpaRepository$Builder,ConflictingModificationException,GenericJpaRepository,AggregateNotFoundException,ConcurrencyException,AbstractRepository$Builder,LockAwareAggregate$LockSupplier,Aggregate,AggregateLifecycle,Repository,RepositoryProvider,AbstractRepository,AnnotatedAggregate,ForwardingCommandMessageHandlingMember,AggregateModel,SagaInstantiationException,SagaCreationException,DisruptorCommandBus$DisruptorRepository,FirstLevelCache$WeakValue,DisruptorCommandBus$Builder,CommandHandlerInvoker,DisruptorCommandBus,CommandHandlerInvoker$1,FirstLevelCache$1,DisruptorCommandBus$1,FirstLevelCache,DisruptorCommandBus$ExceptionHandler,CommandHandlerInvoker$DisruptorRepository,NoSnapshotTriggerDefinition$NoSnapshotTrigger,IncompatibleAggregateException,EventSourcedAggregate,AggregateSnapshotter$Builder,AggregateSnapshotter,AggregateCacheEntry,SnapshotTriggerDefinition,GenericAggregateFactory,EventSourcingRepository,NoSnapshotTriggerDefinition$1,AggregateLoadTimeSnapshotTriggerDefinition$AggregateLoadTimeSnapshotTrigger,AggregateSnapshotter$SnapshotAggregate,AggregateSnapshotter$1,EventSourcedAggregate$IgnoreApplyMore,EventCountSnapshotTriggerDefinition,AggregateDeletedException,SnapshotTrigger,EventCountSnapshotTriggerDefinition$EventCountSnapshotTrigger,AggregateFactory,EventSourcingRepository$Builder,NoSnapshotTriggerDefinition,AbstractSnapshotter$Builder,AggregateLoadTimeSnapshotTriggerDefinition,CachingEventSourcingRepository,EventStore,StubAggregateLifecycle$1,StubAggregateLifecycleRule$1,StubAggregateLifecycle,AggregateTestFixture$InMemoryRepository,StubAggregateLifecycleExtension,StubAggregateLifecycleRule,AggregateTestFixture$IdentifierValidatingRepository,AxonNonTransientException,DirectExecutor,Cache,NullLockFactory,NoOpLock,LockFactory,Lock,EventBus,DomainEventSequenceAware,IllegalPayloadAccessException,Scope,JSR303ViolationException,CompletedEmitterException",""
0,4,30,198,"axon-modelling-4.7.6,axon-eventsourcing-4.7.6,axon-test-4.7.6,axon-messaging-4.7.6","command,inspection,saga,eventsourcing,test,matchers,common,transaction,deadline,quartz,jobrunr,eventhandling,replay,lifecycle,messaging,annotation,correlation,deadletter,interceptors,legacyvalidation,responsetypes,unitofwork,monitoring,queryhandling,registration,serialization,tracing,attributes,util,commandhandling","AnnotationCommandTargetResolver$Builder,TargetAggregateIdentifier,TargetAggregateVersion,AnnotationCommandTargetResolver,AnnotatedAggregate$LazyIdentifierDomainEventMessage,EndSaga,StartSaga,AbstractSnapshotter$RunnableAndFinally,AbstractSnapshotter$AggregateTypeId,AbstractSnapshotter$SilentTask,AbstractSnapshotter$1,AbstractSnapshotter$CreateSnapshotTask,AbstractSnapshotter,FixtureResourceParameterResolverFactory$FailingParameterResolver,FixtureResourceParameterResolverFactory,PayloadsMatcher,TypeReflectionUtils$VarMap,DefaultIdentifierFactory,TypeReflectionUtils,Priority,TypeReflectionUtils$VarMap$ParameterizedTypeImpl,IdentifierFactory,TypeReflectionUtils$VarMap$UnresolvedTypeVariableException,NoTransactionManager,NoTransactionManager$1,DeadlineException,SimpleDeadlineManager,SimpleDeadlineManager$DeadlineId,SimpleDeadlineManager$Builder,SimpleDeadlineManager$DeadlineTask,GenericDeadlineMessage,SimpleDeadlineManager$1,QuartzDeadlineManager,QuartzDeadlineManager$Builder,DeadlineJob,JobRunrDeadlineManager$Builder,JobRunrDeadlineManager,TimestampParameterResolverFactory,GenericEventMessage,SequenceNumberParameterResolverFactory,ConcludesBatch,Timestamp,ReplayStatus,ResetHandler,GenericDomainEventMessage,TimestampParameterResolverFactory$TimestampParameterResolver,SequenceNumber,GenericTrackedDomainEventMessage,ConcludesBatchParameterResolverFactory,SequenceNumberParameterResolverFactory$SequenceNumberParameterResolver,ReplayContextParameterResolverFactory,ReplayParameterResolverFactory$ReplayParameterResolver,ReplayParameterResolverFactory,ReplayContext,ReplayContextParameterResolverFactory$ReplayContextParameterResolver,ReplayParameterResolverFactory$1,ResetContext,GenericResetContext,ShutdownHandler,StartHandler,MessageDecorator,ResultMessage,HandlerAttributes,ScopeDescriptor,NoScopeDescriptor,MessageHandler,SimpleHandlerAttributes,InterceptorChain,DefaultInterceptorChain,GenericResultMessage,ScopeAwareProvider,ScopeAware,AbstractMessage,Message,GenericMessage,AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver,MessageIdentifierParameterResolverFactory,DefaultParameterResolverFactory,ParameterResolver,DefaultParameterResolverFactory$MetaDataParameterResolver,AnnotatedMessageHandlingMember,DefaultParameterResolverFactory$AnnotatedMetaDataParameterResolver,AbstractAnnotatedParameterResolverFactory,ResultParameterResolverFactory$ExceptionResultParameterResolver,SimpleResourceParameterResolverFactory,MessageIdentifier,SourceId,AnnotatedHandlerAttributes,HasHandlerAttributes,AggregateTypeParameterResolverFactory,ResultParameterResolverFactory$1,InterceptorChainParameterResolverFactory,ScopeDescriptorParameterResolverFactory$1,AggregateType,ScopeDescriptorParameterResolverFactory,ScopeDescriptorParameterResolverFactory$ScopeDescriptorParameterResolver,ResultParameterResolverFactory,MessageIdentifierParameterResolverFactory$MessageIdentifierParameterResolver,SourceIdParameterResolverFactory,SourceIdParameterResolverFactory$SourceIdParameterResolver,DefaultParameterResolverFactory$MessageParameterResolver,FixedValueParameterResolver,PayloadParameterResolver,MessageOriginProvider,DeadLetterParameterResolverFactory$DeadLetterParameterResolver,DeadLetterParameterResolverFactory,BeanValidationInterceptor,LoggingInterceptor,ExceptionHandler,ResultHandler,MessageHandlerInterceptor,OptionalResponseType,MultipleInstancesResponseType,ResponseTypes,AbstractResponseType,ResponseType,ConvertingResponseMessage,PublisherResponseType,InstanceResponseType,ExecutionResult,BatchingUnitOfWork,DefaultUnitOfWork,MessageProcessingContext,NoOpMessageMonitor,MessageMonitor$MonitorCallback,NoOpMessageMonitorCallback,MultiMessageMonitor$1,QueryInvocationErrorHandler,SubscriptionQueryResult,LoggingQueryInvocationErrorHandler$Builder,SinkWrapper,SinksManyWrapper,SimpleQueryBus$SuccessReporter,GenericSubscriptionQueryMessage,UpdateHandlerRegistration,FluxSinkWrapper,LoggingQueryInvocationErrorHandler,QueryBus,QueryHandlerAdapter,QueryUpdateEmitter,QueryMessage,SubscriptionQueryMessage,SimpleQueryBus$MonitorCallbackContextWriter,SimpleQueryBus$1,NoHandlerForQueryException,DefaultQueryGateway$Builder,StreamingQueryMessage,SimpleQueryBus,GenericQueryMessage,SimpleQueryBus$Builder,QueryGateway,DefaultSubscriptionQueryResult,DefaultQueryGateway,SubscriptionQueryBackpressure,GenericStreamingQueryMessage,SubscriptionQueryUpdateMessage,QueryResponseMessage,QuerySubscription,QueryBus$1,SimpleQueryUpdateEmitter$Builder,SimpleQueryUpdateEmitter,GenericQueryResponseMessage,GenericSubscriptionQueryUpdateMessage,DuplicateQueryHandlerResolution,LoggingDuplicateQueryHandlerResolver,FailingDuplicateQueryHandlerResolver,DuplicateQueryHandlerSubscriptionException,DuplicateQueryHandlerResolver,CachingSupplier,NoOpSpanFactory$NoOpSpan,NestingSpanFactory$Builder,LoggingSpanFactory$Slf4jSpan$Slf4jSpanScope,NestingSpanFactory,SpanAttributesProvider,Span,NoOpSpanFactory,SpanFactory,SpanScope,MultiSpanFactory,SpanUtils,MultiSpanFactory$MultiSpan,LoggingSpanFactory$1,LoggingSpanFactory$Slf4jSpan,LoggingSpanFactory,MetadataSpanAttributesProvider,PayloadTypeSpanAttributesProvider,MessageTypeSpanAttributesProvider,MessageIdSpanAttributesProvider,MessageNameSpanAttributesProvider,ClasspathResolver,DuplicateCommandHandlerSubscriptionException,FailingDuplicateCommandHandlerResolver,CurrentUnitOfWorkParameterResolverFactory,DuplicateCommandHandlerResolution,GenericCommandMessage,LoggingDuplicateCommandHandlerResolver",""
2,4,20,78,"axon-modelling-4.7.6,axon-eventsourcing-4.7.6,axon-configuration-4.7.6,axon-messaging-4.7.6","inspection,saga,repository,eventsourcing,config,gateway,common,jpa,legacyjpa,deadline,eventhandling,async,pooled,lifecycle,messaging,deadletter,unitofwork,monitoring,event","AggregateMetaModelFactory,ResourceInjector,NoResourceInjector,Snapshotter,EventProcessingConfiguration,MessageMonitorFactory,DefaultConfigurer$1,LifecycleHandlerInspector$LifecycleRegistration,ConfigurationScopeAwareProvider,EventProcessingConfigurer$EventProcessorBuilder,DefaultConfigurer,TagsConfiguration,Component,EventProcessingConfigurer$PooledStreamingProcessorConfiguration,Configurer,Configuration$1,LifecycleHandlerInspector,ConfigurationResourceInjector,ProcessingGroup,MessageHandlerRegistrar,DefaultConfigurer$LifecycleState,SagaConfigurer,LifecycleHandler,EventProcessingModule,EventProcessingModule$InstanceProcessingGroupSelector,EventProcessingConfigurer,DefaultConfigurer$ConfigurationImpl,EventProcessingModule$1,LifecycleOperations,EventProcessingModule$ProcessingGroupSelector,AggregateConfiguration,SagaConfiguration,ConfigurationParameterResolverFactory,EventProcessingModule$TypeProcessingGroupSelector,SagaConfigurer$SagaConfigurationImpl,AggregateConfigurer,EventProcessingModule$InstanceToTypeProcessingGroupSelectorAdapter,ModuleConfiguration,Configuration,LifecycleHandlerInspector$1,ConfigurerModule,MessageMonitorFactoryBuilder,CommandGateway,AxonThreadFactory,Assert,SimpleEntityManagerProvider,EntityManagerProvider,DeadlineManager,TrackingEventProcessorConfiguration,EventProcessingStrategy,SubscribingEventProcessor$Builder,EventHandlerInvoker,ErrorHandler,TrackingEventProcessor$Builder,ListenerInvocationErrorHandler,EventProcessor,MultiEventHandlerInvoker,SubscribingEventProcessor,AbstractEventProcessor$Builder,SequentialPolicy,SequencingPolicy,EventGateway,PooledStreamingEventProcessor$Builder,Lifecycle$LifecycleRegistry,Lifecycle,LifecycleHandlerInvocationException,Lifecycle$LifecycleHandler,Distributed,SubscribableMessageSource,MessageHandlerInterceptorSupport,StreamableMessageSource,MessageHandlerInterceptor,EnqueuePolicy,RollbackConfiguration,MessageMonitor,MultiMessageMonitor,EventUpcasterChain",""
3,4,13,114,"axon-modelling-4.7.6,axon-disruptor-4.7.6,axon-test-4.7.6,axon-messaging-4.7.6","command,commandhandling,saga,utils,callbacks,distributed,commandfilter,gateway,common,messaging,annotation,queryhandling","AggregateCreationPolicy,AggregateAnnotationCommandHandler$1,VersionedAggregateIdentifier,AggregateAnnotationCommandHandler$Builder,NoArgumentConstructorCreationPolicyAggregateFactory,AggregateAnnotationCommandHandler$AggregateCommandHandler,CreationPolicyAggregateFactory,CommandTargetResolver,AggregateAnnotationCommandHandler$AlwaysCreateAggregateCommandHandler,AggregateAnnotationCommandHandler$AggregateConstructorCommandHandler,AggregateAnnotationCommandHandler,IdentifierMissingException,MetaDataCommandTargetResolver,CreationPolicy,AggregateAnnotationCommandHandler$AggregateCreateOrUpdateCommandHandler,EventPublisher,AggregateBlacklistedException,CommandHandlingEntry$1,DisruptorUnitOfWork,EventPublisher$ReportResultTask,CommandHandlingEntry,DisruptorCommandBus$FailureLoggingCommandCallback,BlacklistDetectingCallback,CommandHandlingEntry$RepeatingCommandHandler,EventPublisher$1,SagaTestFixture$StubAwareCommandGatewayFactory,SagaTestFixture$ReturnResultFromStub,SagaTestFixture$StubAwareCommandGatewayFactory$Builder,CommandValidator,DefaultCallbackBehavior,CallbackBehavior,RecordingCommandBus,LoggingCallback,FutureCallback,NoOpCallback,FailureLoggingCallback,CommandBusConnectorCommunicationException,AnnotationRoutingStrategy$RoutingKeyResolver,ConsistentHash$1,CommandCallbackRepository,CommandBusConnector,DistributedCommandBus$Builder,CommandRouter,ConsistentHashChangeListener,UnresolvedRoutingKeyPolicy,CommandCallbackWrapper,SimpleMember,AbstractRoutingStrategy,CommandDispatchException,MetaDataRoutingStrategy,MetaDataRoutingStrategy$Builder,DistributedCommandBus,ConsistentHash$ConsistentHashMember,RoutingStrategy,Member,CommandMessageFilter,AnnotationRoutingStrategy,AnnotationRoutingStrategy$Builder,ConsistentHash,AndCommandMessageFilter,OrCommandMessageFilter,AcceptAll,CommandNameFilter,DenyAll,DenyCommandNameFilter,NegateCommandMessageFilter,CommandGatewayFactory,RetryingCallback,RetryingCallback$RetryDispatch,CommandGatewayFactory$InvocationHandler,CommandGatewayFactory$TypeSafeCallbackWrapper,CommandGatewayFactory$CompositeCallback,AbstractCommandGateway$Builder,DefaultCommandGateway$Builder,CommandGatewayFactory$WaitForResultWithFixedTimeout,CommandGatewayFactory$NullOnTimeout,AbstractCommandGateway,Timeout,CommandGatewayFactory$WaitForResult,CommandGatewayFactory$FireAndForget,CommandGatewayFactory$WaitForResultWithTimeoutInArguments,CommandGatewayFactory$GatewayInvocationHandler$Builder,CommandGatewayFactory$DispatchOnInvocationHandler,CommandGatewayFactory$Builder,CommandGatewayFactory$DispatchOnInvocationHandler$Builder,DefaultCommandGateway,CommandGatewayFactory$MetaDataExtractor,CommandGatewayFactory$WrapNonDeclaredCheckedExceptions,CommandGatewayFactory$GatewayInvocationHandler,CommandGatewayFactory$1,RetryScheduler,CommandGatewayFactory$NullOnInterrupted,RetryingCallback$1,Registration,HandlerExecutionException,MessageDispatchInterceptorSupport,MessageDispatchInterceptor,MetaDataValue,QueryExecutionException,GenericCommandResultMessage,SimpleCommandBus,RoutingKey,MonitorAwareCallback,CommandExecutionException,CommandMessage,CommandResultMessage,NoHandlerForCommandException,AsynchronousCommandBus$Builder,AsynchronousCommandBus,CommandCallback,CommandBus,DuplicateCommandHandlerResolver,WrappedCommandCallback,SimpleCommandBus$Builder",""
5,4,19,104,"axon-modelling-4.7.6,axon-eventsourcing-4.7.6,axon-test-4.7.6,axon-messaging-4.7.6","command,inspection,saga,metamodel,jpa,matchers,common,annotation,digest,property,eventhandling,replay,queryhandling,tracing,util,commandhandling","ForwardingMode,AggregateRoot,ForwardNone,ForwardToAll,AggregateIdentifier,AggregateVersion,CommandHandlerInterceptor,AggregateMember,EntityId,ForwardMatchingInstances,MethodCommandHandlerInterceptorDefinition,MethodCreationPolicyDefinition$1,MethodCreationPolicyDefinition$MethodCreationPolicyHandlingMember,MethodCreationPolicyDefinition,AnnotatedAggregateMetaModelFactory,AnnotatedAggregateMetaModelFactory$AnnotatedAggregateModel,EntityModel,CommandHandlerInterceptorHandlingMember,AggregateModellingException,AnnotatedCommandHandlerInterceptor,CreationPolicyMember,MethodCommandHandlerInterceptorDefinition$MethodCommandHandlerInterceptorHandlingMember,ChildEntity,AggregateMemberAnnotatedChildEntityCollectionDefinition,AbstractChildEntityDefinition,AggregateMemberAnnotatedChildEntityDefinition,ChildForwardingCommandMessageHandlingMember,MethodCommandHandlerInterceptorDefinition$1,ChildEntityDefinition,AnnotatedChildEntity,AggregateMemberAnnotatedChildEntityMapDefinition,MetaDataAssociationResolver,EndSagaMessageHandlerDefinition,PayloadAssociationResolver,EndSagaMessageHandlerDefinition$EndSageMessageHandlingMember,AbstractResourceInjector,AnnotationSagaMetaModelFactory$InspectedSagaModel,SQLErrorCodesResolver,NonTransientFieldsFilter,ListUtils,ReflectionUtils,IdentifierValidator,MemberAccessibilityCallback,AxonConfigurationException,PriorityAnnotationComparator,AnnotationUtils,Digester,BeanPropertyAccessStrategy,MethodAccessedProperty,AbstractMethodPropertyAccessStrategy,PropertyAccessException,PropertyAccessStrategy,DirectlyAccessedProperty,Property,DirectPropertyAccessStrategy,UniformPropertyAccessStrategy,DeadlineMethodMessageHandlerDefinition$DeadlineMethodMessageHandlingMember,DeadlineMethodMessageHandlerDefinition$1,DeadlineHandlingMember,DeadlineMethodMessageHandlerDefinition,AnnotationEventHandlerAdapter,AllowReplay,DisallowReplay,ReplayAwareMessageHandlerWrapper,ReplayAwareMessageHandlerWrapper$ReplayBlockingMessageHandlingMember,MessageHandlingMember,AnnotatedHandlerInspector$1,HandlerComparator,MessageHandlerInterceptorDefinition,MessageInterceptingMember,MultiHandlerEnhancerDefinition,MessageHandlerInterceptorDefinition$ResultHandlingInterceptorMember,ClasspathHandlerEnhancerDefinition,ClasspathHandlerDefinition,MultiParameterResolverFactory,AnnotatedHandlerInspector$ChainedMessageHandlerInterceptorMember,ClasspathParameterResolverFactory,AnnotatedMessageHandlingMemberDefinition,ParameterResolverFactory,HandlerDefinition,AnnotatedHandlerInspector,UnsupportedHandlerException,AnnotatedHandlerInspector$NoMoreInterceptors,HandlerEnhancerDefinition,WrappedMessageHandlingMember,MessageHandlerInterceptorDefinition$InterceptedMessageHandlingMember,MultiHandlerDefinition,MessageHandlerInterceptorMemberChain,QueryHandler,MethodQueryMessageHandlerDefinition$MethodQueryMessageHandlingMember,AnnotationQueryHandlerAdapter,QueryHandlingMember,MethodQueryMessageHandlerDefinition,TracingHandlerEnhancerDefinition$Builder,TracingHandlerEnhancerDefinition$1,TracingHandlerEnhancerDefinition,HandlerTypeResolver,AnnotationCommandHandlerAdapter,CommandMessageHandler,MethodCommandHandlerDefinition$1,CommandMessageHandlingMember,MethodCommandHandlerDefinition,MethodCommandHandlerDefinition$MethodCommandMessageHandlingMember,CommandHandler",""
6,4,15,68,"axon-modelling-4.7.6,axon-disruptor-4.7.6,axon-test-4.7.6,axon-messaging-4.7.6","saga,repository,inmemory,jdbc,jpa,legacyjpa,commandhandling,common,tokenstore","AssociationValuesImpl,AssociationValue,SagaLifecycle,SagaStorageException,AssociationValues,AssociationValueMap$AssociationValueComparator,SagaStore$Entry,AssociationValueMap$1,AssociationValueMap$SagaAssociationValue,AssociationValueMap,SagaStore,CachingSagaStore,CachingSagaStore$CacheEntry,CachingSagaStore$Builder,InMemorySagaStore$ManagedSaga,InMemorySagaStore,PostgresSagaSqlSchema,GenericSagaSqlSchema,JdbcSagaStore,JdbcSagaStore$EntryImpl,SagaSqlSchema,JdbcSagaStore$Builder,SagaSchema,Oracle11SagaSqlSchema,HsqlSagaSqlSchema,SagaEntry,AssociationValueEntry,JpaSagaStore$Builder,JpaSagaStore$EntryImpl,JpaSagaStore,SerializedSaga,AggregateStateCorruptedException,RepositoryContentValidator,DateTimeUtils,AxonTransientException,ObjectUtils,JdbcUtils$SqlResultConverter,DataSourceConnectionProvider,Oracle11Utils,JdbcException,JdbcUtils,ConnectionProvider,JdbcUtils$SqlFunction,EntityManagerProvider,UnableToRetrieveIdentifierException,UnableToClaimTokenException,ConfigToken,AbstractTokenEntry,GenericTokenEntry,UnableToInitializeTokenException,JdbcTokenStore,JdbcTokenStore$Builder,TokenSchema$Builder,TokenSchema$1,PostgresTokenTableFactory,GenericTokenTableFactory,TokenSchema,TokenTableFactory,Oracle11TokenTableFactory,TokenEntry$PK,JpaTokenStore$Builder,TokenEntry,JpaTokenStore",""
1,3,16,78,"axon-modelling-4.7.6,axon-eventsourcing-4.7.6,axon-messaging-4.7.6","saga,metamodel,repository,eventsourcing,jdbc,transaction,eventhandling,async,gateway,interceptors,java,quartz,messaging,correlation,unitofwork","SagaMethodMessageHandlingMember,SagaInitializationPolicy,AnnotatedSaga,AnnotatedSagaManager,SagaRepository,AbstractSagaManager$Builder,AssociationResolver,Saga,SagaExecutionException,SagaEventHandler,AnnotatedSagaManager$Builder,SagaMethodMessageHandlerDefinition,SagaCreationPolicy,AbstractSagaManager,SagaScopeDescriptor,AnnotationSagaMetaModelFactory,SagaMetaModelFactory,SagaModel,AnnotatedSagaRepository,AnnotatedSagaRepository$Builder,LockingSagaRepository$Builder,LockingSagaRepository,EventSourcingHandler,UnitOfWorkAwareConnectionProviderWrapper$UoWAttachedConnection,ConnectionWrapperFactory$ConnectionCloseHandler,UnitOfWorkAwareConnectionProviderWrapper$UoWAttachedConnectionImpl,ConnectionWrapperFactory,ConnectionWrapperFactory$NoOpCloseHandler,UnitOfWorkAwareConnectionProviderWrapper,UnitOfWorkAwareConnectionProviderWrapper$1,Transaction,PropagatingErrorHandler,EventMessage,EventMessageHandler,DirectEventProcessingStrategy,LoggingErrorHandler,ErrorContext,AbstractEventBus$Builder,ResetNotSupportedException,EventHandler,SimpleEventHandlerInvoker$Builder,SimpleEventBus,AbstractEventBus,SimpleEventHandlerInvoker,AbstractEventProcessor,SimpleEventBus$Builder,SequentialPerAggregatePolicy,EventProcessorTask,PropertySequencingPolicy$1,EventProcessorTask$ShutdownCallback,AsynchronousEventProcessingStrategy$NoActionCallback,AsynchronousEventProcessingStrategy$SchedulerCleanUp,PropertySequencingPolicy,AsynchronousEventProcessingStrategy$1,FullConcurrencyPolicy,PropertySequencingPolicy$Builder,PropertySequencingPolicy$Builder$ExceptionRaisingSequencingPolicy,EventProcessorTask$ProcessingTask,AsynchronousEventProcessingStrategy,AbstractEventGateway,DefaultEventGateway$Builder,DefaultEventGateway,AbstractEventGateway$Builder,EventLoggingInterceptor,SimpleEventScheduler$PublishEventTask,SimpleScheduleToken,SimpleEventScheduler$Builder,SimpleEventScheduler,FireEventJob,ExecutionException,CorrelationDataProvider,MultiCorrelationDataProvider,TransactionManagingInterceptor,CorrelationDataInterceptor,CurrentUnitOfWork,UnitOfWork,AbstractUnitOfWork,UnitOfWork$Phase",""
7,3,17,54,"axon-modelling-4.7.6,axon-configuration-4.7.6,axon-messaging-4.7.6","command,config,distributed,common,jpa,legacyjpa,transaction,eventhandling,deadletter,messaging,annotation,correlation,serialization,json","AggregateStreamCreationException,AggregateRolledBackException,EventProcessingConfigurer$DeadLetteringInvokerConfiguration,ServiceRegistryException,ProcessRetriesExhaustedException,AxonException,ProcessUtils,PagingJpaQueryIterable$PagingIterator,PagingJpaQueryIterable,TransactionManager,TransactionMethodExecutionException,EventProcessingException,DeadLetteringEventHandlerInvoker$Builder,DeadLetteringEventHandlerInvoker$1,DeadLetteredEventProcessingTask,DeadLetteringEventHandlerInvoker,JpaSequencedDeadLetterQueue$1,NoJpaConverterFoundException,DeadLetterJpaConverter,JpaSequencedDeadLetterQueue,DeadLetterEntry,JpaDeadLetter,JpaSequencedDeadLetterQueue$Builder,MetaData,EventPublicationFailedException,MetaData$1,MetaData$MetaDataCollector,MessageHandlerInvocationException,SimpleCorrelationDataProvider,InMemorySequencedDeadLetterQueue,DeadLetter,Cause,DeadLetterQueueOverflowException,SequencedDeadLetterQueue,Decisions,EnqueueDecision,GenericDeadLetter,SequencedDeadLetterProcessor,ThrowableCause,DoNotEnqueue,NoSuchDeadLetterException,WrongDeadLetterTypeException,InMemorySequencedDeadLetterQueue$Builder,ShouldEnqueue,Ignore,AbstractXStreamSerializer$MetaDataConverter,MetaDataDeserializer",""
8,3,19,93,"axon-modelling-4.7.6,axon-eventsourcing-4.7.6,axon-messaging-4.7.6","jpa,eventsourcing,eventstore,distributed,quartz,jobrunr,eventhandling,legacyjpa,scheduling,messaging,serialization,converters,json,upcasting,event,xml","AbstractSagaEntry,EventStreamUtils,EqualRevisionPredicate,AbstractSnapshotEventEntry$PK,AbstractSnapshotEventEntry,ReplyMessage,DispatchMessage,DeadlineJob$DeadlineJobDataBinder,DeadlineDetails,AbstractDomainEventEntry,EventData,AbstractSequencedDomainEventEntry,EventUtils,AbstractEventEntry,EventMessageDeadLetterJpaConverter,DeadLetterEventEntry,SchedulingException,ScheduleToken,EventScheduler,JobRunrEventScheduler$Builder,JobRunrScheduleToken,JobRunrEventScheduler,QuartzScheduleToken,QuartzEventScheduler$DirectEventJobDataBinder,QuartzEventScheduler,QuartzEventScheduler$Builder,EventJobDataBinder,RemoteNonTransientHandlingException,RemoteHandlingException,RemoteExceptionDescription,Serializer,CannotConvertBetweenTypesException,AnnotationRevisionResolver,SimpleSerializedType,LazyDeserializingObject,Revision,ChainedConverter$RouteCalculator,SerializationException,ChainedConverter$Route,SerialVersionUIDRevisionResolver,JavaSerializer,ChainingConverter,ContentTypeConverter,RevisionResolver,SimpleSerializedObject,SerializedType,SerializedMessage,AbstractXStreamSerializer$Builder,AbstractXStreamSerializer,ChainedConverter$1,UnknownSerializedType,SerializedObject,SerializedMetaData,SerializedObjectHolder,JavaSerializer$Builder,Converter,FixedValueRevisionResolver,ChainedConverter,ByteArrayToInputStreamConverter,BlobToInputStreamConverter,StringToByteArrayConverter,InputStreamToByteArrayConverter,ByteArrayToStringConverter,JsonNodeToByteArrayConverter,JacksonSerializer$Builder,ByteArrayToJsonNodeConverter,JsonNodeToObjectNodeConverter,JacksonSerializer,ObjectNodeToJsonNodeConverter,SingleEntryMultiUpcaster,SingleEntryUpcaster,ContextAwareSingleEntryMultiUpcaster,GenericUpcasterChain,ContextAwareSingleEntryUpcaster,Upcaster,NoOpEventUpcaster,UpcastedEventRepresentation,ContextAwareSingleEventUpcaster,EventTypeUpcaster,SingleEventUpcaster,ContextAwareEventMultiUpcaster,InitialEventRepresentation,EventMultiUpcaster,EventTypeUpcaster$Builder,IntermediateEventRepresentation,InputStreamToDom4jConverter,CompactDriver,XomToStringConverter,InputStreamToXomConverter,XStreamSerializer$Builder,XStreamSerializer,Dom4JToByteArrayConverter",""
13,3,10,66,"axon-modelling-4.7.6,axon-test-4.7.6,axon-messaging-4.7.6","saga,test,aggregate,matchers,utils,deadline,eventscheduler,annotation","SimpleResourceInjector,AxonAssertionError,FixtureExecutionException,AggregateTestFixture$ExecutionExceptionAwareCallback,AggregateTestFixture$CreationalRepository,ResultValidatorImpl,AggregateTestFixture$1,AggregateTestFixture$DefaultRepositoryProvider,ResultValidator,AggregateTestFixture$ComparationEntry,TestExecutor,FixtureConfiguration,Reporter,AggregateTestFixture$RecordingEventStore,AggregateTestFixture,ExactSequenceMatcher,ListMatcher,EmptyCollectionMatcher,MatcherExecutionException,PredicateMatcher,ListWithAnyOfMatcher,NullOrVoidMatcher,ExactClassMatcher,MapEntryMatcher$Matching,MatchAllFieldFilter,EqualFieldsMatcher,AllFieldsFilter,SequenceMatcher,Matchers,PayloadMatcher,MapEntryMatcher,NonStaticFieldsFilter,ListWithAllOfMatcher,FieldFilter,EqualsMatcher,IgnoreField,DeepEqualsMatcher,WhenState,SagaTestFixture$WrappingResourceInjector,RecordingListenerInvocationErrorHandler,SagaTestFixture$AggregateEventPublisherImpl,FixtureExecutionResultImpl,SagaTestFixture,ContinuedGivenState,SagaTestFixture$TransienceValidatingResourceInjector,WhenAggregateEventPublisher,GivenAggregateEventPublisher,FixtureExecutionResult,SagaTestFixture$1,SagaTestFixture$MutableFieldFilter,EventValidator,DescriptionUtils,AutowiredResourceInjector,DeadlineManagerValidator,StubDeadlineManager,DeadlineConsumer,ScheduledDeadlineInfo,StubScheduleToken,EventSchedulerValidator,StubEventScheduler,ScheduledItem,EventConsumer,AbstractDeadlineManager,DeadlineMessage,DeadlineHandler",""
