"externalSecondLevelPackageName","numberOfArtifacts","sumNumberOfPackages","minNumberOfPackages","maxNumberOfPackages","medNumberOfPackages","avgNumberOfPackages","stdNumberOfPackages","minNumberOfPackagesPercentage","maxNumberOfPackagesPercentage","medNumberOfPackagesPercentage","avgNumberOfPackagesPercentage","stdNumberOfPackagesPercentage","sumNumberOfTypes","minNumberOfTypes","maxNumberOfTypes","medNumberOfTypes","avgNumberOfTypes","stdNumberOfTypes","minNumberOfTypesPercentage","maxNumberOfTypesPercentage","medNumberOfTypesPercentage","avgNumberOfTypesPercentage","stdNumberOfTypesPercentage","someArtifactNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_spread.cypher"
"org.slf4j",6,49,1,34,3.5,8.166666666666668,12.828354012369111,25,100,57.868852459016395,66.04887674559806,29.13206750810829,109,2,71,8.5,18.166666666666664,26.194783195641584,2.3529411764705883,36.36363636363637,10.254299883929514,13.01432643080911,12.027437457240667,"axon-messaging-4.7.5,axon-modelling-4.7.5,axon-disruptor-4.7.5,axon-eventsourcing-4.7.5",""
"jakarta.persistence",3,6,1,3,2,2,1,4.918032786885246,20,11.11111111111111,12.009714632665453,7.581032249705808,14,3,8,3,4.666666666666667,2.886751345948129,1.0973936899862826,2.307692307692308,2.0134228187919465,1.806169605490179,0.6312060731830849,"axon-messaging-4.7.5,axon-modelling-4.7.5,axon-eventsourcing-4.7.5",""
"javax.persistence",3,9,2,4,3,3,1,6.557377049180328,30,22.22222222222222,19.593199757134183,11.94039203900054,14,3,8,3,4.666666666666667,2.886751345948129,1.0973936899862826,2.307692307692308,2.0134228187919465,1.806169605490179,0.6312060731830849,"axon-messaging-4.7.5,axon-modelling-4.7.5,axon-eventsourcing-4.7.5",""
"javax.sql",3,4,1,2,1,1.3333333333333333,0.5773502691896258,1.639344262295082,22.22222222222222,10,11.287188828172434,10.351635503042143,6,1,4,1,2,1.7320508075688772,0.13717421124828533,3.076923076923077,0.6711409395973155,1.295079409256226,1.5660476553251128,"axon-messaging-4.7.5,axon-modelling-4.7.5,axon-eventsourcing-4.7.5",""
"com.fasterxml",1,4,4,4,4,4,0,6.557377049180328,6.557377049180328,6.557377049180328,6.557377049180328,0,12,12,12,12,12,0,1.646090534979424,1.646090534979424,1.646090534979424,1.646090534979424,0,"axon-messaging-4.7.5",""
"com.lmax",1,1,1,1,1,1,0,100,100,100,100,0,7,7,7,7,7,0,31.81818181818182,31.81818181818182,31.81818181818182,31.81818181818182,0,"axon-disruptor-4.7.5",""
"com.thoughtworks",1,2,2,2,2,2,0,3.278688524590164,3.278688524590164,3.278688524590164,3.278688524590164,0,8,8,8,8,8,0,1.0973936899862826,1.0973936899862826,1.0973936899862826,1.0973936899862826,0,"axon-messaging-4.7.5",""
"jakarta.validation",1,1,1,1,1,1,0,1.639344262295082,1.639344262295082,1.639344262295082,1.639344262295082,0,2,2,2,2,2,0,0.27434842249657065,0.27434842249657065,0.27434842249657065,0.27434842249657065,0,"axon-messaging-4.7.5",""
"javax.cache",1,1,1,1,1,1,0,1.639344262295082,1.639344262295082,1.639344262295082,1.639344262295082,0,2,2,2,2,2,0,0.27434842249657065,0.27434842249657065,0.27434842249657065,0.27434842249657065,0,"axon-messaging-4.7.5",""
"javax.validation",1,1,1,1,1,1,0,1.639344262295082,1.639344262295082,1.639344262295082,1.639344262295082,0,2,2,2,2,2,0,0.27434842249657065,0.27434842249657065,0.27434842249657065,0.27434842249657065,0,"axon-messaging-4.7.5",""
"javax.xml",1,1,1,1,1,1,0,1.639344262295082,1.639344262295082,1.639344262295082,1.639344262295082,0,1,1,1,1,1,0,0.13717421124828533,0.13717421124828533,0.13717421124828533,0.13717421124828533,0,"axon-messaging-4.7.5",""
"net.sf",1,1,1,1,1,1,0,1.639344262295082,1.639344262295082,1.639344262295082,1.639344262295082,0,2,2,2,2,2,0,0.27434842249657065,0.27434842249657065,0.27434842249657065,0.27434842249657065,0,"axon-messaging-4.7.5",""
"nu.xom",1,1,1,1,1,1,0,1.639344262295082,1.639344262295082,1.639344262295082,1.639344262295082,0,3,3,3,3,3,0,0.411522633744856,0.411522633744856,0.411522633744856,0.411522633744856,0,"axon-messaging-4.7.5",""
"org.dom4j",1,1,1,1,1,1,0,1.639344262295082,1.639344262295082,1.639344262295082,1.639344262295082,0,3,3,3,3,3,0,0.411522633744856,0.411522633744856,0.411522633744856,0.411522633744856,0,"axon-messaging-4.7.5",""
"org.hamcrest",1,5,5,5,5,5,0,62.5,62.5,62.5,62.5,0,27,27,27,27,27,0,31.764705882352942,31.764705882352942,31.764705882352942,31.764705882352942,0,"axon-test-4.7.5",""
"org.jobrunr",1,2,2,2,2,2,0,3.278688524590164,3.278688524590164,3.278688524590164,3.278688524590164,0,4,4,4,4,4,0,0.5486968449931413,0.5486968449931413,0.5486968449931413,0.5486968449931413,0,"axon-messaging-4.7.5",""
"org.junit",1,2,2,2,2,2,0,25,25,25,25,0,4,4,4,4,4,0,4.705882352941177,4.705882352941177,4.705882352941177,4.705882352941177,0,"axon-test-4.7.5",""
