"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","incomingDependencies","outgoingDependencies","Source Cypher File: Community_Detection/Community_Detection_Summary.cypher"
"org.axonframework.test","test",0,"1,1",0,"1,19",,0,0,3,1,16,8,""
"org.axonframework.test.aggregate","aggregate",0,"1,1",0,"1,19",,0,0,3,19,31,181,""
"org.axonframework.test.matchers","matchers",0,"1,1",0,"1,19",,0,0,3,0,61,42,""
"org.axonframework.test.saga","saga",0,"1,1",0,"1,19",,0,0,3,7,43,152,""
"org.axonframework.test.server","server",1,"4,4",1,"4,21",,1,1,0,18,1,2,""
"org.axonframework.test.utils","utils",0,"1,1",0,"1,19",,0,0,1,9,8,14,""
"org.axonframework.test.deadline","deadline",0,"1,1",0,"1,19",,0,0,3,11,10,26,""
"org.axonframework.test.eventscheduler","eventscheduler",0,"1,1",0,"1,19",,0,0,2,13,9,16,""
"org.axonframework.modelling.command","command",2,"9,9",2,"9,20",,2,2,2,10,270,231,""
"org.axonframework.modelling.command.inspection","inspection",2,"9,9",2,"9,20",,2,2,2,9,84,157,""
"org.axonframework.modelling.command.legacyjpa","legacyjpa",2,"9,9",2,"9,20",,2,2,2,5,2,24,""
"org.axonframework.modelling.saga","saga",3,"13,13",3,"13,17",,3,3,3,12,258,141,""
"org.axonframework.modelling.saga.metamodel","metamodel",3,"13,13",3,"13,17",,3,3,3,6,15,23,""
"org.axonframework.modelling.saga.repository","repository",3,"13,13",3,"13,17",,3,3,3,13,72,69,""
"org.axonframework.modelling.saga.repository.inmemory","inmemory",3,"13,13",3,"13,17",,3,3,2,5,5,7,""
"org.axonframework.modelling.saga.repository.jdbc","jdbc",3,"13,13",3,"13,17",,3,3,3,5,16,42,""
"org.axonframework.modelling.saga.repository.jpa","jpa",3,"13,13",3,"13,17",,3,3,3,14,12,29,""
"org.axonframework.modelling.saga.repository.legacyjpa","legacyjpa",3,"13,13",3,"13,17",,3,3,3,11,3,21,""
"org.axonframework.commandhandling","commandhandling",4,"21,70",4,"21,3",,4,4,8,0,1641,160,""
"org.axonframework.commandhandling.callbacks","callbacks",4,"21,70",4,"21,3",,4,4,4,4,8,13,""
"org.axonframework.commandhandling.distributed","distributed",4,"21,70",4,"21,3",,4,4,7,12,50,135,""
"org.axonframework.commandhandling.gateway","gateway",4,"21,70",4,"21,3",,4,4,6,3,97,166,""
"org.axonframework.commandhandling.distributed.commandfilter","commandfilter",4,"21,70",4,"21,3",,4,4,3,7,12,20,""
"org.axonframework.common","common",5,"48,48",5,"43,5",,4,4,8,10,926,23,""
"org.axonframework.common.annotation","annotation",4,"62,70",4,"62,3",,4,4,5,13,22,3,""
"org.axonframework.common.caching","caching",5,"48,48",5,"43,5",,4,4,1,4,37,35,""
"org.axonframework.common.digest","digest",5,"48,48",5,"43,5",,4,4,3,18,2,1,""
"org.axonframework.common.io","io",5,"48,48",5,"48,1",,4,4,5,19,10,0,""
"org.axonframework.common.jdbc","jdbc",6,"57,59",6,"43,5",,4,4,5,1,65,36,""
"org.axonframework.common.jpa","jpa",7,"45,45",7,"45,8",,4,4,4,3,16,6,""
"org.axonframework.common.legacyjpa","legacyjpa",7,"45,45",7,"45,8",,4,4,4,7,14,6,""
