"artifactName","effectiveLineCount","methods","Source Cypher File: Overview/Effective_Method_Line_Count_Distribution.cypher"
"axon-configuration-4.6.8.jar",1,304,""
"axon-configuration-4.6.8.jar",2,135,""
"axon-configuration-4.6.8.jar",3,33,""
"axon-configuration-4.6.8.jar",4,33,""
"axon-configuration-4.6.8.jar",5,14,""
"axon-configuration-4.6.8.jar",6,16,""
"axon-configuration-4.6.8.jar",7,2,""
"axon-configuration-4.6.8.jar",8,9,""
"axon-configuration-4.6.8.jar",9,8,""
"axon-configuration-4.6.8.jar",10,4,""
"axon-configuration-4.6.8.jar",11,3,""
"axon-configuration-4.6.8.jar",12,1,""
"axon-configuration-4.6.8.jar",13,2,""
"axon-configuration-4.6.8.jar",16,1,""
"axon-configuration-4.6.8.jar",18,2,""
"axon-configuration-4.6.8.jar",19,1,""
"axon-configuration-4.6.8.jar",21,1,""
"axon-configuration-4.6.8.jar",23,1,""
"axon-configuration-4.6.8.jar",26,1,""
"axon-configuration-4.6.8.jar",39,1,""
"axon-configuration-4.6.8.jar",42,1,""
"axon-disruptor-4.6.8.jar",1,84,""
"axon-disruptor-4.6.8.jar",2,31,""
"axon-disruptor-4.6.8.jar",3,30,""
"axon-disruptor-4.6.8.jar",4,8,""
"axon-disruptor-4.6.8.jar",5,5,""
"axon-disruptor-4.6.8.jar",6,6,""
"axon-disruptor-4.6.8.jar",7,2,""
"axon-disruptor-4.6.8.jar",9,4,""
"axon-disruptor-4.6.8.jar",10,3,""
"axon-disruptor-4.6.8.jar",11,1,""
"axon-disruptor-4.6.8.jar",12,1,""
"axon-disruptor-4.6.8.jar",13,1,""
"axon-disruptor-4.6.8.jar",14,2,""
"axon-disruptor-4.6.8.jar",17,1,""
"axon-disruptor-4.6.8.jar",18,1,""
"axon-disruptor-4.6.8.jar",19,1,""
"axon-disruptor-4.6.8.jar",22,1,""
"axon-disruptor-4.6.8.jar",24,1,""
"axon-disruptor-4.6.8.jar",32,1,""
"axon-eventsourcing-4.6.8.jar",1,478,""
"axon-eventsourcing-4.6.8.jar",2,170,""
"axon-eventsourcing-4.6.8.jar",3,103,""
"axon-eventsourcing-4.6.8.jar",4,52,""
"axon-eventsourcing-4.6.8.jar",5,33,""
"axon-eventsourcing-4.6.8.jar",6,25,""
"axon-eventsourcing-4.6.8.jar",7,22,""
"axon-eventsourcing-4.6.8.jar",8,9,""
"axon-eventsourcing-4.6.8.jar",9,12,""
"axon-eventsourcing-4.6.8.jar",10,7,""
"axon-eventsourcing-4.6.8.jar",11,2,""
"axon-eventsourcing-4.6.8.jar",12,3,""
"axon-eventsourcing-4.6.8.jar",13,2,""
"axon-eventsourcing-4.6.8.jar",14,3,""
"axon-eventsourcing-4.6.8.jar",15,2,""
"axon-eventsourcing-4.6.8.jar",16,5,""
"axon-eventsourcing-4.6.8.jar",18,2,""
"axon-eventsourcing-4.6.8.jar",20,2,""
"axon-eventsourcing-4.6.8.jar",21,1,""
"axon-eventsourcing-4.6.8.jar",23,1,""
"axon-eventsourcing-4.6.8.jar",24,2,""
"axon-eventsourcing-4.6.8.jar",25,1,""
"axon-messaging-4.6.8.jar",1,2375,""
"axon-messaging-4.6.8.jar",2,694,""
"axon-messaging-4.6.8.jar",3,512,""
"axon-messaging-4.6.8.jar",4,225,""
"axon-messaging-4.6.8.jar",5,192,""
"axon-messaging-4.6.8.jar",6,124,""
"axon-messaging-4.6.8.jar",7,90,""
"axon-messaging-4.6.8.jar",8,67,""
"axon-messaging-4.6.8.jar",9,58,""
"axon-messaging-4.6.8.jar",10,32,""
"axon-messaging-4.6.8.jar",11,35,""
"axon-messaging-4.6.8.jar",12,29,""
"axon-messaging-4.6.8.jar",13,20,""
"axon-messaging-4.6.8.jar",14,14,""
"axon-messaging-4.6.8.jar",15,5,""
"axon-messaging-4.6.8.jar",16,7,""
"axon-messaging-4.6.8.jar",17,7,""
"axon-messaging-4.6.8.jar",18,7,""
"axon-messaging-4.6.8.jar",19,4,""
"axon-messaging-4.6.8.jar",20,5,""
"axon-messaging-4.6.8.jar",21,8,""
"axon-messaging-4.6.8.jar",22,1,""
"axon-messaging-4.6.8.jar",23,2,""
"axon-messaging-4.6.8.jar",24,3,""
"axon-messaging-4.6.8.jar",26,1,""
"axon-messaging-4.6.8.jar",28,1,""
"axon-messaging-4.6.8.jar",29,1,""
"axon-messaging-4.6.8.jar",32,1,""
"axon-messaging-4.6.8.jar",33,2,""
"axon-messaging-4.6.8.jar",36,2,""
"axon-messaging-4.6.8.jar",42,1,""
"axon-messaging-4.6.8.jar",50,1,""
"axon-messaging-4.6.8.jar",57,1,""
"axon-messaging-4.6.8.jar",64,1,""
"axon-messaging-4.6.8.jar",70,1,""
"axon-modelling-4.6.8.jar",1,464,""
"axon-modelling-4.6.8.jar",2,131,""
"axon-modelling-4.6.8.jar",3,122,""
"axon-modelling-4.6.8.jar",4,54,""
"axon-modelling-4.6.8.jar",5,41,""
"axon-modelling-4.6.8.jar",6,37,""
"axon-modelling-4.6.8.jar",7,23,""
"axon-modelling-4.6.8.jar",8,9,""
"axon-modelling-4.6.8.jar",9,8,""
"axon-modelling-4.6.8.jar",10,6,""
"axon-modelling-4.6.8.jar",11,8,""
"axon-modelling-4.6.8.jar",12,2,""
"axon-modelling-4.6.8.jar",13,5,""
"axon-modelling-4.6.8.jar",14,2,""
"axon-modelling-4.6.8.jar",15,3,""
"axon-modelling-4.6.8.jar",16,2,""
"axon-modelling-4.6.8.jar",17,2,""
"axon-modelling-4.6.8.jar",19,1,""
"axon-modelling-4.6.8.jar",20,1,""
"axon-modelling-4.6.8.jar",21,1,""
"axon-modelling-4.6.8.jar",22,1,""
"axon-modelling-4.6.8.jar",23,1,""
"axon-modelling-4.6.8.jar",24,2,""
"axon-modelling-4.6.8.jar",38,1,""
"axon-test-4.6.8.jar",1,262,""
"axon-test-4.6.8.jar",2,162,""
"axon-test-4.6.8.jar",3,61,""
"axon-test-4.6.8.jar",4,44,""
"axon-test-4.6.8.jar",5,22,""
"axon-test-4.6.8.jar",6,15,""
"axon-test-4.6.8.jar",7,18,""
"axon-test-4.6.8.jar",8,11,""
"axon-test-4.6.8.jar",9,9,""
"axon-test-4.6.8.jar",10,6,""
"axon-test-4.6.8.jar",11,8,""
"axon-test-4.6.8.jar",12,8,""
"axon-test-4.6.8.jar",13,3,""
"axon-test-4.6.8.jar",14,2,""
"axon-test-4.6.8.jar",15,2,""
"axon-test-4.6.8.jar",16,2,""
"axon-test-4.6.8.jar",17,4,""
"axon-test-4.6.8.jar",18,2,""
"axon-test-4.6.8.jar",21,2,""
"axon-test-4.6.8.jar",22,2,""
"axon-test-4.6.8.jar",27,1,""
"axon-test-4.6.8.jar",29,1,""
"axon-test-4.6.8.jar",31,1,""
"axon-test-4.6.8.jar",45,1,""
