"dependency","usedByPackages","usedByTypes","providesPackages","providesTypes","interfaceRate","someProvidedPackages","someProvidedTypes","Source Cypher File: Artifact_Dependencies/Most_used_internal_dependencies_acreoss_artifacts.cypher"
"axon-messaging-4.9.1",28,281,39,254,37.89,"org.axonframework.messaging.annotation,org.axonframework.common,org.axonframework.messaging,org.axonframework.messaging.unitofwork,org.axonframework.commandhandling","ParameterResolverFactory,ParameterResolver,Priority,AxonNonTransientException,Message",""
"axon-modelling-4.9.1",9,52,6,49,26.53,"org.axonframework.modelling.command.inspection,org.axonframework.modelling.command,org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository.inmemory,org.axonframework.modelling.saga.repository","AggregateModel,RepositoryProvider,AnnotatedAggregateMetaModelFactory,Aggregate,Repository",""
"axon-eventsourcing-4.9.1",3,14,4,26,34.62,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.snapshotting,org.axonframework.eventsourcing.eventstore.jpa","EventSourcedAggregate,AggregateFactory,EventStore,EventStoreException,DomainEventStream",""
"axon-disruptor-4.9.1",1,1,1,1,0,"org.axonframework.disruptor.commandhandling","DisruptorCommandBus",""
