"nodeLabel","nodesWithThatLabel","nodesWithThatLabelPercent","Source Cypher File: Overview/Node_label_count.cypher"
"Git",101233,96.60651404250447,""
"Change",82069,78.31833493973605,""
"Commit",10666,10.178549275210184,""
"File",5595,5.3393008808176425,""
"TS",1600,1.5268778211453493,""
"Person",1598,1.5249692238689174,""
"Json",1445,1.3789615322218935,""
"Tag",1360,1.2978461479735468,""
"Author",1227,1.1709244290908396,""
"Type",1073,1.0239624388056,""
"Value",806,0.7691647024019697,""
"Key",668,0.6374714903281833,""
"Scalar",603,0.5754420788441534,""
"NPM",464,0.4427945681321513,""
"Committer",371,0.3540447947780779,""
"Dependency",338,0.32255293971695503,""
"Primitive",291,0.27770090372081035,""
"Declared",289,0.2757923064443787,""
"ExternalDeclaration",214,0.20421990857819047,""
"Object",175,0.16700226168777257,""
"Literal",156,0.14887058756167154,""
"Union",119,0.11356153794768535,""
"ObjectMember",102,0.09733846109801601,""
"Script",91,0.08684117607764173,""
"Function",85,0.08111538424834668,""
"Property",65,0.062029411484029816,""
"Directory",50,0.047714931910792166,""
"FunctionParameter",40,0.03817194552863373,""
"Branch",37,0.035309049613986204,""
"Parameter",33,0.03149185506112283,""
"Package",29,0.027674660508259456,""
"Local",28,0.026720361870043615,""
"Variable",24,0.02290316731718024,""
"ExternalModule",23,0.021948868678964395,""
"jQAssistant",20,0.019085972764316866,""
"Concept",19,0.018131674126101022,""
"Rule",19,0.018131674126101022,""
"Interface",17,0.016223076849669338,""
"Intersection",17,0.016223076849669338,""
"TypeAlias",16,0.015268778211453494,""
"Array",12,0.01145158365859012,""
"NotIdentified",11,0.010497285020374275,""
"EnumMember",8,0.007634389105726747,""
"Call",6,0.00572579182929506,""
"Engine",6,0.00572579182929506,""
"Member",6,0.00572579182929506,""
"Module",6,0.00572579182929506,""
"Project",6,0.00572579182929506,""
"TypeParameterReference",6,0.00572579182929506,""
"Complex",5,0.004771493191079217,""
"TypeParameter",4,0.0038171945528633735,""
"Tuple",3,0.00286289591464753,""
"Enum",2,0.0019085972764316867,""
"Analyze",1,0.0009542986382158434,""
"Class",1,0.0009542986382158434,""
"Constructor",1,0.0009542986382158434,""
"Method",1,0.0009542986382158434,""
"Repository",1,0.0009542986382158434,""
"Scan",1,0.0009542986382158434,""
"Task",1,0.0009542986382158434,""
