"projectPath","all","exported","min","max","average","percentile25","percentile50","percentile75","percentile90","percentile95","percentile99","Source Cypher File: Visibility/Global_relative_visibility_statistics_for_elements_for_Typescript.cypher"
"/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.2/source/react-router-6.28.2/react-router-6.28.2/examples/auth",1,1,1,1,1,1,1,1,1,1,1,""
"/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.2/source/react-router-6.28.2/react-router-6.28.2/examples/auth-router-provider",2,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,""
"/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.2/source/react-router-6.28.2/react-router-6.28.2/examples/custom-filter-link",5,4,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,""
"/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.2/source/react-router-6.28.2/react-router-6.28.2/examples/data-router",9,7,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,""
"/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.2/source/react-router-6.28.2/react-router-6.28.2/examples/lazy-loading",1,0,0,0,0,0,0,0,0,0,0,""
"/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.2/source/react-router-6.28.2/react-router-6.28.2/examples/modal",2,2,1,1,1,1,1,1,1,1,1,""
"/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.2/source/react-router-6.28.2/react-router-6.28.2/examples/modal-route-with-outlet",3,2,0,1,0.5,0.25,0.5,0.75,0.9,0.95,0.99,""
"/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.2/source/react-router-6.28.2/react-router-6.28.2/packages/react-router",14,14,1,1,1,1,1,1,1,1,1,""
"/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.2/source/react-router-6.28.2/react-router-6.28.2/packages/react-router-dom",170,138,0.375,0.9130434782608695,0.6440217391304348,0.5095108695652174,0.6440217391304348,0.7785326086956521,0.8592391304347825,0.886141304347826,0.9076630434782609,""
"/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.2/source/react-router-6.28.2/react-router-6.28.2/packages/react-router-native",30,34,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.1333333333333333,1.1333333333333333,""
"/home/runner/work/code-graph-analysis-pipeline/code-graph-analysis-pipeline/temp/react-router-6.28.2/source/react-router-6.28.2/react-router-6.28.2/tutorial",6,4,0,1,0.5833333333333333,0.375,0.75,0.875,0.95,0.975,0.995,""
