"nodeLabels","nodesWithThatLabels","nodesWithThatLabelsPercent","Source Cypher File: Overview/Node_label_combination_count.cypher"
"Java,ByteCode,Parameter",11184,16.24471654538324,""
"Java,ByteCode,Method,Member",10645,15.461821139628452,""
"File,Git,Log",7804,11.335279678126861,""
"Git,Commit,Log",7618,11.065115400816303,""
"Java,ByteCode,Bound,ParameterizedType",6537,9.494967100963004,""
"Java,ByteCode,Bound",6308,9.162345490725812,""
"Java,ByteCode,Member,Field",2849,4.138161430418174,""
"Java,ByteCode,Bound,WildcardType",2722,3.9536944238674163,""
"Java,Value,ByteCode,Annotation",2225,3.2318038549246877,""
"Java,ByteCode,Constructor,Method,Member",1649,2.3951660929307015,""
"Xml,Element",1534,2.2281290397548186,""
"Xml,Text",1016,1.4757360524060599,""
"Java,ByteCode,Bound,TypeVariable",988,1.4350661611980187,""
"Java,ByteCode,Method,Member,Lambda",767,1.1140645198774093,""
"Type,File,Java,ByteCode,Class",699,1.0152947840864526,""
"Type,File,Java,ByteCode,JavaType",596,0.8656876842854445,""
"Type,File,Java,ByteCode,ResolvedDuplicateType",542,0.7872528940985083,""
"Java,ByteCode,Method,Member,GenericDeclaration",525,0.7625604601507691,""
"Java,Value,ByteCode,Primitive",467,0.6783156855055413,""
"Git,Author,Log",260,0.37764898978895234,""
"Type,File,Java,ByteCode,Class,GenericDeclaration",215,0.3122866646331721,""
"Type,File,Java,ByteCode,ExternalType",194,0.2817842462271414,""
"Type,File,Java,ByteCode,Interface",166,0.2411143550191003,""
"Java,ByteCode,Bound,GenericArrayType",144,0.20915944049849666,""
"Java,Value,ByteCode,Enum",142,0.20625444826935088,""
"Maven,Dependency",116,0.16848954929045565,""
"Value,Property",109,0.1583220764884454,""
"Package,File,Directory,Java",107,0.15541708425929962,""
"Value,Array",104,0.15105959591558094,""
"Value,ManifestEntry",91,0.13217714642613332,""
"Type,File,Java,ByteCode,GenericDeclaration,Interface",79,0.11474719305125858,""
"Artifact,Maven",69,0.10022223190552966,""
"Type,File,Java,ByteCode,ExternalType,ExternalAnnotation",65,0.09441224744723808,""
"Type,File,Java,ByteCode,Annotation",40,0.05809984458291574,""
"File,Directory",29,0.04212238732261391,""
"Java,Value,ByteCode,Class",28,0.04066989120804102,""
"Type,File,Java,ByteCode,Enum",25,0.036312402864322336,""
"Xml,Namespace",24,0.034859906749749446,""
"Type,File,Java,ByteCode,PrimitiveType",21,0.03050241840603076,""
"jQAssistant,Rule,Concept",19,0.027597426176884977,""
"Maven,Plugin",16,0.023239937833166295,""
"Maven,Configuration",16,0.023239937833166295,""
"Maven,PluginExecution",14,0.02033494560402051,""
"Maven,ExecutionGoal",14,0.02033494560402051,""
"Xml,Attribute",12,0.017429953374874723,""
"File,Java,ServiceLoader",9,0.013072465031156041,""
"File,Java,Properties",8,0.011619968916583148,""
"Artifact,File,Jar,Archive,Zip,Java",6,0.008714976687437362,""
"File,Java,Manifest",6,0.008714976687437362,""
"Java,ManifestSection",6,0.008714976687437362,""
"Type,File,Java,ByteCode,Void",6,0.008714976687437362,""
"File,Xml,Maven,Pom,Document",6,0.008714976687437362,""
"Java,ByteCode,Constructor,Method,Member,GenericDeclaration",3,0.004357488343718681,""
"Maven,Exclusion",1,0.0014524961145728934,""
"Analyze,Task,jQAssistant",1,0.0014524961145728934,""
"Repository,Git",1,0.0014524961145728934,""
