"artifactName","numberOfPackages","Source Cypher File: Overview/Number_of_packages_per_artifact.cypher"
"axon-test-4.9.3",8,""
"axon-modelling-4.9.3",10,""
"axon-configuration-4.9.3",1,""
"axon-disruptor-4.9.3",1,""
"axon-messaging-4.9.3",64,""
"axon-eventsourcing-4.9.3",9,""
