"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGED",45786,18.733429347648194,""
"INVOKES",29652,12.132172432980918,""
"OF_TYPE",17618,7.208438348990214,""
"DEPENDS_ON",17426,7.129881182285359,""
"DECLARES",16802,6.874570390494583,""
"OF_RAW_TYPE",15183,6.212153448332297,""
"HAS",11884,4.862361297502537,""
"RETURNS",10623,4.34642073909201,""
"HAS_FILE",7804,3.1930215050243858,""
"READS",7683,3.1435141239239304,""
"AUTHORED",7618,3.116919249779058,""
"HAS_COMMIT",7618,3.116919249779058,""
"HAS_ACTUAL_TYPE_ARGUMENT",7495,3.066593564858761,""
"HAS_PARENT",6162,2.5211940689339136,""
"OF_GENERIC_TYPE",5346,2.1873261104382835,""
"RETURNS_GENERIC",3250,1.3297437072436253,""
"WRITES",3065,1.254050603908219,""
"CONTAINS",3027,1.2385028313312167,""
"RESOLVES_TO",2913,1.1918595136002095,""
"ANNOTATED_BY",2213,0.9054531766554287,""
"HAS_FIRST_CHILD",1534,0.6276390298189912,""
"HAS_LAST_CHILD",1534,0.6276390298189912,""
"HAS_ELEMENT",1522,0.6227292068999378,""
"REQUIRES",1424,0.5826323197276685,""
"HAS_UPPER_BOUND",1405,0.5748584334391673,""
"EXTENDS",1267,0.5183954698700534,""
"HAS_TEXT",1016,0.4156983404798534,""
"HAS_SIBLING",1004,0.4107885175608,""
"DECLARES_TYPE_PARAMETER",971,0.39728650453340314,""
"IMPLEMENTS",707,0.2892704003142287,""
"THROWS",633,0.25899315898006614,""
"EXTENDS_GENERIC",448,0.18330005564465976,""
"HAS_LOWER_BOUND",402,0.16447906778828844,""
"IMPLEMENTS_GENERIC",324,0.13256521881444142,""
"HAS_AUTHOR",260,0.10637949657949003,""
"IS",171,0.06996497659651076,""
"HAS_COMPONENT_TYPE",144,0.05891787502864063,""
"DECLARES_DEPENDENCY",116,0.047461621550849396,""
"TO_ARTIFACT",116,0.047461621550849396,""
"HAS_DEFAULT",34,0.013911164937317928,""
"REQUIRES_CONCEPT",28,0.011456253477791235,""
"DECLARES_NAMESPACE",24,0.009819645838106773,""
"INCLUDES_CONCEPT",19,0.007773886288501194,""
"REQUIRES_TYPE_PARAMETER",17,0.006955582468658964,""
"HAS_CONFIGURATION",16,0.0065464305587378474,""
"IS_ARTIFACT",16,0.0065464305587378474,""
"USES_PLUGIN",16,0.0065464305587378474,""
"HAS_EXECUTION",14,0.0057281267388956175,""
"HAS_GOAL",14,0.0057281267388956175,""
"HAS_ATTRIBUTE",12,0.004909822919053387,""
"OF_NAMESPACE",12,0.004909822919053387,""
"HAS_ROOT_ELEMENT",8,0.0032732152793689237,""
"DESCRIBES",6,0.0024549114595266933,""
"THROWS_GENERIC",5,0.0020457595496055775,""
"EXCLUDES",1,0.00040915190992111546,""
