"nodeLabel","nodesWithThatLabel","nodesWithThatLabelPercent","Source Cypher File: Overview/Node_label_count.cypher"
"Java",49978,72.5875791552896,""
"ByteCode",49836,72.38133968512172,""
"Bound",16699,24.253471213617615,""
"Member",16443,23.881659211061407,""
"Git",15683,22.777842328472666,""
"Log",15682,22.77638993783768,""
"Method",13594,19.74379829198861,""
"Parameter",11184,16.243536861674315,""
"File",10623,15.428745715447626,""
"Commit",7618,11.064311857317144,""
"ParameterizedType",6537,9.494277580898158,""
"Value",3166,4.598268750363098,""
"Field",2849,4.137860919072794,""
"WildcardType",2722,3.9534073084296755,""
"Type",2648,3.845930401440772,""
"Xml",2592,3.7645965258816014,""
"Annotation",2265,3.2896647882414456,""
"Constructor",1654,2.402254110265497,""
"Element",1534,2.227967234067275,""
"Text",1016,1.4756288851449486,""
"TypeVariable",988,1.4349619473653634,""
"Class",942,1.3681519781560447,""
"GenericDeclaration",822,1.1938651019578226,""
"Lambda",767,1.1139836170336375,""
"JavaType",596,0.8656248184511707,""
"ResolvedDuplicateType",542,0.7871957241619706,""
"Primitive",467,0.6782664265380817,""
"Author",260,0.37762156509614825,""
"ExternalType",259,0.3761691744611631,""
"Maven",252,0.36600244001626675,""
"Interface",245,0.35583570557137045,""
"Enum",167,0.24254923604252598,""
"GenericArrayType",144,0.20914425143786675,""
"Directory",136,0.19752512635798522,""
"Dependency",116,0.16847731365828153,""
"Property",109,0.15831057921338523,""
"Package",107,0.15540579794341486,""
"Array",104,0.1510486260384593,""
"ManifestEntry",91,0.1321675477836519,""
"Artifact",75,0.10892929762388892,""
"ExternalAnnotation",65,0.09440539127403706,""
"Namespace",24,0.03485737523964445,""
"PrimitiveType",21,0.030500203334688895,""
"jQAssistant",20,0.02904781269970371,""
"Concept",19,0.027595422064718527,""
"Rule",19,0.027595422064718527,""
"Configuration",16,0.02323825015976297,""
"Plugin",16,0.02323825015976297,""
"ExecutionGoal",14,0.020333468889792598,""
"PluginExecution",14,0.020333468889792598,""
"Attribute",12,0.017428687619822227,""
"ServiceLoader",9,0.013071515714866672,""
"Properties",8,0.011619125079881484,""
"Archive",6,0.008714343809911113,""
"Document",6,0.008714343809911113,""
"Jar",6,0.008714343809911113,""
"Manifest",6,0.008714343809911113,""
"ManifestSection",6,0.008714343809911113,""
"Pom",6,0.008714343809911113,""
"Void",6,0.008714343809911113,""
"Zip",6,0.008714343809911113,""
"Analyze",1,0.0014523906349851855,""
"Exclusion",1,0.0014523906349851855,""
"Repository",1,0.0014523906349851855,""
"Task",1,0.0014523906349851855,""
