"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: Community_Detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-messaging-4.6.8","org.axonframework.messaging.annotation",7,51,114,1,""
"axon-messaging-4.6.8","org.axonframework.queryhandling",7,39,114,1,""
"axon-messaging-4.6.8","org.axonframework.common",7,27,114,1,""
"axon-messaging-4.6.8","org.axonframework.commandhandling.gateway",4,36,112,1,""
"axon-modelling-4.6.8","org.axonframework.modelling.saga",4,30,112,1,""
"axon-modelling-4.6.8","org.axonframework.modelling.command.inspection",4,26,112,1,""
"axon-test-4.6.8","org.axonframework.test.matchers",4,24,112,1,""
"axon-messaging-4.6.8","org.axonframework.deadline",4,10,112,1,""
"axon-messaging-4.6.8","org.axonframework.serialization.json",4,7,112,1,""
"axon-eventsourcing-4.6.8","org.axonframework.eventsourcing",3,38,109,1,""
"axon-test-4.6.8","org.axonframework.test.matchers",3,24,109,1,""
"axon-eventsourcing-4.6.8","org.axonframework.eventsourcing.eventstore.jpa",3,6,109,1,""
"axon-modelling-4.6.8","org.axonframework.modelling.saga.metamodel",3,4,109,1,""
"axon-messaging-4.6.8","org.axonframework.queryhandling",5,39,90,1,""
"axon-messaging-4.6.8","org.axonframework.messaging",5,34,90,1,""
"axon-eventsourcing-4.6.8","org.axonframework.eventsourcing.eventstore",5,30,90,1,""
"axon-modelling-4.6.8","org.axonframework.modelling.saga",5,30,90,1,""
"axon-modelling-4.6.8","org.axonframework.modelling.saga.repository",5,15,90,1,""
"axon-messaging-4.6.8","org.axonframework.common.caching",5,11,90,1,""
"axon-messaging-4.6.8","org.axonframework.messaging.interceptors",5,8,90,1,""
"axon-test-4.6.8","org.axonframework.test",5,4,90,1,""
"axon-messaging-4.6.8","org.axonframework.messaging",9,34,86,1,""
"axon-messaging-4.6.8","org.axonframework.common.jdbc",9,15,86,1,""
"axon-messaging-4.6.8","org.axonframework.serialization.upcasting.event",9,12,86,1,""
