"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","incomingDependencies","outgoingDependencies","Source Cypher File: Community_Detection/Community_Detection_Summary.cypher"
"org.axonframework.config.ProcessingGroup","ProcessingGroup",0,"1085,1080,1080",0,"1085,48,32,13",,0,0,1,62,1,,""
"org.axonframework.config.LifecycleHandlerInspector$1","LifecycleHandlerInspector$1",0,"3,1080,1080",0,"1080,48,32,13",,0,0,5,51,1,4,""
"org.axonframework.config.LifecycleHandlerInspector$LifecycleRegistration","LifecycleHandlerInspector$LifecycleRegistration",0,"1080,1080,1080",0,"1080,48,32,13",,0,0,3,5,1,2,""
"org.axonframework.config.SagaConfigurer$SagaConfigurationImpl","SagaConfigurer$SagaConfigurationImpl",0,"1080,1080,1080",0,"1080,48,32,13",,0,0,8,60,1,15,""
"org.axonframework.test.FixtureResourceParameterResolverFactory","FixtureResourceParameterResolverFactory",3,"30,30,638",4,"944,0,3,15",,0,4,4,38,,4,""
"org.axonframework.test.aggregate.StubAggregateLifecycle","StubAggregateLifecycle",5,"37,134,134",4,"37,138,16,0",,0,6,6,12,3,9,""
"org.axonframework.test.aggregate.StubAggregateLifecycleExtension","StubAggregateLifecycleExtension",5,"37,134,134",4,"37,138,16,0",,0,6,1,94,,1,""
"org.axonframework.test.aggregate.ResultValidatorImpl","ResultValidatorImpl",7,"48,48,48",6,"48,182,4,4",,0,10,9,23,1,18,""
"org.axonframework.test.aggregate.Reporter","Reporter",7,"54,48,48",6,"55,182,4,4",,0,10,3,3,1,2,""
"org.axonframework.test.matchers.FieldFilter","FieldFilter",7,"89,48,48",6,"130,182,4,4",,0,10,7,70,18,,""
"org.axonframework.test.deadline.DeadlineManagerValidator","DeadlineManagerValidator",7,"47,48,48",6,"57,182,4,4",,0,10,7,44,2,8,""
"org.axonframework.test.deadline.StubDeadlineManager","StubDeadlineManager",7,"47,48,48",6,"57,182,4,4",,0,10,9,24,5,14,""
"org.axonframework.test.matchers.Matchers","Matchers",7,"162,48,48",6,"162,182,4,4",,0,13,7,36,5,17,""
