"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","incomingDependencies","outgoingDependencies","Source Cypher File: Community_Detection/Community_Detection_Summary.cypher"
"org.axonframework.commandhandling","commandhandling",0,"4,52",0,"4,3",,0,0,8,0,1641,160,""
"org.axonframework.commandhandling.callbacks","callbacks",0,"4,52",0,"4,3",,0,0,4,8,8,13,""
"org.axonframework.commandhandling.distributed","distributed",0,"4,52",0,"4,3",,0,0,7,1,50,135,""
"org.axonframework.commandhandling.distributed.commandfilter","commandfilter",0,"4,52",0,"4,3",,0,0,3,6,12,20,""
"org.axonframework.commandhandling.gateway","gateway",0,"4,52",0,"4,3",,0,0,6,14,97,166,""
"org.axonframework.common","common",1,"30,30",1,"39,9",,0,0,8,6,926,23,""
"org.axonframework.common.annotation","annotation",0,"44,52",0,"52,3",,0,0,5,4,22,3,""
"org.axonframework.common.caching","caching",1,"30,30",1,"39,9",,0,0,1,16,37,35,""
"org.axonframework.common.digest","digest",1,"30,30",1,"39,9",,0,0,3,15,2,1,""
"org.axonframework.common.io","io",1,"30,30",2,"30,1",,0,0,5,0,10,0,""
"org.axonframework.common.jdbc","jdbc",2,"39,41",1,"39,9",,0,0,5,9,65,36,""
"org.axonframework.common.jpa","jpa",3,"27,27",3,"27,8",,0,0,4,8,16,6,""
"org.axonframework.common.legacyjpa","legacyjpa",3,"27,27",3,"27,8",,0,0,4,4,14,6,""
"org.axonframework.common.property","property",1,"30,30",1,"39,9",,0,0,2,13,23,15,""
"org.axonframework.common.lock","lock",1,"30,30",1,"39,9",,0,0,2,7,46,24,""
"org.axonframework.common.stream","stream",1,"30,30",2,"30,1",,0,0,3,16,29,5,""
"org.axonframework.common.transaction","transaction",1,"30,30",2,"30,1",,0,0,8,13,314,6,""
"org.axonframework.deadline","deadline",4,"19,55",4,"19,20",,0,0,8,7,238,82,""
"org.axonframework.deadline.annotation","annotation",0,"44,52",0,"52,3",,0,0,3,10,6,15,""
"org.axonframework.deadline.quartz","quartz",4,"19,55",4,"19,20",,0,0,8,16,5,57,""
"org.axonframework.deadline.dbscheduler","dbscheduler",4,"55,55",4,"55,20",,0,0,8,0,7,58,""
"org.axonframework.deadline.jobrunr","jobrunr",4,"19,55",4,"19,20",,0,0,8,0,5,49,""
"org.axonframework.eventhandling","eventhandling",1,"30,30",2,"30,1",,0,0,8,1,5407,479,""
"org.axonframework.eventhandling.async","async",1,"30,30",2,"30,1",,0,0,4,5,41,44,""
"org.axonframework.eventhandling.deadletter","deadletter",1,"30,30",2,"30,1",,0,0,6,15,10,51,""
"org.axonframework.eventhandling.deadletter.jdbc","jdbc",2,"39,41",1,"39,9",,0,0,6,0,34,105,""
"org.axonframework.eventhandling.deadletter.jpa","jpa",3,"27,27",3,"27,8",,0,0,6,18,25,66,""
"org.axonframework.eventhandling.deadletter.legacyjpa","legacyjpa",3,"27,27",3,"27,8",,0,0,6,8,9,56,""
"org.axonframework.eventhandling.gateway","gateway",1,"30,30",2,"30,1",,0,0,3,0,11,21,""
"org.axonframework.eventhandling.interceptors","interceptors",1,"30,30",2,"30,1",,0,0,3,3,0,7,""
"org.axonframework.eventhandling.pooled","pooled",1,"30,30",2,"30,1",,0,0,7,7,55,158,""
"org.axonframework.eventhandling.replay","replay",0,"44,52",0,"52,3",,0,0,5,13,12,36,""
"org.axonframework.eventhandling.scheduling","scheduling",1,"30,30",2,"30,1",,0,0,5,15,20,2,""
"org.axonframework.eventhandling.scheduling.dbscheduler","dbscheduler",4,"55,55",4,"55,20",,0,0,7,5,7,32,""
"org.axonframework.eventhandling.scheduling.java","java",1,"30,30",2,"30,1",,0,0,6,0,5,24,""
"org.axonframework.eventhandling.scheduling.jobrunr","jobrunr",1,"30,30",2,"30,1",,0,0,8,9,3,27,""
"org.axonframework.eventhandling.scheduling.quartz","quartz",1,"30,30",2,"30,1",,0,0,7,16,10,44,""
"org.axonframework.eventhandling.tokenstore","tokenstore",2,"39,41",1,"39,9",,0,0,5,17,73,19,""
"org.axonframework.eventhandling.tokenstore.inmemory","inmemory",2,"39,41",1,"39,9",,0,0,4,13,2,9,""
"org.axonframework.eventhandling.tokenstore.jdbc","jdbc",2,"39,41",1,"39,9",,0,0,5,16,16,39,""
"org.axonframework.eventhandling.tokenstore.jpa","jpa",2,"41,41",1,"41,9",,0,0,5,13,9,29,""
"org.axonframework.eventhandling.tokenstore.legacyjpa","legacyjpa",2,"41,41",1,"41,9",,0,0,5,2,2,22,""
"org.axonframework.lifecycle","lifecycle",1,"30,30",2,"30,1",,0,0,8,2,71,10,""
"org.axonframework.messaging","messaging",0,"52,52",0,"52,3",,0,0,8,10,8706,77,""
"org.axonframework.messaging.annotation","annotation",0,"44,52",0,"52,3",,0,0,8,3,1057,184,""
"org.axonframework.messaging.correlation","correlation",0,"52,52",0,"52,3",,0,0,3,5,25,9,""
"org.axonframework.messaging.deadletter","deadletter",3,"27,27",3,"27,8",,0,0,6,2,200,61,""
"org.axonframework.messaging.interceptors","interceptors",0,"52,52",0,"52,3",,0,0,7,19,10,29,""
"org.axonframework.messaging.interceptors.legacyvalidation","legacyvalidation",1,"30,30",1,"39,9",,0,0,3,12,1,7,""
"org.axonframework.messaging.responsetypes","responsetypes",0,"52,52",0,"52,3",,0,0,6,16,78,30,""
"org.axonframework.messaging.unitofwork","unitofwork",1,"30,30",2,"30,1",,0,0,8,11,256,59,""
"org.axonframework.monitoring","monitoring",0,"52,52",0,"52,3",,0,0,7,18,188,14,""
"org.axonframework.queryhandling","queryhandling",0,"52,52",0,"52,3",,0,0,8,1,218,265,""
"org.axonframework.queryhandling.annotation","annotation",0,"44,52",0,"52,3",,0,0,5,0,4,28,""
"org.axonframework.queryhandling.registration","registration",0,"52,52",0,"52,3",,0,0,4,14,9,13,""
"org.axonframework.serialization","serialization",4,"55,55",4,"55,20",,0,0,8,4,1240,111,""
"org.axonframework.serialization.converters","converters",4,"55,55",4,"55,20",,0,0,1,3,0,7,""
"org.axonframework.serialization.json","json",4,"55,55",4,"55,20",,0,0,3,9,7,33,""
"org.axonframework.serialization.upcasting","upcasting",4,"55,55",4,"55,20",,0,0,1,2,11,5,""
"org.axonframework.serialization.upcasting.event","event",4,"55,55",4,"55,20",,0,0,5,19,38,53,""
"org.axonframework.serialization.xml","xml",4,"55,55",4,"55,20",,0,0,5,1,17,24,""
"org.axonframework.tracing","tracing",0,"52,52",0,"52,3",,0,0,8,12,516,66,""
"org.axonframework.tracing.attributes","attributes",0,"52,52",0,"52,3",,0,0,5,8,0,16,""
"org.axonframework.util","util",4,"55,55",4,"55,20",,0,0,6,2,4,6,""
"org.axonframework.test","test",5,"65,65",5,"65,5",,1,1,3,15,16,8,""
"org.axonframework.test.aggregate","aggregate",5,"65,65",5,"65,5",,1,1,3,16,31,181,""
"org.axonframework.test.matchers","matchers",5,"65,65",5,"65,5",,1,1,3,17,61,42,""
"org.axonframework.test.saga","saga",5,"65,65",5,"65,5",,1,1,3,16,43,149,""
"org.axonframework.test.server","server",6,"68,68",6,"68,6",,2,2,0,12,1,2,""
"org.axonframework.test.utils","utils",5,"65,65",5,"65,5",,1,1,1,14,8,14,""
"org.axonframework.test.deadline","deadline",5,"65,65",5,"65,5",,1,1,3,0,10,26,""
"org.axonframework.test.eventscheduler","eventscheduler",5,"65,65",5,"65,5",,1,1,2,14,9,16,""
"org.axonframework.modelling.command","command",7,"73,73",7,"73,16",,3,3,2,0,270,231,""
"org.axonframework.modelling.command.inspection","inspection",7,"73,73",7,"73,16",,3,3,2,5,84,157,""
"org.axonframework.modelling.command.legacyjpa","legacyjpa",7,"73,73",7,"73,16",,3,3,2,2,2,24,""
"org.axonframework.modelling.saga","saga",8,"77,77",8,"77,13",,4,4,3,0,258,141,""
"org.axonframework.modelling.saga.metamodel","metamodel",8,"77,77",8,"77,13",,4,4,3,12,15,23,""
"org.axonframework.modelling.saga.repository","repository",8,"77,77",8,"77,13",,4,4,3,10,72,69,""
"org.axonframework.modelling.saga.repository.inmemory","inmemory",8,"77,77",8,"77,13",,4,4,2,2,5,7,""
"org.axonframework.modelling.saga.repository.jdbc","jdbc",8,"77,77",8,"77,13",,4,4,3,19,16,42,""
"org.axonframework.modelling.saga.repository.jpa","jpa",8,"77,77",8,"77,13",,4,4,3,14,12,29,""
"org.axonframework.modelling.saga.repository.legacyjpa","legacyjpa",8,"77,77",8,"77,13",,4,4,3,3,3,21,""
"org.axonframework.eventsourcing","eventsourcing",9,"84,87",9,"86,12",,5,5,2,14,145,223,""
"org.axonframework.eventsourcing.conflictresolution","conflictresolution",9,"84,87",9,"86,12",,5,5,2,12,15,32,""
"org.axonframework.eventsourcing.eventstore","eventstore",9,"84,87",9,"86,12",,5,5,3,1,169,162,""
"org.axonframework.eventsourcing.eventstore.inmemory","inmemory",9,"84,87",9,"86,12",,5,5,1,0,1,13,""
"org.axonframework.eventsourcing.eventstore.jdbc","jdbc",9,"87,87",9,"87,12",,5,6,2,18,218,83,""
"org.axonframework.eventsourcing.eventstore.jdbc.statements","statements",9,"87,87",9,"87,12",,5,6,2,15,30,28,""
"org.axonframework.eventsourcing.eventstore.jpa","jpa",9,"84,87",9,"86,12",,5,5,3,4,9,45,""
"org.axonframework.eventsourcing.eventstore.legacyjpa","legacyjpa",9,"84,87",9,"86,12",,5,5,3,0,23,85,""
"org.axonframework.eventsourcing.snapshotting","snapshotting",9,"84,87",9,"86,12",,5,5,3,8,23,8,""
"org.axonframework.disruptor.commandhandling","commandhandling",10,"91,91",10,"91,14",,6,7,0,4,55,185,""
"org.axonframework.config","config",11,"92,92",11,"92,15",,7,8,0,19,119,467,""
