"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: Community_Detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-messaging-4.9.0","org.axonframework.common",8,27,50,3,""
"axon-messaging-4.9.0","org.axonframework.messaging.unitofwork",1,14,215,4,""
"axon-messaging-4.9.0","org.axonframework.deadline.annotation",0,5,128,4,""
"axon-test-4.9.0","org.axonframework.test.saga",7,21,114,4,""
"axon-messaging-4.9.0","org.axonframework.messaging",4,34,94,4,""
"axon-messaging-4.9.0","org.axonframework.common",4,27,94,4,""
"axon-messaging-4.9.0","org.axonframework.common.lock",12,11,77,4,""
"axon-modelling-4.9.0","org.axonframework.modelling.saga.repository.jdbc",9,10,65,4,""
"axon-messaging-4.9.0","org.axonframework.messaging.unitofwork",3,14,62,4,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.gateway",3,5,62,4,""
"axon-messaging-4.9.0","org.axonframework.lifecycle",1,9,215,5,""
"axon-messaging-4.9.0","org.axonframework.monitoring",1,6,215,5,""
"axon-messaging-4.9.0","org.axonframework.tracing.attributes",1,6,215,5,""
"axon-messaging-4.9.0","org.axonframework.eventhandling",0,99,128,5,""
"axon-messaging-4.9.0","org.axonframework.commandhandling",0,31,128,5,""
"axon-messaging-4.9.0","org.axonframework.eventhandling",6,99,119,5,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.scheduling.quartz",6,6,119,5,""
"axon-messaging-4.9.0","org.axonframework.deadline.dbscheduler",2,7,95,5,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing.eventstore.jpa",11,6,79,5,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.deadletter.legacyjpa",8,6,50,5,""
"axon-messaging-4.9.0","org.axonframework.messaging.interceptors",1,8,215,6,""
"axon-messaging-4.9.0","org.axonframework.common",0,27,128,6,""
"axon-messaging-4.9.0","org.axonframework.messaging",2,34,95,6,""
"axon-messaging-4.9.0","org.axonframework.messaging.unitofwork",4,14,94,6,""
"axon-messaging-4.9.0","org.axonframework.eventhandling",11,99,79,6,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.tokenstore",9,7,65,6,""
"axon-modelling-4.9.0","org.axonframework.modelling.saga.repository.jpa",9,7,65,6,""
"axon-modelling-4.9.0","org.axonframework.modelling.saga.repository.jdbc",14,10,7,6,""
"axon-messaging-4.9.0","org.axonframework.commandhandling",1,31,215,7,""
"axon-messaging-4.9.0","org.axonframework.messaging",6,34,119,7,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.deadletter.jdbc",6,14,119,7,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing.eventstore.legacyjpa",5,10,81,7,""
"axon-test-4.9.0","org.axonframework.test.aggregate",12,19,77,7,""
"axon-modelling-4.9.0","org.axonframework.modelling.saga",9,33,65,7,""
"axon-messaging-4.9.0","org.axonframework.common.jdbc",3,18,62,7,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.deadletter.jdbc",8,14,50,7,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.deadletter.jpa",8,9,50,7,""
"axon-modelling-4.9.0","org.axonframework.modelling.command",1,54,215,8,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing",1,41,215,8,""
"axon-messaging-4.9.0","org.axonframework.common",1,27,215,8,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.replay",1,10,215,8,""
"axon-messaging-4.9.0","org.axonframework.common.jdbc",9,18,65,8,""
"axon-messaging-4.9.0","org.axonframework.commandhandling.gateway",4,34,94,9,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing.eventstore",5,30,81,9,""
"axon-modelling-4.9.0","org.axonframework.modelling.command",0,54,128,10,""
"axon-disruptor-4.9.0","org.axonframework.disruptor.commandhandling",7,22,114,10,""
"axon-modelling-4.9.0","org.axonframework.modelling.saga.repository",9,15,65,10,""
"axon-messaging-4.9.0","org.axonframework.deadline",2,13,95,11,""
"axon-disruptor-4.9.0","org.axonframework.disruptor.commandhandling",12,22,77,11,""
"axon-messaging-4.9.0","org.axonframework.messaging",1,34,215,12,""
"axon-test-4.9.0","org.axonframework.test.aggregate",2,19,95,12,""
"axon-messaging-4.9.0","org.axonframework.eventhandling",4,99,94,12,""
"axon-messaging-4.9.0","org.axonframework.tracing",1,18,215,15,""
"axon-modelling-4.9.0","org.axonframework.modelling.command",7,54,114,15,""
"axon-test-4.9.0","org.axonframework.test.saga",2,21,95,16,""
"axon-messaging-4.9.0","org.axonframework.eventhandling",3,99,62,16,""
"axon-messaging-4.9.0","org.axonframework.messaging.deadletter",8,19,50,16,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing.eventstore",11,30,79,17,""
"axon-messaging-4.9.0","org.axonframework.eventhandling",1,99,215,18,""
"axon-messaging-4.9.0","org.axonframework.commandhandling",7,31,114,19,""
"axon-modelling-4.9.0","org.axonframework.modelling.command",12,54,77,19,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.pooled",5,21,81,20,""
"axon-modelling-4.9.0","org.axonframework.modelling.saga",0,33,128,21,""
"axon-modelling-4.9.0","org.axonframework.modelling.command.inspection",0,26,128,21,""
"axon-test-4.9.0","org.axonframework.test.matchers",2,24,95,21,""
"axon-messaging-4.9.0","org.axonframework.messaging.annotation",0,54,128,23,""
"axon-messaging-4.9.0","org.axonframework.commandhandling.distributed",7,26,114,23,""
"axon-messaging-4.9.0","org.axonframework.commandhandling.gateway",7,34,114,25,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing",12,41,77,25,""
"axon-messaging-4.9.0","org.axonframework.messaging.annotation",1,54,215,29,""
"axon-messaging-4.9.0","org.axonframework.serialization",6,33,119,29,""
"axon-messaging-4.9.0","org.axonframework.eventhandling",5,99,81,33,""
"axon-messaging-4.9.0","org.axonframework.queryhandling",1,47,215,46,""
