"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: Community_Detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-messaging-4.9.0","org.axonframework.serialization",1,33,215,1,""
"axon-modelling-4.9.0","org.axonframework.modelling.command.inspection",1,26,215,1,""
"axon-modelling-4.9.0","org.axonframework.modelling.saga.repository",1,15,215,1,""
"axon-messaging-4.9.0","org.axonframework.deadline",1,13,215,1,""
"axon-messaging-4.9.0","org.axonframework.util",1,3,215,1,""
"axon-messaging-4.9.0","org.axonframework.queryhandling",0,47,128,1,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing",0,41,128,1,""
"axon-test-4.9.0","org.axonframework.test.matchers",0,24,128,1,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing.eventstore.legacyjpa",0,10,128,1,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing.eventstore.jpa",0,6,128,1,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing",6,41,119,1,""
"axon-modelling-4.9.0","org.axonframework.modelling.saga.repository.jpa",6,7,119,1,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.deadletter.legacyjpa",6,6,119,1,""
"axon-messaging-4.9.0","org.axonframework.deadline.jobrunr",6,4,119,1,""
"axon-messaging-4.9.0","org.axonframework.deadline.quartz",6,4,119,1,""
"axon-messaging-4.9.0","org.axonframework.messaging.annotation",7,54,114,1,""
"axon-messaging-4.9.0","org.axonframework.common",7,27,114,1,""
"axon-modelling-4.9.0","org.axonframework.modelling.saga",2,33,95,1,""
"axon-messaging-4.9.0","org.axonframework.deadline.annotation",2,5,95,1,""
"axon-test-4.9.0","org.axonframework.test.utils",2,4,95,1,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing",4,41,94,1,""
"axon-modelling-4.9.0","org.axonframework.modelling.saga",4,33,94,1,""
"axon-messaging-4.9.0","org.axonframework.serialization",4,33,94,1,""
"axon-modelling-4.9.0","org.axonframework.modelling.command.inspection",4,26,94,1,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.pooled",4,21,94,1,""
"axon-messaging-4.9.0","org.axonframework.messaging.deadletter",4,19,94,1,""
"axon-modelling-4.9.0","org.axonframework.modelling.saga.repository",4,15,94,1,""
"axon-messaging-4.9.0","org.axonframework.deadline",4,13,94,1,""
"axon-messaging-4.9.0","org.axonframework.monitoring",4,6,94,1,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.gateway",4,5,94,1,""
"axon-messaging-4.9.0","org.axonframework.common.legacyjpa",4,4,94,1,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.tokenstore",5,7,81,1,""
"axon-messaging-4.9.0","org.axonframework.common.transaction",5,4,81,1,""
"axon-messaging-4.9.0","org.axonframework.messaging",11,34,79,1,""
"axon-messaging-4.9.0","org.axonframework.common",11,27,79,1,""
"axon-messaging-4.9.0","org.axonframework.common.jdbc",11,18,79,1,""
"axon-messaging-4.9.0","org.axonframework.tracing.attributes",11,6,79,1,""
"axon-messaging-4.9.0","org.axonframework.messaging",12,34,77,1,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing.eventstore",12,30,77,1,""
"axon-messaging-4.9.0","org.axonframework.common",12,27,77,1,""
"axon-messaging-4.9.0","org.axonframework.common.caching",12,14,77,1,""
"axon-messaging-4.9.0","org.axonframework.common",9,27,65,1,""
"axon-disruptor-4.9.0","org.axonframework.disruptor.commandhandling",9,22,65,1,""
"axon-test-4.9.0","org.axonframework.test.saga",9,21,65,1,""
"axon-messaging-4.9.0","org.axonframework.common.legacyjpa",9,4,65,1,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.scheduling.quartz",3,6,62,1,""
"axon-messaging-4.9.0","org.axonframework.common.transaction",3,4,62,1,""
"axon-messaging-4.9.0","org.axonframework.messaging.annotation",8,54,50,1,""
"axon-messaging-4.9.0","org.axonframework.messaging",8,34,50,1,""
"axon-messaging-4.9.0","org.axonframework.commandhandling.distributed",8,26,50,1,""
"axon-messaging-4.9.0","org.axonframework.common.jdbc",8,18,50,1,""
"axon-messaging-4.9.0","org.axonframework.common.jdbc",14,18,7,1,""
"axon-test-4.9.0","org.axonframework.test.matchers",1,24,215,2,""
"axon-messaging-4.9.0","org.axonframework.messaging.deadletter",1,19,215,2,""
"axon-messaging-4.9.0","org.axonframework.messaging.correlation",1,4,215,2,""
"axon-test-4.9.0","org.axonframework.test",1,4,215,2,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.replay",0,10,128,2,""
"axon-messaging-4.9.0","org.axonframework.common",6,27,119,2,""
"axon-messaging-4.9.0","org.axonframework.commandhandling.distributed",6,26,119,2,""
"axon-messaging-4.9.0","org.axonframework.eventhandling.deadletter.jpa",6,9,119,2,""
"axon-messaging-4.9.0","org.axonframework.deadline.dbscheduler",6,7,119,2,""
"axon-messaging-4.9.0","org.axonframework.messaging",7,34,114,2,""
"axon-messaging-4.9.0","org.axonframework.lifecycle",2,9,95,2,""
"axon-messaging-4.9.0","org.axonframework.common.transaction",2,4,95,2,""
"axon-test-4.9.0","org.axonframework.test",2,4,95,2,""
"axon-messaging-4.9.0","org.axonframework.lifecycle",4,9,94,2,""
"axon-messaging-4.9.0","org.axonframework.common.jpa",4,4,94,2,""
"axon-messaging-4.9.0","org.axonframework.util",4,3,94,2,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing",5,41,81,2,""
"axon-messaging-4.9.0","org.axonframework.serialization",11,33,79,2,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing.eventstore.legacyjpa",11,10,79,2,""
"axon-messaging-4.9.0","org.axonframework.eventhandling",12,99,77,2,""
"axon-messaging-4.9.0","org.axonframework.messaging.interceptors",3,8,62,2,""
"axon-messaging-4.9.0","org.axonframework.messaging.correlation",3,4,62,2,""
"axon-messaging-4.9.0","org.axonframework.eventhandling",8,99,50,2,""
"axon-modelling-4.9.0","org.axonframework.modelling.command",8,54,50,2,""
"axon-messaging-4.9.0","org.axonframework.common.jpa",8,4,50,2,""
"axon-messaging-4.9.0","org.axonframework.common.legacyjpa",8,4,50,2,""
"axon-modelling-4.9.0","org.axonframework.modelling.saga",1,33,215,3,""
"axon-messaging-4.9.0","org.axonframework.tracing",0,18,128,3,""
"axon-modelling-4.9.0","org.axonframework.modelling.saga.repository",0,15,128,3,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing.eventstore",6,30,119,3,""
"axon-test-4.9.0","org.axonframework.test.utils",7,4,114,3,""
"axon-messaging-4.9.0","org.axonframework.deadline.jobrunr",2,4,95,3,""
"axon-messaging-4.9.0","org.axonframework.deadline.quartz",2,4,95,3,""
"axon-eventsourcing-4.9.0","org.axonframework.eventsourcing",11,41,79,3,""
"axon-modelling-4.9.0","org.axonframework.modelling.command.inspection",12,26,77,3,""
