"localClusteringCoefficient","memberCount","memberNameExamples","Source Cypher File: Community_Detection/Community_Detection_10d_LocalClusteringCoefficient_Stream_Aggregated.cypher"
1,178,"org.axonframework.axonserver.connector.AxonServerConfiguration$Eventhandling$ProcessorSettings,org.axonframework.axonserver.connector.util.GrpcSerializedObject$1,org.axonframework.axonserver.connector.util.FlowControllingStreamObserver,org.axonframework.axonserver.connector.AxonServerConfiguration$HeartbeatConfiguration,org.axonframework.axonserver.connector.util.Scheduler,org.axonframework.axonserver.connector.util.Scheduler$ScheduledTask,org.axonframework.axonserver.connector.heartbeat.HeartbeatMonitor$DefaultScheduler,org.axonframework.axonserver.connector.ErrorCode$ExceptionBuilder,org.axonframework.messaging.EventPublicationFailedException",""
0.9,6,"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$1,org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$1,org.axonframework.messaging.annotation.ClasspathHandlerEnhancerDefinition,org.axonframework.commandhandling.distributed.commandfilter.CommandNameFilter,org.axonframework.eventhandling.deadletter.jdbc.DeadLetterJdbcConverter,org.axonframework.eventhandling.pooled.WorkPackage$ProcessingEntry",""
0.87,1,"org.axonframework.queryhandling.GenericSubscriptionQueryMessage",""
0.86,2,"org.axonframework.config.MessageMonitorFactory,org.axonframework.modelling.command.inspection.AnnotatedAggregate$LazyIdentifierDomainEventMessage",""
0.83,18,"org.axonframework.axonserver.connector.query.AxonServerQueryBus$QueryResponseSpliterator,org.axonframework.test.matchers.AllFieldsFilter,org.axonframework.test.saga.WhenAggregateEventPublisher,org.axonframework.test.saga.GivenAggregateEventPublisher,org.axonframework.eventhandling.DirectEventProcessingStrategy,org.axonframework.config.EventProcessingModule$TypeProcessingGroupSelector,org.axonframework.config.EventProcessingModule$ProcessingGroupSelector,org.axonframework.config.EventProcessingModule$InstanceProcessingGroupSelector,org.axonframework.config.EventProcessingModule$InstanceToTypeProcessingGroupSelectorAdapter",""
0.81,1,"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$EventProducer",""
0.8,7,"org.axonframework.test.aggregate.AggregateTestFixture$DefaultRepositoryProvider,org.axonframework.test.saga.SagaTestFixture$StubAwareCommandGatewayFactory$Builder,org.axonframework.config.EventProcessingModule$1,org.axonframework.commandhandling.gateway.CommandGatewayFactory$CompositeCallback,org.axonframework.messaging.deadletter.ShouldEnqueue,org.axonframework.eventhandling.pooled.Coordinator$EventFilter,org.axonframework.eventhandling.pooled.WorkPackage$EventFilter",""
0.76,3,"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Node,org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventProducer,org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$Node",""
0.73,3,"org.axonframework.commandhandling.AsynchronousCommandBus,org.axonframework.commandhandling.distributed.commandfilter.DenyCommandNameFilter,org.axonframework.springboot.EventProcessorProperties$ProcessorSettings",""
0.71,1,"org.axonframework.queryhandling.DefaultQueryUpdateEmitterSpanFactory$Builder",""
