"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: Community_Detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-messaging-4.10.2","org.axonframework.commandhandling.gateway",0,34,189,1,""
"axon-modelling-4.10.2","org.axonframework.modelling.saga",0,33,189,1,""
"axon-messaging-4.10.2","org.axonframework.serialization",0,33,189,1,""
"axon-messaging-4.10.2","org.axonframework.commandhandling",0,31,189,1,""
"axon-messaging-4.10.2","org.axonframework.common",0,27,189,1,""
"axon-messaging-4.10.2","org.axonframework.eventhandling.pooled",0,22,189,1,""
"axon-test-4.10.2","org.axonframework.test.saga",0,21,189,1,""
"axon-modelling-4.10.2","org.axonframework.modelling.saga.repository",0,15,189,1,""
"axon-messaging-4.10.2","org.axonframework.messaging.unitofwork",0,14,189,1,""
"axon-messaging-4.10.2","org.axonframework.deadline",0,13,189,1,""
"axon-messaging-4.10.2","org.axonframework.serialization.upcasting.event",0,12,189,1,""
"axon-messaging-4.10.2","org.axonframework.lifecycle",0,9,189,1,""
"axon-messaging-4.10.2","org.axonframework.messaging.interceptors",0,8,189,1,""
"axon-messaging-4.10.2","org.axonframework.monitoring",0,6,189,1,""
"axon-messaging-4.10.2","org.axonframework.eventhandling.gateway",0,5,189,1,""
"axon-test-4.10.2","org.axonframework.test.server",0,2,189,1,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing",5,41,159,1,""
"axon-modelling-4.10.2","org.axonframework.modelling.saga.repository.jpa",5,7,159,1,""
"axon-messaging-4.10.2","org.axonframework.eventhandling.deadletter.legacyjpa",5,6,159,1,""
"axon-messaging-4.10.2","org.axonframework.serialization.upcasting",5,6,159,1,""
"axon-messaging-4.10.2","org.axonframework.messaging.correlation",5,4,159,1,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.event.util",5,3,159,1,""
"axon-messaging-4.10.2","org.axonframework.messaging",2,34,143,1,""
"axon-messaging-4.10.2","org.axonframework.commandhandling",2,31,143,1,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.command",2,11,143,1,""
"axon-messaging-4.10.2","org.axonframework.util",2,3,143,1,""
"axon-messaging-4.10.2","org.axonframework.messaging.annotation",1,54,129,1,""
"axon-messaging-4.10.2","org.axonframework.common",1,27,129,1,""
"axon-modelling-4.10.2","org.axonframework.modelling.command.inspection",1,26,129,1,""
"axon-messaging-4.10.2","org.axonframework.queryhandling",14,47,111,1,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing",14,41,111,1,""
"axon-test-4.10.2","org.axonframework.test.matchers",14,24,111,1,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing.eventstore.legacyjpa",14,10,111,1,""
"axon-messaging-4.10.2","org.axonframework.messaging.interceptors",14,8,111,1,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing.eventstore.jpa",14,6,111,1,""
"axon-modelling-4.10.2","org.axonframework.modelling.saga.metamodel",14,4,111,1,""
"axon-messaging-4.10.2","org.axonframework.serialization",8,33,108,1,""
"axon-messaging-4.10.2","org.axonframework.common",8,27,108,1,""
"axon-modelling-4.10.2","org.axonframework.modelling.command.inspection",8,26,108,1,""
"axon-test-4.10.2","org.axonframework.test.matchers",8,24,108,1,""
"axon-messaging-4.10.2","org.axonframework.deadline",8,13,108,1,""
"axon-messaging-4.10.2","org.axonframework.messaging.responsetypes",8,8,108,1,""
"axon-tracing-opentelemetry-4.10.2","org.axonframework.tracing.opentelemetry",8,5,108,1,""
"axon-messaging-4.10.2","org.axonframework.common.transaction",8,4,108,1,""
"axon-messaging-4.10.2","org.axonframework.messaging.interceptors.legacyvalidation",8,2,108,1,""
"axon-modelling-4.10.2","org.axonframework.modelling.saga",7,33,103,1,""
"axon-spring-boot-autoconfigure-4.10.2","org.axonframework.springboot",7,25,103,1,""
"axon-spring-boot-autoconfigure-4.10.2","org.axonframework.springboot.autoconfig.legacyjpa",7,2,103,1,""
"axon-messaging-4.10.2","org.axonframework.messaging",4,34,101,1,""
"axon-messaging-4.10.2","org.axonframework.common",4,27,101,1,""
"axon-messaging-4.10.2","org.axonframework.common.jdbc",4,18,101,1,""
"axon-messaging-4.10.2","org.axonframework.common.transaction",4,4,101,1,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing.snapshotting",4,3,101,1,""
"axon-spring-boot-autoconfigure-4.10.2","org.axonframework.springboot.autoconfig.legacyjpa",4,2,101,1,""
"axon-messaging-4.10.2","org.axonframework.common",3,27,92,1,""
"axon-messaging-4.10.2","org.axonframework.eventhandling.tokenstore",3,7,92,1,""
"axon-messaging-4.10.2","org.axonframework.common.jpa",3,4,92,1,""
"axon-messaging-4.10.2","org.axonframework.common.legacyjpa",3,4,92,1,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.processor",3,3,92,1,""
"axon-test-4.10.2","org.axonframework.test.server",3,2,92,1,""
"axon-configuration-4.10.2","org.axonframework.config",13,41,81,1,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing.eventstore",13,30,81,1,""
"axon-messaging-4.10.2","org.axonframework.common",13,27,81,1,""
"axon-messaging-4.10.2","org.axonframework.common.caching",13,14,81,1,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing.conflictresolution",13,9,81,1,""
"axon-modelling-4.10.2","org.axonframework.modelling.saga",15,33,66,1,""
"axon-messaging-4.10.2","org.axonframework.commandhandling",15,31,66,1,""
"axon-messaging-4.10.2","org.axonframework.deadline.annotation",15,5,66,1,""
"axon-messaging-4.10.2","org.axonframework.commandhandling.callbacks",15,4,66,1,""
"axon-test-4.10.2","org.axonframework.test.utils",15,4,66,1,""
"axon-messaging-4.10.2","org.axonframework.eventhandling",17,99,51,1,""
"axon-test-4.10.2","org.axonframework.test.saga",17,21,51,1,""
"axon-modelling-4.10.2","org.axonframework.modelling.saga.repository.jdbc",17,10,51,1,""
"axon-messaging-4.10.2","org.axonframework.eventhandling",12,99,35,1,""
"axon-messaging-4.10.2","org.axonframework.messaging.annotation",12,54,35,1,""
"axon-messaging-4.10.2","org.axonframework.commandhandling",12,31,35,1,""
"axon-messaging-4.10.2","org.axonframework.commandhandling.distributed",12,26,35,1,""
"axon-test-4.10.2","org.axonframework.test.matchers",12,24,35,1,""
"axon-messaging-4.10.2","org.axonframework.lifecycle",12,9,35,1,""
"axon-messaging-4.10.2","org.axonframework.messaging.interceptors",12,8,35,1,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing.eventstore.jpa",12,6,35,1,""
"axon-messaging-4.10.2","org.axonframework.messaging.interceptors.legacyvalidation",12,2,35,1,""
"axon-messaging-4.10.2","org.axonframework.common.jdbc",16,18,7,1,""
"axon-spring-boot-autoconfigure-4.10.2","org.axonframework.springboot.util",22,9,7,1,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing",0,41,189,2,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.util",0,25,189,2,""
"axon-messaging-4.10.2","org.axonframework.messaging.deadletter",0,19,189,2,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.event.util",0,3,189,2,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.processor",0,3,189,2,""
"axon-messaging-4.10.2","org.axonframework.util",0,3,189,2,""
"axon-spring-boot-autoconfigure-4.10.2","org.axonframework.springboot.autoconfig",5,29,159,2,""
"axon-messaging-4.10.2","org.axonframework.common",5,27,159,2,""
"axon-messaging-4.10.2","org.axonframework.commandhandling.distributed",5,26,159,2,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.query",5,21,159,2,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.command",5,11,159,2,""
"axon-messaging-4.10.2","org.axonframework.eventhandling.deadletter.jpa",5,9,159,2,""
"axon-messaging-4.10.2","org.axonframework.lifecycle",5,9,159,2,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.query.subscription",5,6,159,2,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.heartbeat",5,5,159,2,""
"axon-messaging-4.10.2","org.axonframework.common.transaction",5,4,159,2,""
"axon-messaging-4.10.2","org.axonframework.eventhandling",2,99,143,2,""
"axon-modelling-4.10.2","org.axonframework.modelling.command",2,56,143,2,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing",2,41,143,2,""
"axon-modelling-4.10.2","org.axonframework.modelling.saga",2,33,143,2,""
"axon-spring-boot-autoconfigure-4.10.2","org.axonframework.springboot.autoconfig",2,29,143,2,""
"axon-messaging-4.10.2","org.axonframework.queryhandling.annotation",2,4,143,2,""
"axon-messaging-4.10.2","org.axonframework.messaging",1,34,129,2,""
"axon-messaging-4.10.2","org.axonframework.eventhandling.replay",14,10,111,2,""
"axon-messaging-4.10.2","org.axonframework.lifecycle",14,9,111,2,""
"axon-messaging-4.10.2","org.axonframework.queryhandling.annotation",14,4,111,2,""
"axon-test-4.10.2","org.axonframework.test",8,4,108,2,""
"axon-spring-boot-autoconfigure-4.10.2","org.axonframework.springboot.autoconfig",7,29,103,2,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing.snapshotting",7,3,103,2,""
"axon-messaging-4.10.2","org.axonframework.serialization",4,33,101,2,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing.eventstore.legacyjpa",4,10,101,2,""
"axon-spring-boot-autoconfigure-4.10.2","org.axonframework.springboot.util",4,9,101,2,""
"axon-configuration-4.10.2","org.axonframework.config",3,41,92,2,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing",3,41,92,2,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.event.axon",3,27,92,2,""
"axon-messaging-4.10.2","org.axonframework.eventhandling",13,99,81,2,""
"axon-messaging-4.10.2","org.axonframework.messaging",13,34,81,2,""
"axon-messaging-4.10.2","org.axonframework.deadline",15,13,66,2,""
"axon-test-4.10.2","org.axonframework.test",15,4,66,2,""
"axon-configuration-4.10.2","org.axonframework.config",17,41,51,2,""
"axon-messaging-4.10.2","org.axonframework.queryhandling",12,47,35,2,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.command",12,11,35,2,""
"axon-spring-boot-autoconfigure-4.10.2","org.axonframework.springboot.autoconfig",21,29,5,2,""
"axon-messaging-4.10.2","org.axonframework.queryhandling",0,47,189,3,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.heartbeat",0,5,189,3,""
"axon-messaging-4.10.2","org.axonframework.messaging.correlation",0,4,189,3,""
"axon-messaging-4.10.2","org.axonframework.eventhandling",5,99,159,3,""
"axon-messaging-4.10.2","org.axonframework.messaging.annotation",5,54,159,3,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing.eventstore",5,30,159,3,""
"axon-messaging-4.10.2","org.axonframework.lifecycle",2,9,143,3,""
"axon-messaging-4.10.2","org.axonframework.commandhandling.callbacks",1,4,129,3,""
"axon-test-4.10.2","org.axonframework.test.utils",1,4,129,3,""
"axon-messaging-4.10.2","org.axonframework.commandhandling",8,31,108,3,""
"axon-modelling-4.10.2","org.axonframework.modelling.saga.repository.jdbc",7,10,103,3,""
"axon-messaging-4.10.2","org.axonframework.common.jpa",7,4,103,3,""
"axon-messaging-4.10.2","org.axonframework.common.legacyjpa",7,4,103,3,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing",4,41,101,3,""
"axon-spring-boot-autoconfigure-4.10.2","org.axonframework.springboot.autoconfig",4,29,101,3,""
"axon-modelling-4.10.2","org.axonframework.modelling.saga.metamodel",17,4,51,3,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.query",12,21,35,3,""
"axon-spring-boot-autoconfigure-4.10.2","org.axonframework.springboot",21,25,5,3,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.event.axon",5,27,159,4,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.query.subscription",2,6,143,4,""
"axon-tracing-opentelemetry-4.10.2","org.axonframework.tracing.opentelemetry",2,5,143,4,""
"axon-test-4.10.2","org.axonframework.test.saga",1,21,129,4,""
"axon-messaging-4.10.2","org.axonframework.eventhandling.gateway",1,5,129,4,""
"axon-messaging-4.10.2","org.axonframework.eventhandling",14,99,111,4,""
"axon-messaging-4.10.2","org.axonframework.deadline.annotation",14,5,111,4,""
"axon-messaging-4.10.2","org.axonframework.common",7,27,103,4,""
"axon-messaging-4.10.2","org.axonframework.serialization.upcasting.event",4,12,101,4,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing.eventstore.jpa",4,6,101,4,""
"axon-modelling-4.10.2","org.axonframework.modelling.command.inspection",13,26,81,4,""
"axon-messaging-4.10.2","org.axonframework.common.lock",13,11,81,4,""
"axon-modelling-4.10.2","org.axonframework.modelling.command",12,56,35,4,""
"axon-messaging-4.10.2","org.axonframework.messaging",0,34,189,5,""
"axon-messaging-4.10.2","org.axonframework.common",2,27,143,5,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector",2,25,143,5,""
"axon-messaging-4.10.2","org.axonframework.monitoring",2,6,143,5,""
"axon-messaging-4.10.2","org.axonframework.commandhandling",14,31,111,5,""
"axon-messaging-4.10.2","org.axonframework.common",14,27,111,5,""
"axon-messaging-4.10.2","org.axonframework.queryhandling",8,47,108,5,""
"axon-messaging-4.10.2","org.axonframework.tracing",8,18,108,5,""
"axon-messaging-4.10.2","org.axonframework.messaging.interceptors",8,8,108,5,""
"axon-messaging-4.10.2","org.axonframework.eventhandling.deadletter.legacyjpa",7,6,103,5,""
"axon-messaging-4.10.2","org.axonframework.serialization.upcasting",4,6,101,5,""
"axon-messaging-4.10.2","org.axonframework.messaging",12,34,35,5,""
"axon-messaging-4.10.2","org.axonframework.common",12,27,35,5,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector",12,25,35,5,""
"axon-spring-boot-autoconfigure-4.10.2","org.axonframework.springboot.util",0,9,189,6,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.command",1,11,129,6,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing",8,41,108,6,""
"axon-messaging-4.10.2","org.axonframework.eventhandling.tokenstore",7,7,103,6,""
"axon-modelling-4.10.2","org.axonframework.modelling.saga.repository.jpa",17,7,51,6,""
"axon-spring-boot-autoconfigure-4.10.2","org.axonframework.springboot.autoconfig",22,29,7,6,""
"axon-modelling-4.10.2","org.axonframework.modelling.saga.repository.jdbc",16,10,7,6,""
"axon-messaging-4.10.2","org.axonframework.serialization.upcasting.event",5,12,159,7,""
"axon-messaging-4.10.2","org.axonframework.messaging.responsetypes",2,8,143,7,""
"axon-messaging-4.10.2","org.axonframework.common.jdbc",8,18,108,7,""
"axon-messaging-4.10.2","org.axonframework.eventhandling.deadletter.jpa",7,9,103,7,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing.eventstore.legacyjpa",3,10,92,7,""
"axon-test-4.10.2","org.axonframework.test.aggregate",13,19,81,7,""
"axon-spring-boot-autoconfigure-4.10.2","org.axonframework.springboot",0,25,189,8,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.util",5,25,159,8,""
"axon-messaging-4.10.2","org.axonframework.messaging",8,34,108,8,""
"axon-messaging-4.10.2","org.axonframework.eventhandling.replay",8,10,108,8,""
"axon-messaging-4.10.2","org.axonframework.commandhandling.gateway",7,34,103,8,""
"axon-messaging-4.10.2","org.axonframework.eventhandling",4,99,101,8,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing.conflictresolution",4,9,101,8,""
"axon-messaging-4.10.2","org.axonframework.deadline",5,13,159,9,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.util",2,25,143,9,""
"axon-spring-boot-autoconfigure-4.10.2","org.axonframework.springboot",2,25,143,9,""
"axon-messaging-4.10.2","org.axonframework.common.jdbc",7,18,103,9,""
"axon-server-connector-4.10.2","org.axonframework.axonserver.connector.event.axon",4,27,101,9,""
"axon-eventsourcing-4.10.2","org.axonframework.eventsourcing.eventstore",3,30,92,9,""
