"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: Community_Detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-messaging-4.10.1","org.axonframework.common",0,27,111,1,""
"axon-test-4.10.1","org.axonframework.test.matchers",0,24,111,1,""
"axon-messaging-4.10.1","org.axonframework.common.transaction",0,4,111,1,""
"axon-messaging-4.10.1","org.axonframework.messaging.correlation",0,4,111,1,""
"axon-messaging-4.10.1","org.axonframework.messaging.interceptors.legacyvalidation",0,2,111,1,""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing",9,41,91,1,""
"axon-messaging-4.10.1","org.axonframework.messaging",9,34,91,1,""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig",9,29,91,1,""
"axon-test-4.10.1","org.axonframework.test.aggregate",9,19,91,1,""
"axon-messaging-4.10.1","org.axonframework.common.jdbc",9,18,91,1,""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig.legacyjpa",9,2,91,1,""
"axon-test-4.10.1","org.axonframework.test.server",9,2,91,1,""
"axon-messaging-4.10.1","org.axonframework.eventhandling.tokenstore",10,7,89,1,""
"axon-messaging-4.10.1","org.axonframework.common.transaction",10,4,89,1,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.processor",10,3,89,1,""
"axon-messaging-4.10.1","org.axonframework.queryhandling",2,47,85,1,""
"axon-configuration-4.10.1","org.axonframework.config",2,41,85,1,""
"axon-modelling-4.10.1","org.axonframework.modelling.saga",2,33,85,1,""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore",2,30,85,1,""
"axon-test-4.10.1","org.axonframework.test.matchers",2,24,85,1,""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository",2,15,85,1,""
"axon-messaging-4.10.1","org.axonframework.common.caching",2,14,85,1,""
"axon-messaging-4.10.1","org.axonframework.lifecycle",2,9,85,1,""
"axon-messaging-4.10.1","org.axonframework.messaging.interceptors",2,8,85,1,""
"axon-messaging-4.10.1","org.axonframework.messaging.interceptors.legacyvalidation",2,2,85,1,""
"axon-messaging-4.10.1","org.axonframework.common",11,27,76,1,""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot",11,25,76,1,""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling",11,22,76,1,""
"axon-test-4.10.1","org.axonframework.test.saga",11,21,76,1,""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig.legacyjpa",11,2,76,1,""
"axon-modelling-4.10.1","org.axonframework.modelling.saga",5,33,63,1,""
"axon-test-4.10.1","org.axonframework.test.utils",5,4,63,1,""
"axon-messaging-4.10.1","org.axonframework.common.jdbc",8,18,61,1,""
"axon-messaging-4.10.1","org.axonframework.messaging.annotation",7,54,30,1,""
"axon-messaging-4.10.1","org.axonframework.queryhandling",7,47,30,1,""
"axon-messaging-4.10.1","org.axonframework.commandhandling",7,31,30,1,""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.jpa",7,6,30,1,""
"axon-messaging-4.10.1","org.axonframework.common.jdbc",17,18,7,1,""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.util",20,9,7,1,""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing",4,41,210,2,""
"axon-modelling-4.10.1","org.axonframework.modelling.saga",4,33,210,2,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.util",4,25,210,2,""
"axon-messaging-4.10.1","org.axonframework.messaging.correlation",4,4,210,2,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.util",4,3,210,2,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.processor",4,3,210,2,""
"axon-messaging-4.10.1","org.axonframework.util",4,3,210,2,""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig",3,29,165,2,""
"axon-messaging-4.10.1","org.axonframework.common",3,27,165,2,""
"axon-messaging-4.10.1","org.axonframework.commandhandling.distributed",3,26,165,2,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query",3,21,165,2,""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.jpa",3,9,165,2,""
"axon-messaging-4.10.1","org.axonframework.lifecycle",3,9,165,2,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query.subscription",3,6,165,2,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.heartbeat",3,5,165,2,""
"axon-messaging-4.10.1","org.axonframework.common.transaction",3,4,165,2,""
"axon-messaging-4.10.1","org.axonframework.messaging",6,34,133,2,""
"axon-messaging-4.10.1","org.axonframework.eventhandling",12,99,131,2,""
"axon-modelling-4.10.1","org.axonframework.modelling.command",12,56,131,2,""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing",12,41,131,2,""
"axon-modelling-4.10.1","org.axonframework.modelling.saga",12,33,131,2,""
"axon-messaging-4.10.1","org.axonframework.eventhandling.replay",1,10,128,2,""
"axon-messaging-4.10.1","org.axonframework.queryhandling",0,47,111,2,""
"axon-modelling-4.10.1","org.axonframework.modelling.saga",0,33,111,2,""
"axon-messaging-4.10.1","org.axonframework.lifecycle",0,9,111,2,""
"axon-test-4.10.1","org.axonframework.test",0,4,111,2,""
"axon-messaging-4.10.1","org.axonframework.serialization",9,33,91,2,""
"axon-messaging-4.10.1","org.axonframework.common",9,27,91,2,""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.legacyjpa",9,10,91,2,""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing",10,41,89,2,""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig",10,29,89,2,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon",10,27,89,2,""
"axon-messaging-4.10.1","org.axonframework.eventhandling",2,99,85,2,""
"axon-messaging-4.10.1","org.axonframework.messaging",2,34,85,2,""
"axon-messaging-4.10.1","org.axonframework.common",2,27,85,2,""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig",11,29,76,2,""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.util",11,9,76,2,""
"axon-messaging-4.10.1","org.axonframework.common.jpa",11,4,76,2,""
"axon-messaging-4.10.1","org.axonframework.common.legacyjpa",11,4,76,2,""
"axon-messaging-4.10.1","org.axonframework.deadline",5,13,63,2,""
"axon-test-4.10.1","org.axonframework.test",5,4,63,2,""
"axon-messaging-4.10.1","org.axonframework.common.jpa",8,4,61,2,""
"axon-messaging-4.10.1","org.axonframework.common.legacyjpa",8,4,61,2,""
"axon-messaging-4.10.1","org.axonframework.eventhandling",7,99,30,2,""
"axon-modelling-4.10.1","org.axonframework.modelling.command",7,56,30,2,""
"axon-messaging-4.10.1","org.axonframework.commandhandling.distributed",7,26,30,2,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.heartbeat",4,5,210,3,""
"axon-messaging-4.10.1","org.axonframework.messaging.annotation",3,54,165,3,""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore",3,30,165,3,""
"axon-test-4.10.1","org.axonframework.test.utils",6,4,133,3,""
"axon-messaging-4.10.1","org.axonframework.lifecycle",12,9,131,3,""
"axon-messaging-4.10.1","org.axonframework.eventhandling",1,99,128,3,""
"axon-messaging-4.10.1","org.axonframework.tracing",1,18,128,3,""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository",1,15,128,3,""
"axon-messaging-4.10.1","org.axonframework.commandhandling",0,31,111,3,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query",7,21,30,3,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.command",7,11,30,3,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon",3,27,165,4,""
"axon-test-4.10.1","org.axonframework.test.saga",6,21,133,4,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector",12,25,131,4,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query.subscription",12,6,131,4,""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.jpa",9,6,91,4,""
"axon-modelling-4.10.1","org.axonframework.modelling.command.inspection",2,26,85,4,""
"axon-messaging-4.10.1","org.axonframework.common.lock",2,11,85,4,""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository.jdbc",11,10,76,4,""
"axon-messaging-4.10.1","org.axonframework.common",8,27,61,4,""
"axon-messaging-4.10.1","org.axonframework.common",7,27,30,4,""
"axon-messaging-4.10.1","org.axonframework.messaging",4,34,210,5,""
"axon-messaging-4.10.1","org.axonframework.serialization.upcasting.event",4,12,210,5,""
"axon-messaging-4.10.1","org.axonframework.serialization.upcasting",4,6,210,5,""
"axon-messaging-4.10.1","org.axonframework.eventhandling.scheduling.quartz",3,6,165,5,""
"axon-messaging-4.10.1","org.axonframework.monitoring",12,6,131,5,""
"axon-messaging-4.10.1","org.axonframework.commandhandling",1,31,128,5,""
"axon-messaging-4.10.1","org.axonframework.tracing",0,18,111,5,""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.legacyjpa",8,6,61,5,""
"axon-messaging-4.10.1","org.axonframework.messaging",7,34,30,5,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector",7,25,30,5,""
"axon-messaging-4.10.1","org.axonframework.messaging.unitofwork",4,14,210,6,""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.util",4,9,210,6,""
"axon-messaging-4.10.1","org.axonframework.eventhandling",3,99,165,6,""
"axon-messaging-4.10.1","org.axonframework.messaging.interceptors",0,8,111,6,""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling",2,22,85,6,""
"axon-messaging-4.10.1","org.axonframework.eventhandling.tokenstore",11,7,76,6,""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository.jpa",11,7,76,6,""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig",20,29,7,6,""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository.jdbc",17,10,7,6,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.util",3,25,165,7,""
"axon-messaging-4.10.1","org.axonframework.serialization.upcasting.event",3,12,165,7,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.command",6,11,133,7,""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing",0,41,111,7,""
"axon-messaging-4.10.1","org.axonframework.messaging",0,34,111,7,""
"axon-messaging-4.10.1","org.axonframework.common.jdbc",0,18,111,7,""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore.legacyjpa",10,10,89,7,""
"axon-test-4.10.1","org.axonframework.test.aggregate",2,19,85,7,""
"axon-modelling-4.10.1","org.axonframework.modelling.saga",11,33,76,7,""
"axon-messaging-4.10.1","org.axonframework.eventhandling.deadletter.jpa",8,9,61,7,""
"axon-messaging-4.10.1","org.axonframework.messaging.unitofwork",0,14,111,8,""
"axon-messaging-4.10.1","org.axonframework.eventhandling.replay",0,10,111,8,""
"axon-messaging-4.10.1","org.axonframework.eventhandling",9,99,91,8,""
"axon-messaging-4.10.1","org.axonframework.common.jdbc",11,18,76,8,""
"axon-messaging-4.10.1","org.axonframework.commandhandling.gateway",8,34,61,8,""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot",12,25,131,9,""
"axon-messaging-4.10.1","org.axonframework.common",1,27,128,9,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon",9,27,91,9,""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore",10,30,89,9,""
"axon-messaging-4.10.1","org.axonframework.deadline",3,13,165,10,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.util",12,25,131,10,""
"axon-messaging-4.10.1","org.axonframework.tracing",12,18,131,10,""
"axon-modelling-4.10.1","org.axonframework.modelling.saga.repository",11,15,76,10,""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot",4,25,210,11,""
"axon-modelling-4.10.1","org.axonframework.modelling.command",1,56,128,11,""
"axon-test-4.10.1","org.axonframework.test.aggregate",5,19,63,11,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.event.axon",4,27,210,12,""
"axon-messaging-4.10.1","org.axonframework.messaging",3,34,165,12,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector",4,25,210,13,""
"axon-messaging-4.10.1","org.axonframework.eventhandling",0,99,111,13,""
"axon-spring-boot-autoconfigure-4.10.1","org.axonframework.springboot.autoconfig",4,29,210,14,""
"axon-disruptor-4.10.1","org.axonframework.disruptor.commandhandling",6,22,133,15,""
"axon-server-connector-4.10.1","org.axonframework.axonserver.connector.query",12,21,131,16,""
"axon-test-4.10.1","org.axonframework.test.saga",5,21,63,16,""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing.eventstore",9,30,91,17,""
"axon-modelling-4.10.1","org.axonframework.modelling.saga",1,33,128,18,""
"axon-messaging-4.10.1","org.axonframework.messaging.deadletter",8,19,61,18,""
"axon-modelling-4.10.1","org.axonframework.modelling.command",6,56,133,19,""
"axon-modelling-4.10.1","org.axonframework.modelling.command.inspection",1,26,128,21,""
"axon-messaging-4.10.1","org.axonframework.eventhandling.pooled",10,22,89,21,""
"axon-modelling-4.10.1","org.axonframework.modelling.command",2,56,85,21,""
"axon-test-4.10.1","org.axonframework.test.matchers",5,24,63,21,""
"axon-messaging-4.10.1","org.axonframework.commandhandling",6,31,133,22,""
"axon-messaging-4.10.1","org.axonframework.commandhandling.distributed",6,26,133,22,""
"axon-messaging-4.10.1","org.axonframework.messaging.annotation",1,54,128,22,""
"axon-messaging-4.10.1","org.axonframework.commandhandling.gateway",6,34,133,25,""
"axon-eventsourcing-4.10.1","org.axonframework.eventsourcing",2,41,85,25,""
"axon-messaging-4.10.1","org.axonframework.eventhandling",4,99,210,27,""
"axon-messaging-4.10.1","org.axonframework.messaging.annotation",0,54,111,27,""
"axon-messaging-4.10.1","org.axonframework.serialization",3,33,165,30,""
"axon-messaging-4.10.1","org.axonframework.eventhandling",10,99,89,36,""
"axon-configuration-4.10.1","org.axonframework.config",4,41,210,40,""
"axon-messaging-4.10.1","org.axonframework.queryhandling",12,47,131,41,""
