"dependency","usedByPackages","usedByTypes","providesPackages","providesTypes","interfaceRate","someProvidedPackages","someProvidedTypes","Source Cypher File: Artifact_Dependencies/Most_used_internal_dependencies_acreoss_artifacts.cypher"
"axon-messaging-4.8.3",28,271,39,234,38.56,"org.axonframework.eventhandling.deadletter,org.axonframework.eventhandling,org.axonframework.messaging,org.axonframework.messaging.deadletter,org.axonframework.monitoring","DeadLetteringEventHandlerInvoker$Builder,EventMessage,Message,SequencedDeadLetterProcessor,MessageHandlerInterceptor",""
"axon-modelling-4.8.3",9,52,6,43,25.58,"org.axonframework.modelling.saga.repository,org.axonframework.modelling.saga.repository.inmemory,org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository.jpa,org.axonframework.modelling.command","SagaStore,InMemorySagaStore,ResourceInjector,JpaSagaStore,JpaSagaStore$Builder",""
"axon-eventsourcing-4.8.3",3,14,4,23,34.78,"org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.snapshotting","EmbeddedEventStore$Builder,Snapshotter,AggregateFactory,JpaEventStorageEngine,EventStore",""
"axon-disruptor-4.8.3",1,1,1,1,0.0,"org.axonframework.disruptor.commandhandling","DisruptorCommandBus",""
