"internalModuleName","externalNamespaceName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: External_Dependencies/External_namespace_usage_per_internal_module_sorted_for_Typescript.cypher"
"react-router-native","@types",20,28,12,18,3,150,"GestureResponderEvent.defaultPrevented,React.JSX.Element,GestureResponderEvent,TouchableHighlightProps,React.ReactNode,BackHandlerStatic.addEventListener,BackHandlerStatic.removeEventListener,BackHandler,React.useEffect,React.useRef,React.MutableRefObject.current,React.useCallback,React.useMemo,LinkingStatic.addEventListener,Linking,LinkingStatic.removeEventListener,LinkingStatic.getInitialURL",""
"react-router-native","@ungap",1,2,12,18,3,150,"url-search-params",""
"react-router-dom","@types",80,123,35,27,1,77.14285714285714,"React.useEffect,React.MouseEvent,React.MouseEvent.preventDefault,React.useCallback,React.JSX.Element,React.useLayoutEffect,React.useState,React.MutableRefObject.current,React.useRef,React.ReactElement,React.ReactNode,React.useMemo,React.useContext,React.RefAttributes,React.ForwardRefExoticComponent,React.forwardRef,React.MouseEvent.defaultPrevented,React.Context,React.createContext,React.ForwardRefExoticComponent.displayName,React.AnchorHTMLAttributes,React.ReactPortal,React.CSSProperties,React.FormEvent.defaultPrevented,React.ForwardedRef,React.FormEvent.currentTarget,React.FormEvent.preventDefault",""
"server","@types",3,3,6,2,1,33.333333333333336,"React.JSX.Element,React.ReactNode",""
"react-router","@types",1,3,6,1,1,16.666666666666668,"React.createElement",""
