"artifactName","numberOfTypesInArtifact","numberOfExternalTypesInArtifact","numberOfExternalPackagesInArtifact","externalTypeRate","numberOfExternalTypeCaller","numberOfExternalTypeCalls","numberOfExternalPackages","top5ExternalPackages","someExternalTypes","Source Cypher File: External_Dependencies/External_package_usage_per_artifact_sorted_top.cypher"
"axon-tracing-opentelemetry-4.10.2",5,16,6,320,26,89,6,"io.opentelemetry.context.propagation,io.opentelemetry.api.trace,javax.annotation,io.opentelemetry.context","TextMapSetter,TextMapPropagator,TextMapGetter,ContextPropagators,SpanBuilder,Tracer,Span,SpanKind,SpanContext",""
"axon-spring-boot-autoconfigure-4.10.2",75,101,47,134.66666666666666,300,670,47,"org.springframework.boot.autoconfigure.condition,org.springframework.boot.autoconfigure,org.springframework.context.annotation,org.springframework.boot.context.properties","ConditionalOnClass,ConditionalOnMissingBean,ConditionalOnMissingClass,ConditionalOnProperty,ConditionalOnBean,AnyNestedCondition,ConditionalOnExpression,SpringBootCondition,ConditionOutcome",""
"axon-server-connector-4.10.2",132,113,26,85.60606060606061,342,1396,26,"io.axoniq.axonserver.grpc,io.grpc,io.axoniq.axonserver.grpc.query,org.slf4j","SerializedObject$Builder,SerializedObject,ErrorMessage,ErrorMessage$Builder,MetaDataValue,MetaDataValue$Builder,ProcessingKey,ProcessingInstruction,ProcessingInstruction$Builder",""
"axon-disruptor-4.10.2",22,13,5,59.09090909090909,33,93,5,"org.slf4j,com.lmax.disruptor,javax.annotation,com.lmax.disruptor.dsl","Logger,LoggerFactory,RingBuffer,LifecycleAware,EventHandler,ExceptionHandler,WaitStrategy,BlockingWaitStrategy,Nonnull",""
"axon-test-4.10.2",87,28,13,32.183908045977006,99,500,13,"org.hamcrest,javax.annotation,org.testcontainers.utility,org.slf4j","Description,BaseMatcher,Matcher,CoreMatchers,TypeSafeMatcher,StringDescription,Matchers,Nonnull,DockerImageName",""
"axon-modelling-4.10.2",158,35,5,22.151898734177216,99,356,5,"javax.annotation,javax.persistence,jakarta.persistence,org.slf4j","Nonnull,Nullable,TypedQuery,EntityManagerFactory,EntityNotFoundException,Query,EntityManager,Basic,Lob",""
"axon-messaging-4.10.2",787,154,42,19.567979669631512,749,2975,42,"javax.annotation,org.slf4j,com.fasterxml.jackson.annotation,javax.persistence","Nonnull,Nullable,Logger,LoggerFactory,JsonProperty,JsonCreator,JsonTypeInfo$Id,JsonTypeInfo,JsonGetter",""
"axon-eventsourcing-4.10.2",133,25,4,18.796992481203006,74,238,4,"javax.annotation,org.slf4j,jakarta.persistence,javax.persistence","Nonnull,Nullable,PreDestroy,Logger,LoggerFactory,Query,EntityManager,TypedQuery,EntityExistsException",""
"axon-configuration-4.10.2",41,4,2,9.75609756097561,24,137,2,"javax.annotation,org.slf4j","Nonnull,Nullable,Logger,LoggerFactory",""
