"internalModuleName","externalNamespaceName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: External_Dependencies/External_namespace_usage_per_internal_module_sorted_for_Typescript.cypher"
"react-router-native","@types",20,28,12,18,3,150,"BackHandler,React.useEffect,BackHandlerStatic.removeEventListener,BackHandlerStatic.addEventListener,React.useRef,React.useCallback,React.useMemo,React.MutableRefObject.current,GestureResponderEvent,React.ReactNode,TouchableHighlightProps,React.JSX.Element,GestureResponderEvent.defaultPrevented,LinkingStatic.removeEventListener,LinkingStatic.addEventListener,Linking,LinkingStatic.getInitialURL",""
"react-router-native","@ungap",2,4,12,18,3,150,"url-search-params",""
"react-router-dom","@types",83,128,35,27,1,77.14285714285714,"React.ReactPortal,React.CSSProperties,React.ReactElement,React.ReactNode,React.useMemo,React.MutableRefObject.current,React.useCallback,React.useRef,React.useContext,React.JSX.Element,React.useState,React.useLayoutEffect,React.useEffect,React.ForwardRefExoticComponent,React.RefAttributes,React.Context,React.createContext,React.AnchorHTMLAttributes,React.MouseEvent.defaultPrevented,React.forwardRef,React.ForwardRefExoticComponent.displayName,React.MouseEvent.preventDefault,React.MouseEvent,React.FormEvent.currentTarget,React.ForwardedRef,React.FormEvent.defaultPrevented,React.FormEvent.preventDefault",""
"server","@types",3,3,6,2,1,33.333333333333336,"React.ReactNode,React.JSX.Element",""
"react-router","@types",1,3,7,1,1,14.285714285714286,"React.createElement",""
