"internalModuleName","externalModuleName","numberOfExternalDeclarationCaller","numberOfExternalDeclarationCalls","numberOfAllElementsInInternalModule","numberOfAllExternalDeclarationsUsedInInternalModule","numberOfAllExternalModulesUsedInInternalModule","externalDeclarationRate","externalDeclarationNames","Source Cypher File: External_Dependencies/External_module_usage_per_internal_module_sorted_for_Typescript.cypher"
"react-router-native","@types/react-native",11,14,12,18,3,150,"GestureResponderEvent,TouchableHighlightProps,BackHandler,BackHandlerStatic.addEventListener,BackHandlerStatic.removeEventListener,Linking,LinkingStatic.removeEventListener,LinkingStatic.getInitialURL,LinkingStatic.addEventListener,GestureResponderEvent.defaultPrevented",""
"react-router-native","@types/react",9,14,12,18,3,150,"React.JSX.Element,React.ReactNode,React.useMemo,React.useRef,React.MutableRefObject.current,React.useCallback,React.useEffect",""
"react-router-native","@ungap/url-search-params",2,4,12,18,3,150,"url-search-params",""
"react-router-dom","@types/react",83,128,35,27,1,77.14285714285714,"React.JSX.Element,React.MutableRefObject.current,React.useState,React.useRef,React.useEffect,React.useCallback,React.useLayoutEffect,React.ReactNode,React.ReactElement,React.CSSProperties,React.ReactPortal,React.forwardRef,React.useContext,React.useMemo,React.ForwardRefExoticComponent.displayName,React.RefAttributes,React.FormEvent.currentTarget,React.ForwardRefExoticComponent,React.FormEvent.defaultPrevented,React.ForwardedRef,React.FormEvent.preventDefault,React.MouseEvent,React.MouseEvent.preventDefault,React.Context,React.createContext,React.MouseEvent.defaultPrevented,React.AnchorHTMLAttributes",""
"server","@types/react",3,3,6,2,1,33.333333333333336,"React.JSX.Element,React.ReactNode",""
"react-router","@types/react",1,3,15,1,1,6.666666666666667,"React.createElement",""
