"externalSecondLevelPackageName","numberOfExternalCallerPackages","numberOfExternalCallerTypes","numberOfExternalTypeCalls","numberOfExternalTypeCallsWeighted","allPackages","allTypes","tenExternalTypeNames","Source Cypher File: External_Dependencies/External_second_level_package_usage_overall.cypher"
"javax.annotation",63,307,339,1565,93,1190,"Nonnull,Nullable,PreDestroy",""
"org.slf4j",53,113,201,579,93,1190,"LoggerFactory,Logger",""
"com.fasterxml",14,30,85,196,93,1190,"JsonTypeInfo$Id,JsonTypeInfo,JsonProperty,JsonGetter,JsonCreator,JsonTypeInfo$As,JsonIgnore,ObjectMapper,ObjectMapper$DefaultTyping",""
"javax.persistence",13,24,78,340,93,1190,"EntityManager,TypedQuery,Id,GeneratedValue,MappedSuperclass,Column,Lob,Basic,Embeddable",""
"jakarta.persistence",8,22,69,328,93,1190,"EntityManager,TypedQuery,Id,GeneratedValue,MappedSuperclass,Lob,Basic,Column,NoResultException",""
"org.hamcrest",5,27,61,498,93,1190,"StringDescription,Description,Matcher,CoreMatchers,TypeSafeMatcher,BaseMatcher,Matchers",""
"com.github",2,6,19,118,93,1190,"ScheduledExecution,Tasks$OneTimeTaskBuilder,TaskWithDataDescriptor,SchedulerState,Scheduler,TaskInstance,Task,ExecutionContext,TaskInstanceId",""
"com.thoughtworks",2,8,31,135,93,1190,"CollectionConverter,MarshallingContext,HierarchicalStreamReader,Mapper,UnmarshallingContext,HierarchicalStreamWriter,MapConverter,CannotResolveClassException,XStream",""
"org.jobrunr",2,4,8,39,93,1190,"JobScheduler,JobBuilder,JobId",""
"org.junit",2,4,8,18,93,1190,"ExtensionContext,BeforeEachCallback,AfterEachCallback,Statement,TestRule,Description,Assertions",""
"org.quartz",2,9,38,228,93,1190,"Scheduler,JobExecutionException,SchedulerContext,JobDataMap,JobDetail,Job,JobExecutionContext,JobKey,GroupMatcher",""
"reactor.core",2,18,36,159,93,1190,"Mono,Flux,FluxSink$OverflowStrategy,Signal,MonoSink,Sinks$MulticastReplaySpec,Sinks$Many,Sinks$ManySpec,Sinks",""
"com.google",1,1,4,9,93,1190,"JsonParser,JsonElement,JsonObject,JsonArray",""
"com.lmax",1,7,14,51,93,1190,"EventHandlerGroup,Disruptor,RingBuffer,EventHandler,LifecycleAware,ExceptionHandler,ProducerType,WaitStrategy,BlockingWaitStrategy",""
"jakarta.validation",1,2,5,22,93,1190,"ConstraintViolation,Validation,Validator,ValidatorFactory",""
"javax.cache",1,2,12,59,93,1190,"CacheEntryListenerException,CacheEntryListenerConfiguration,CacheEntryEventFilter,CacheEntryEvent,CacheEntryListener,CacheEntryCreatedListener,CacheEntryExpiredListener,CacheEntryUpdatedListener,CacheEntryRemovedListener",""
"javax.validation",1,2,5,22,93,1190,"ConstraintViolation,ValidatorFactory,Validator,Validation",""
"net.sf",1,2,8,72,93,1190,"Element,CacheException,CacheEventListener,Ehcache,RegisteredEventListeners",""
"nu.xom",1,3,5,16,93,1190,"Document,Builder,ParsingException",""
"org.dom4j",1,3,4,15,93,1190,"Document,STAXEventReader",""
"org.ehcache",1,3,10,49,93,1190,"EventFiring,CacheRuntimeConfiguration,CacheEventListener,EventOrdering,Ehcache,EventType,CacheEvent",""
"org.testcontainers",1,3,13,47,93,1190,"GenericContainer,HttpWaitStrategy,Wait,ContainerLaunchException,MountableFile,DockerImageName",""
