"similarity","artifactName1","node1Name","node1IncomingDependencies","node1OutgoingDependencies","artifactName2","node2Name","node2IncomingDependencies","node2OutgoingDependencies","Source Cypher File: Similarity/Similarity_1c_Stream.cypher"
1,"axon-messaging-4.8.2","org.axonframework.common.annotation",22,3,"axon-messaging-4.8.2","org.axonframework.common.property",23,15,""
1,"axon-messaging-4.8.2","org.axonframework.common.annotation",22,3,"axon-messaging-4.8.2","org.axonframework.eventhandling.scheduling",20,2,""
1,"axon-messaging-4.8.2","org.axonframework.common.caching",37,35,"axon-messaging-4.8.2","org.axonframework.common.lock",42,24,""
1,"axon-messaging-4.8.2","org.axonframework.common.jpa",16,6,"axon-messaging-4.8.2","org.axonframework.common.legacyjpa",14,6,""
1,"axon-messaging-4.8.2","org.axonframework.common.legacyjpa",14,6,"axon-messaging-4.8.2","org.axonframework.common.jpa",16,6,""
1,"axon-messaging-4.8.2","org.axonframework.common.lock",42,24,"axon-messaging-4.8.2","org.axonframework.common.caching",37,35,""
1,"axon-messaging-4.8.2","org.axonframework.common.property",23,15,"axon-messaging-4.8.2","org.axonframework.common.annotation",22,3,""
1,"axon-messaging-4.8.2","org.axonframework.common.property",23,15,"axon-messaging-4.8.2","org.axonframework.eventhandling.scheduling",20,2,""
1,"axon-messaging-4.8.2","org.axonframework.eventhandling.scheduling",20,2,"axon-messaging-4.8.2","org.axonframework.common.annotation",22,3,""
1,"axon-messaging-4.8.2","org.axonframework.eventhandling.scheduling",20,2,"axon-messaging-4.8.2","org.axonframework.common.property",23,15,""
0.808695652173913,"axon-messaging-4.8.2","org.axonframework.deadline.dbscheduler",6,55,"axon-messaging-4.8.2","org.axonframework.deadline.quartz",5,56,""
0.808695652173913,"axon-messaging-4.8.2","org.axonframework.deadline.quartz",5,56,"axon-messaging-4.8.2","org.axonframework.deadline.dbscheduler",6,55,""
0.79,"axon-messaging-4.8.2","org.axonframework.deadline.jobrunr",5,47,"axon-messaging-4.8.2","org.axonframework.deadline.quartz",5,56,""
0.79,"axon-messaging-4.8.2","org.axonframework.deadline.quartz",5,56,"axon-messaging-4.8.2","org.axonframework.deadline.jobrunr",5,47,""
0.75,"axon-messaging-4.8.2","org.axonframework.common.annotation",22,3,"axon-messaging-4.8.2","org.axonframework.common.digest",2,1,""
0.75,"axon-messaging-4.8.2","org.axonframework.common.digest",2,1,"axon-messaging-4.8.2","org.axonframework.common.annotation",22,3,""
0.75,"axon-messaging-4.8.2","org.axonframework.common.digest",2,1,"axon-messaging-4.8.2","org.axonframework.common.property",23,15,""
0.75,"axon-messaging-4.8.2","org.axonframework.common.digest",2,1,"axon-messaging-4.8.2","org.axonframework.eventhandling.scheduling",20,2,""
0.75,"axon-messaging-4.8.2","org.axonframework.common.property",23,15,"axon-messaging-4.8.2","org.axonframework.common.digest",2,1,""
0.75,"axon-messaging-4.8.2","org.axonframework.eventhandling.scheduling",20,2,"axon-messaging-4.8.2","org.axonframework.common.digest",2,1,""
0.7215189873417721,"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing.eventstore.jpa",9,45,"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing.eventstore.legacyjpa",23,84,""
0.7215189873417721,"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing.eventstore.legacyjpa",23,84,"axon-eventsourcing-4.8.2","org.axonframework.eventsourcing.eventstore.jpa",9,45,""
0.7181818181818181,"axon-messaging-4.8.2","org.axonframework.deadline.dbscheduler",6,55,"axon-messaging-4.8.2","org.axonframework.deadline.jobrunr",5,47,""
0.7181818181818181,"axon-messaging-4.8.2","org.axonframework.deadline.jobrunr",5,47,"axon-messaging-4.8.2","org.axonframework.deadline.dbscheduler",6,55,""
