"memberName","score","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_3c_Page_Rank_Stream.cypher"
"org.axonframework.serialization.SerializedType",0.587508296337546,37,1,""
"org.axonframework.serialization.SimpleSerializedType",0.5047532063468018,9,2,""
"org.axonframework.messaging.Message",0.3605905902141524,189,3,""
"org.axonframework.serialization.Serializer",0.23409217137128682,78,3,""
"org.axonframework.messaging.MetaData",0.2036056992743372,67,2,""
"org.axonframework.serialization.SerializedObject",0.20293799022090783,47,1,""
"org.axonframework.common.Assert",0.1669472891695454,55,,""
"org.axonframework.messaging.MetaData$MetaDataCollector",0.13120859214903247,1,2,""
"org.axonframework.common.AxonException",0.11285475049920779,21,,""
"org.axonframework.eventhandling.EventMessage",0.10250466307465944,133,1,""
"org.axonframework.messaging.MetaData$1",0.100441414065651,2,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema",0.09211032947575849,21,2,""
"org.axonframework.common.AxonNonTransientException",0.07611977524016263,26,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$Builder",0.07031366214923507,1,2,""
"org.axonframework.messaging.annotation.MessageHandlingMember",0.05727673287210824,61,1,""
"org.axonframework.eventhandling.TrackingToken",0.05272473504343762,74,,""
"org.axonframework.commandhandling.CommandMessage",0.0518884748809335,103,1,""
"org.axonframework.serialization.Converter",0.043057977307837815,13,2,""
"org.axonframework.common.AxonConfigurationException",0.04257361103178966,76,1,""
"org.axonframework.eventhandling.DomainEventMessage",0.03593766403908154,56,2,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema",0.02986356020805979,7,2,""
"org.axonframework.common.BuilderUtils",0.028427746086718917,84,3,""
"org.axonframework.modelling.saga.AssociationValue",0.027471880547704237,30,1,""
"org.axonframework.common.TypeReflectionUtils$VarMap",0.02707119835276105,3,3,""
"org.axonframework.common.AxonTransientException",0.022962451134457638,13,1,""
"org.axonframework.messaging.annotation.ParameterResolver",0.022873797841234157,40,1,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema$Builder",0.022571682874843114,1,2,""
"org.axonframework.messaging.unitofwork.RollbackConfigurationType",0.021393877666216806,11,5,""
"org.axonframework.common.stream.StreamUtils",0.02019142417850383,2,2,""
"org.axonframework.messaging.ResultMessage",0.01987428141048977,21,5,""
"org.axonframework.common.stream.BlockingStream",0.019585752371802597,14,1,""
"org.axonframework.commandhandling.distributed.CommandMessageFilter",0.01945739963808454,11,4,""
"org.axonframework.eventhandling.TrackedEventMessage",0.019404056796665244,48,2,""
"org.axonframework.common.transaction.Transaction",0.019116681183435028,5,,""
"org.axonframework.config.Configuration",0.0187277776267883,23,33,""
"org.axonframework.messaging.unitofwork.UnitOfWork",0.018718094876235988,54,11,""
"org.axonframework.messaging.ScopeDescriptor",0.017504444033166026,32,,""
"org.axonframework.serialization.ContentTypeConverter",0.01682367693573737,17,,""
"org.axonframework.serialization.SimpleSerializedObject",0.01649351545651221,23,4,""
"org.axonframework.messaging.annotation.ParameterResolverFactory",0.015040591506562118,47,1,""
"org.axonframework.common.IdentifierFactory",0.014112144861397415,8,1,""
"org.axonframework.common.transaction.TransactionManager",0.013887111564582773,64,1,""
"org.axonframework.commandhandling.CommandCallback",0.013714607478147399,34,3,""
"org.axonframework.messaging.MessageHandler",0.01345463315786454,31,1,""
"org.axonframework.commandhandling.CommandResultMessage",0.013422088164199826,25,2,""
"org.axonframework.common.DefaultIdentifierFactory",0.013414120993155906,1,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$1",0.01320469187411255,2,1,""
"org.axonframework.messaging.annotation.HasHandlerAttributes",0.01311997626678732,9,,""
"org.axonframework.deadline.DeadlineMessage",0.013007257515123405,26,2,""
"org.axonframework.modelling.command.inspection.EntityModel",0.01292988917767458,10,2,""
"org.axonframework.eventhandling.Segment",0.012669865876141535,30,1,""
"org.axonframework.common.Registration",0.012665340979590564,38,,""
"org.axonframework.common.ReflectionUtils",0.012641357585802275,27,4,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$InvocationHandler",0.012563683064791206,13,,""
"org.axonframework.messaging.deadletter.DeadLetter",0.01250267628370272,20,3,""
"org.axonframework.queryhandling.QueryMessage",0.012224440879379395,21,2,""
"org.axonframework.tracing.SpanScope",0.01196092523246701,11,,""
"org.axonframework.serialization.upcasting.Upcaster",0.011903302190280391,6,,""
"org.axonframework.common.caching.Cache$EntryListener",0.01165133930178452,9,,""
"org.axonframework.messaging.responsetypes.ResponseType",0.010721535774607332,19,,""
"org.axonframework.messaging.unitofwork.RollbackConfigurationType$1",0.010704449550842106,4,1,""
"org.axonframework.tracing.SpanFactory",0.01055494000053924,52,3,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema$1",0.010446133545314009,2,1,""
