"memberName","centrality","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_7c_Harmonic_Closeness_Stream.cypher"
"org.axonframework.eventsourcing.eventstore.AbstractEventStore$Builder",0.009536384976525822,5,6,""
"org.axonframework.eventhandling.TrackingEventProcessorConfiguration",0.00953638497652582,4,7,""
"org.axonframework.modelling.command.ConflictingModificationException",0.009509138162307177,1,1,""
"org.axonframework.eventsourcing.NoSnapshotTriggerDefinition$NoSnapshotTrigger",0.009433685446009388,1,3,""
"org.axonframework.eventhandling.pooled.WorkPackage$ProcessingEntry",0.009207327297116031,3,2,""
"org.axonframework.eventhandling.pooled.WorkPackage$BatchProcessor",0.009198943661971831,3,3,""
"org.axonframework.eventhandling.pooled.WorkPackage$EventFilter",0.009198943661971831,3,2,""
"org.axonframework.commandhandling.gateway.AbstractCommandGateway",0.009169600938967135,3,10,""
"org.axonframework.serialization.ChainedConverter$RouteCalculator",0.00914235412474849,1,3,""
"org.axonframework.modelling.saga.SagaMethodMessageHandlingMember",0.009110915492957746,4,7,""
"org.axonframework.modelling.saga.SagaInstantiationException",0.009104627766599597,1,1,""
"org.axonframework.common.property.PropertyAccessStrategy",0.009096244131455399,6,1,""
"org.axonframework.eventhandling.EventTrackerStatusChangeListener",0.009022887323943662,4,1,""
"org.axonframework.messaging.ExecutionException",0.009022887323943662,5,1,""
"org.axonframework.commandhandling.CommandExecutionException",0.008949530516431926,3,1,""
"org.axonframework.messaging.deadletter.ThrowableCause",0.008913900067069082,3,1,""
"org.axonframework.commandhandling.RoutingKey",0.008802816901408453,3,,""
"org.axonframework.eventhandling.deadletter.jpa.DeadLetterEventEntry",0.008802816901408451,7,2,""
"org.axonframework.eventhandling.AbstractEventBus",0.008729460093896713,2,14,""
"org.axonframework.commandhandling.gateway.RetryingCallback",0.008714788732394365,3,10,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStorageEngine$Builder",0.008656103286384977,6,9,""
"org.axonframework.modelling.command.inspection.CreationPolicyMember",0.008494718309859156,2,2,""
"org.axonframework.eventhandling.StreamingEventProcessor",0.00846537558685446,2,5,""
"org.axonframework.disruptor.commandhandling.AggregateStateCorruptedException",0.00842136150234742,3,1,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$Builder",0.008362676056338027,7,8,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$Builder",0.008362676056338027,3,13,""
"org.axonframework.disruptor.commandhandling.DisruptorUnitOfWork",0.008348004694835681,2,10,""
"org.axonframework.eventhandling.pooled.WorkPackage$Builder",0.008318661971830985,2,10,""
"org.axonframework.commandhandling.callbacks.FutureCallback",0.008289319248826293,2,4,""
"org.axonframework.commandhandling.DuplicateCommandHandlerResolution",0.008245305164319249,2,4,""
"org.axonframework.commandhandling.callbacks.NoOpCallback",0.008245305164319249,2,3,""
"org.axonframework.common.jdbc.ConnectionProvider",0.008215962441314555,8,,""
"org.axonframework.commandhandling.CommandMessageHandler",0.008215962441314553,2,2,""
"org.axonframework.modelling.command.TargetAggregateIdentifier",0.008083920187793428,2,1,""
"org.axonframework.modelling.command.TargetAggregateVersion",0.008083920187793428,2,,""
"org.axonframework.eventhandling.GenericTrackedEventMessage",0.007951877934272301,3,5,""
"org.axonframework.modelling.saga.metamodel.SagaMetaModelFactory",0.007937206572769952,3,1,""
"org.axonframework.config.Component",0.007922535211267605,5,3,""
"org.axonframework.serialization.AbstractXStreamSerializer$MetaDataConverter",0.007819835680751173,1,1,""
"org.axonframework.serialization.GapAwareTrackingTokenConverter",0.007819835680751173,1,2,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStore",0.007775821596244132,2,9,""
"org.axonframework.queryhandling.QuerySubscription",0.00777582159624413,6,3,""
"org.axonframework.modelling.command.IdentifierMissingException",0.007761150234741784,2,1,""
"org.axonframework.modelling.command.LockingRepository",0.007761150234741784,3,16,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker",0.007731807511737089,4,8,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker$Builder",0.007731807511737089,4,11,""
"org.axonframework.common.ProcessRetriesExhaustedException",0.00770351274312542,1,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$MetaDataExtractor",0.0077024647887323945,3,1,""
"org.axonframework.messaging.annotation.MetaDataValue",0.0077024647887323945,2,,""
"org.axonframework.modelling.command.NoArgumentConstructorCreationPolicyAggregateFactory",0.0077024647887323945,2,2,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry$1",0.007687793427230047,2,1,""
"org.axonframework.test.deadline.StubDeadlineManager",0.007629107981220658,5,14,""
"org.axonframework.eventsourcing.eventstore.EventStoreException",0.00761443661971831,3,1,""
"org.axonframework.eventhandling.pooled.CoordinatorTask",0.007593477531857814,4,,""
"org.axonframework.eventhandling.pooled.Coordinator$EventFilter",0.007585093896713615,4,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$CompositeCallback",0.007555751173708919,2,3,""
"org.axonframework.disruptor.commandhandling.AggregateBlacklistedException",0.007541079812206574,2,1,""
"org.axonframework.modelling.saga.metamodel.AnnotationSagaMetaModelFactory",0.00749706572769953,3,8,""
"org.axonframework.test.matchers.Matchers",0.007482394366197183,5,17,""
"org.axonframework.commandhandling.LoggingDuplicateCommandHandlerResolver",0.007467723004694836,2,3,""
"org.axonframework.modelling.command.LockAwareAggregate",0.007467723004694835,2,4,""
"org.axonframework.eventhandling.pooled.WorkPackage$1",0.0074467639168343406,2,1,""
"org.axonframework.eventhandling.pooled.WorkPackage$BatchProcessingEntry",0.0074467639168343406,1,3,""
"org.axonframework.eventhandling.pooled.WorkPackage$DefaultProcessingEntry",0.0074467639168343406,1,3,""
"org.axonframework.common.lock.NoOpLock",0.007423708920187793,2,1,""
"org.axonframework.eventsourcing.AggregateCacheEntry",0.007350352112676058,2,7,""
"org.axonframework.config.MessageMonitorFactory",0.00733568075117371,5,3,""
"org.axonframework.commandhandling.SimpleCommandBus",0.007335680751173708,5,24,""
"org.axonframework.commandhandling.SimpleCommandBus$Builder",0.007335680751173708,5,17,""
"org.axonframework.modelling.saga.repository.inmemory.InMemorySagaStore",0.007335680751173708,4,5,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$Builder",0.007262323943661972,3,7,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry$RepeatingCommandHandler",0.0072476525821596255,1,5,""
"org.axonframework.test.matchers.ListMatcher",0.00721830985915493,4,,""
"org.axonframework.eventhandling.TrackingEventProcessor$State",0.007188967136150234,3,,""
"org.axonframework.eventhandling.TrackingEventProcessor$Worker",0.007188967136150234,3,,""
"org.axonframework.eventhandling.pooled.Coordinator",0.007144953051643193,4,18,""
"org.axonframework.messaging.deadletter.Decisions",0.007144953051643193,3,6,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$DispatchOnInvocationHandler",0.007115610328638496,2,12,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$DispatchOnInvocationHandler$Builder",0.007115610328638496,2,9,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$GatewayInvocationHandler",0.007115610328638496,2,5,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$GatewayInvocationHandler$Builder",0.007115610328638496,2,8,""
"org.axonframework.test.matchers.AllFieldsFilter",0.00710093896713615,3,1,""
"org.axonframework.commandhandling.distributed.commandfilter.OrCommandMessageFilter",0.007042253521126761,3,2,""
"org.axonframework.eventhandling.TrackingEventProcessor$Builder",0.007042253521126761,2,17,""
"org.axonframework.eventsourcing.EventSourcingRepository",0.007042253521126761,4,22,""
"org.axonframework.eventsourcing.EventSourcingRepository$Builder",0.007042253521126761,4,18,""
"org.axonframework.eventsourcing.GenericAggregateFactory",0.007042253521126761,3,7,""
"org.axonframework.modelling.command.ForwardingMode",0.007042253521126761,8,2,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$1",0.006880868544600939,2,2,""
"org.axonframework.eventhandling.async.SequentialPerAggregatePolicy",0.006851525821596244,2,3,""
"org.axonframework.commandhandling.gateway.RetryingCallback$1",0.006836854460093898,2,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$NullOnInterrupted",0.006822183098591549,1,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$NullOnTimeout",0.006822183098591549,1,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$TypeSafeCallbackWrapper",0.006822183098591549,1,4,""
"org.axonframework.commandhandling.gateway.Timeout",0.006822183098591549,1,,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker",0.006807511737089202,4,15,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus",0.006748826291079812,6,39,""
"org.axonframework.eventhandling.EventProcessingStrategy",0.006748826291079812,4,1,""
"org.axonframework.eventhandling.TrackingEventProcessor$1",0.006748826291079812,3,1,""
"org.axonframework.eventhandling.TrackingEventProcessor$Instruction",0.006748826291079812,3,5,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine",0.006748826291079812,4,9,""
"org.axonframework.modelling.saga.AnnotatedSagaManager",0.006734154929577465,3,11,""
"org.axonframework.modelling.saga.AnnotatedSagaManager$Builder",0.006734154929577465,3,10,""
"org.axonframework.modelling.saga.repository.AnnotatedSagaRepository",0.006734154929577465,3,15,""
"org.axonframework.modelling.saga.repository.AnnotatedSagaRepository$Builder",0.006734154929577465,3,12,""
"org.axonframework.serialization.GapAwareTrackingTokenConverter$ReflectivelyConstructedGapSetConverter",0.006721579476861167,1,,""
"org.axonframework.eventsourcing.conflictresolution.ConflictDescription",0.006706908115358819,3,1,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker$Builder",0.006675469483568075,3,13,""
"org.axonframework.eventhandling.replay.ResetContext",0.006639839034205231,3,1,""
"org.axonframework.eventsourcing.conflictresolution.ContextAwareConflictExceptionSupplier",0.006616784037558686,3,1,""
"org.axonframework.modelling.saga.repository.LockingSagaRepository$Builder",0.006616784037558685,3,4,""
"org.axonframework.commandhandling.distributed.Member",0.006602112676056338,6,,""
"org.axonframework.commandhandling.distributed.commandfilter.AndCommandMessageFilter",0.006602112676056338,2,2,""
"org.axonframework.common.jdbc.JdbcUtils",0.006602112676056338,5,3,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema",0.006602112676056338,7,2,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore",0.006602112676056338,6,16,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$FireAndForget",0.006528755868544601,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WaitForResult",0.006528755868544601,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WaitForResultWithFixedTimeout",0.006528755868544601,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WaitForResultWithTimeoutInArguments",0.006528755868544601,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WrapNonDeclaredCheckedExceptions",0.006528755868544601,1,3,""
"org.axonframework.config.LifecycleHandlerInspector",0.006455399061032863,2,13,""
"org.axonframework.queryhandling.registration.DuplicateQueryHandlerResolver",0.006455399061032863,5,1,""
"org.axonframework.serialization.SerializedMetaData",0.0064553990610328625,3,4,""
"org.axonframework.commandhandling.FailingDuplicateCommandHandlerResolver",0.006440727699530516,1,4,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateCommandHandler",0.006440727699530516,1,9,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateConstructorCommandHandler",0.006440727699530516,1,7,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateCreateOrUpdateCommandHandler",0.006440727699530516,1,9,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AlwaysCreateAggregateCommandHandler",0.006440727699530516,1,7,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker",0.006411384976525821,3,17,""
"org.axonframework.commandhandling.gateway.RetryingCallback$RetryDispatch",0.006396713615023475,1,5,""
"org.axonframework.modelling.saga.SagaExecutionException",0.006323356807511737,2,1,""
"org.axonframework.test.saga.FixtureExecutionResult",0.00630868544600939,5,3,""
"org.axonframework.eventhandling.TrackingEventProcessor$TrackingSegmentWorker",0.006308685446009389,2,9,""
"org.axonframework.eventhandling.TrackingEventProcessor$WorkerLauncher",0.006308685446009389,2,15,""
"org.axonframework.eventhandling.TrackingEventProcessor$WrappedMessageStream",0.006308685446009389,1,3,""
"org.axonframework.eventhandling.pooled.Coordinator$Builder",0.0062646713615023475,2,12,""
"org.axonframework.test.matchers.PayloadMatcher",0.0062646713615023475,2,1,""
"org.axonframework.eventhandling.pooled.PooledStreamingEventProcessor$Builder",0.006235328638497652,3,17,""
"org.axonframework.eventsourcing.conflictresolution.ConflictResolver",0.006176643192488264,3,5,""
"org.axonframework.commandhandling.distributed.commandfilter.NegateCommandMessageFilter",0.006161971830985915,1,2,""
"org.axonframework.deadline.AbstractDeadlineManager",0.006161971830985915,3,7,""
"org.axonframework.eventsourcing.AbstractSnapshotter",0.006161971830985915,4,17,""
"org.axonframework.lifecycle.LifecycleHandlerInvocationException",0.006117957746478874,2,1,""
"org.axonframework.modelling.saga.SagaLifecycle",0.0060299295774647885,2,6,""
"org.axonframework.config.SagaConfigurer",0.006015258215962441,3,9,""
"org.axonframework.eventsourcing.AbstractSnapshotter$Builder",0.0060152582159624405,3,8,""
"org.axonframework.disruptor.commandhandling.FirstLevelCache",0.005929325955734407,3,3,""
"org.axonframework.disruptor.commandhandling.EventPublisher",0.005927230046948357,2,14,""
"org.axonframework.modelling.command.AbstractRepository",0.005883215962441315,1,18,""
"org.axonframework.modelling.command.LockAwareAggregate$LockSupplier",0.005883215962441315,1,1,""
"org.axonframework.common.jdbc.JdbcException",0.005868544600938968,3,1,""
"org.axonframework.common.jdbc.JdbcUtils$SqlFunction",0.005868544600938968,3,,""
"org.axonframework.common.jdbc.JdbcUtils$SqlResultConverter",0.005868544600938968,3,,""
"org.axonframework.queryhandling.QueryInvocationErrorHandler",0.005868544600938968,4,2,""
"org.axonframework.serialization.upcasting.event.NoOpEventUpcaster",0.005868544600938968,1,2,""
"org.axonframework.eventhandling.TrackingEventProcessor$MergeSegmentInstruction",0.005868544600938967,1,7,""
"org.axonframework.eventhandling.TrackingEventProcessor$SplitSegmentInstruction",0.005868544600938967,1,5,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$1",0.005868544600938967,5,1,""
"org.axonframework.messaging.annotation.FixedValueParameterResolver",0.005868544600938967,2,2,""
"org.axonframework.eventhandling.pooled.Coordinator$1",0.005832914151576123,3,1,""
"org.axonframework.eventhandling.pooled.Coordinator$NoToken",0.005832914151576123,2,1,""
"org.axonframework.eventhandling.pooled.Coordinator$RunState",0.005832914151576123,2,,""
"org.axonframework.test.deadline.ScheduledDeadlineInfo",0.005721830985915493,2,2,""
"org.axonframework.eventhandling.AbstractEventEntry",0.005707159624413145,2,9,""
"org.axonframework.eventhandling.AnnotationEventHandlerAdapter",0.005677816901408451,1,13,""
"org.axonframework.commandhandling.DuplicateCommandHandlerSubscriptionException",0.005583501006036217,1,3,""
"org.axonframework.config.EventProcessingConfigurer",0.005575117370892019,3,25,""
"org.axonframework.test.utils.CallbackBehavior",0.005575117370892019,4,1,""
"org.axonframework.eventsourcing.AggregateDeletedException",0.0055604460093896715,2,1,""
"org.axonframework.eventhandling.pooled.PooledStreamingEventProcessor",0.005531103286384976,2,31,""
"org.axonframework.eventsourcing.AbstractSnapshotter$1",0.005501760563380281,4,1,""
"org.axonframework.eventhandling.WrappedTrackerStatus",0.005487089201877934,2,3,""
"org.axonframework.messaging.deadletter.DoNotEnqueue",0.00545774647887324,1,2,""
"org.axonframework.messaging.deadletter.Ignore",0.00545774647887324,1,2,""
"org.axonframework.messaging.deadletter.ShouldEnqueue",0.00545774647887324,1,4,""
"org.axonframework.test.matchers.MatcherExecutionException",0.00545774647887324,2,1,""
"org.axonframework.eventhandling.RemovedTrackerStatus",0.005457746478873239,2,2,""
"org.axonframework.modelling.saga.metamodel.AnnotationSagaMetaModelFactory$InspectedSagaModel",0.005443075117370892,1,7,""
"org.axonframework.config.EventProcessingModule$1",0.005428403755868545,5,1,""
"org.axonframework.eventhandling.AbstractDomainEventEntry",0.005428403755868544,2,4,""
"org.axonframework.eventhandling.GenericDomainEventEntry",0.005428403755868544,3,1,""
"org.axonframework.eventhandling.TrackedDomainEventData",0.005428403755868544,3,4,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Node",0.005428403755868544,4,3,""
"org.axonframework.queryhandling.SinkWrapper",0.005413732394366197,3,,""
"org.axonframework.eventhandling.pooled.MergeTask",0.0053927733065057,1,7,""
"org.axonframework.eventhandling.pooled.SplitTask",0.0053927733065057,1,7,""
"org.axonframework.eventsourcing.conflictresolution.ConflictExceptionSupplier",0.005386485580147551,2,,""
"org.axonframework.modelling.saga.repository.inmemory.InMemorySagaStore$ManagedSaga",0.005355046948356808,1,2,""
"org.axonframework.test.matchers.DeepEqualsMatcher",0.0053403755868544605,1,5,""
"org.axonframework.test.matchers.EmptyCollectionMatcher",0.0053403755868544605,1,,""
"org.axonframework.test.matchers.EqualFieldsMatcher",0.0053403755868544605,1,3,""
"org.axonframework.test.matchers.ExactClassMatcher",0.0053403755868544605,1,1,""
"org.axonframework.test.matchers.ExactSequenceMatcher",0.0053403755868544605,1,1,""
"org.axonframework.test.matchers.ListWithAllOfMatcher",0.0053403755868544605,1,1,""
"org.axonframework.test.matchers.ListWithAnyOfMatcher",0.0053403755868544605,1,1,""
"org.axonframework.test.matchers.NullOrVoidMatcher",0.0053403755868544605,1,,""
"org.axonframework.test.matchers.PayloadsMatcher",0.0053403755868544605,1,1,""
"org.axonframework.test.matchers.PredicateMatcher",0.0053403755868544605,1,,""
"org.axonframework.test.matchers.SequenceMatcher",0.0053403755868544605,1,1,""
"org.axonframework.modelling.saga.AnnotatedSaga",0.0052963615023474174,1,12,""
"org.axonframework.modelling.saga.repository.LockingSagaRepository",0.0052963615023474174,1,7,""
"org.axonframework.modelling.saga.repository.SagaCreationException",0.0052963615023474174,1,1,""
"org.axonframework.eventhandling.deadletter.jpa.DeadLetterEntry",0.00528169014084507,4,7,""
"org.axonframework.messaging.annotation.AbstractAnnotatedParameterResolverFactory",0.00528169014084507,6,5,""
"org.axonframework.test.deadline.DeadlineConsumer",0.00528169014084507,1,2,""
"org.axonframework.eventsourcing.AbstractAggregateFactory",0.005267018779342723,1,4,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker$1",0.005237676056338028,2,1,""
"org.axonframework.config.LifecycleHandlerInspector$LifecycleRegistration",0.005164319248826291,1,2,""
"org.axonframework.lifecycle.ShutdownHandler",0.005164319248826291,1,1,""
"org.axonframework.lifecycle.StartHandler",0.005164319248826291,1,1,""
"org.axonframework.config.EventProcessingConfigurer$DeadLetteringInvokerConfiguration",0.005134976525821596,2,2,""
"org.axonframework.config.EventProcessingConfigurer$EventProcessorBuilder",0.005134976525821596,2,3,""
"org.axonframework.config.EventProcessingConfigurer$PooledStreamingProcessorConfiguration",0.005134976525821596,2,2,""
"org.axonframework.test.aggregate.ResultValidator",0.005134976525821596,3,3,""
"org.axonframework.eventsourcing.conflictresolution.ConflictResolution",0.005120305164319249,1,9,""
"org.axonframework.eventsourcing.conflictresolution.DefaultConflictResolver",0.005120305164319249,1,7,""
"org.axonframework.modelling.command.AggregateRolledBackException",0.005093058350100603,1,1,""
"org.axonframework.eventhandling.EventUtils",0.005046948356807511,2,15,""
"org.axonframework.eventhandling.AddedTrackerStatus",0.005017605633802816,1,2,""
"org.axonframework.common.lock.NullLockFactory",0.004988262910798121,3,3,""
"org.axonframework.eventhandling.tokenstore.ConfigToken",0.004988262910798121,3,1,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$1",0.004988262910798121,2,1,""
"org.axonframework.messaging.annotation.SimpleResourceParameterResolverFactory",0.004988262910798121,2,4,""
"org.axonframework.modelling.saga.repository.jpa.SagaEntry",0.004988262910798121,3,3,""
"org.axonframework.test.matchers.IgnoreField",0.004988262910798121,2,2,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$1",0.004973591549295774,2,1,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$DisruptorRepository",0.004973591549295774,2,25,""
"org.axonframework.eventhandling.pooled.Coordinator$CoordinationTask",0.004952632461435278,1,18,""
"org.axonframework.eventhandling.deadletter.DeadLetteredEventProcessingTask",0.00494424882629108,1,11,""
"org.axonframework.eventsourcing.AbstractSnapshotter$RunnableAndFinally",0.004914906103286385,2,,""
"org.axonframework.eventhandling.replay.GenericResetContext",0.004879275653923541,1,5,""
"org.axonframework.modelling.saga.AbstractResourceInjector",0.004870892018779343,2,3,""
"org.axonframework.commandhandling.distributed.UnresolvedRoutingKeyPolicy",0.0048415492957746475,5,3,""
"org.axonframework.deadline.SimpleDeadlineManager",0.0048415492957746475,4,15,""
"org.axonframework.eventhandling.DirectEventProcessingStrategy",0.0048415492957746475,2,2,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStorageEngine",0.0048415492957746475,1,18,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventConsumer",0.0048415492957746475,3,7,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore",0.0048415492957746475,5,15,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$1",0.0048415492957746475,5,1,""
"org.axonframework.test.deadline.DeadlineManagerValidator",0.0048415492957746475,2,8,""
"org.axonframework.disruptor.commandhandling.EventPublisher$1",0.0048268779342723,2,1,""
"org.axonframework.disruptor.commandhandling.FirstLevelCache$1",0.004726274312541918,2,1,""
"org.axonframework.config.LifecycleHandlerInspector$1",0.004724178403755868,1,4,""
"org.axonframework.modelling.saga.AssociationValuesImpl",0.004709507042253521,1,2,""
"org.axonframework.commandhandling.AnnotationCommandHandlerAdapter",0.004694835680751174,2,14,""
"org.axonframework.commandhandling.distributed.CommandDispatchException",0.004694835680751174,2,1,""
"org.axonframework.commandhandling.distributed.RoutingStrategy",0.004694835680751174,4,1,""
"org.axonframework.commandhandling.gateway.DefaultCommandGateway",0.004694835680751174,3,12,""
"org.axonframework.commandhandling.gateway.DefaultCommandGateway$Builder",0.004694835680751174,3,9,""
"org.axonframework.eventhandling.SimpleEventBus",0.004694835680751174,3,3,""
"org.axonframework.eventhandling.SimpleEventBus$Builder",0.004694835680751174,3,6,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Builder",0.004694835680751174,2,10,""
"org.axonframework.queryhandling.DefaultSubscriptionQueryResult",0.004694835680751174,2,2,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler",0.004694835680751174,3,4,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler$Builder",0.004694835680751174,3,3,""
"org.axonframework.queryhandling.SimpleQueryUpdateEmitter",0.004694835680751174,3,23,""
"org.axonframework.queryhandling.SimpleQueryUpdateEmitter$Builder",0.004694835680751174,3,8,""
"org.axonframework.eventsourcing.CachingEventSourcingRepository",0.004680164319248826,1,13,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$1",0.004606807511737089,2,1,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$FailureLoggingCommandCallback",0.004606807511737089,2,4,""
"org.axonframework.config.EventProcessingModule$ProcessingGroupSelector",0.0045481220657277,3,1,""
"org.axonframework.test.saga.WhenAggregateEventPublisher",0.0045481220657277,3,1,""
"org.axonframework.common.DirectExecutor",0.004548122065727699,1,,""
"org.axonframework.eventhandling.tokenstore.jpa.TokenEntry$PK",0.004548122065727699,3,,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$EventStreamSpliterator",0.004548122065727699,1,1,""
"org.axonframework.eventsourcing.conflictresolution.DefaultConflictDescription",0.0044160798122065735,1,2,""
"org.axonframework.eventsourcing.conflictresolution.NoConflictResolver",0.0044160798122065735,1,4,""
"org.axonframework.commandhandling.gateway.AbstractRetryScheduler$Builder",0.0044014084507042256,5,3,""
"org.axonframework.config.EventProcessingModule",0.0044014084507042256,2,66,""
"org.axonframework.eventhandling.SubscribingEventProcessor",0.0044014084507042256,2,13,""
"org.axonframework.eventhandling.SubscribingEventProcessor$Builder",0.0044014084507042256,2,16,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventTableFactory",0.0044014084507042256,2,1,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$Node",0.0044014084507042256,4,3,""
"org.axonframework.queryhandling.SimpleQueryBus",0.0044014084507042256,3,40,""
"org.axonframework.test.aggregate.AggregateTestFixture$1",0.0044014084507042256,5,1,""
"org.axonframework.disruptor.commandhandling.EventPublisher$ReportResultTask",0.004386737089201878,1,4,""
"org.axonframework.test.eventscheduler.ScheduledItem",0.004328051643192488,3,1,""
"org.axonframework.disruptor.commandhandling.FirstLevelCache$WeakValue",0.004286133467471496,1,3,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema$1",0.004254694835680751,2,1,""
"org.axonframework.messaging.interceptors.CorrelationDataInterceptor",0.004254694835680751,2,5,""
"org.axonframework.queryhandling.NoHandlerForQueryException",0.004254694835680751,2,2,""
"org.axonframework.test.saga.ContinuedGivenState",0.004254694835680751,4,2,""
"org.axonframework.test.saga.GivenAggregateEventPublisher",0.004254694835680751,4,1,""
"org.axonframework.test.saga.WhenState",0.004254694835680751,3,2,""
"org.axonframework.config.SagaConfigurer$SagaConfigurationImpl",0.004181338028169014,1,15,""
"org.axonframework.eventsourcing.AbstractSnapshotter$AggregateTypeId",0.004181338028169014,1,1,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$Builder",0.004166666666666667,1,21,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$DisruptorRepository",0.004166666666666667,1,14,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$ExceptionHandler",0.004166666666666667,1,4,""
"org.axonframework.modelling.command.AggregateStreamCreationException",0.004166666666666666,1,1,""
"org.axonframework.common.jdbc.ConnectionWrapperFactory$ConnectionCloseHandler",0.004107981220657277,3,,""
"org.axonframework.deadline.SimpleDeadlineManager$1",0.0041079812206572764,3,1,""
"org.axonframework.eventhandling.GlobalSequenceTrackingToken",0.0041079812206572764,2,2,""
"org.axonframework.queryhandling.SimpleQueryBus$1",0.0041079812206572764,3,1,""
"org.axonframework.eventsourcing.AbstractSnapshotter$CreateSnapshotTask",0.00403462441314554,1,5,""
"org.axonframework.eventsourcing.AbstractSnapshotter$SilentTask",0.00403462441314554,1,4,""
"org.axonframework.eventhandling.async.EventProcessorTask",0.003961267605633803,4,3,""
"org.axonframework.eventhandling.async.EventProcessorTask$ShutdownCallback",0.003961267605633803,4,1,""
"org.axonframework.eventsourcing.AggregateSnapshotter",0.003961267605633803,3,14,""
"org.axonframework.messaging.interceptors.ResultHandler",0.003961267605633803,3,1,""
"org.axonframework.modelling.saga.repository.jdbc.GenericSagaSqlSchema",0.003961267605633803,4,5,""
"org.axonframework.modelling.saga.repository.jdbc.SagaSqlSchema",0.003961267605633803,3,2,""
"org.axonframework.test.aggregate.AggregateTestFixture",0.003961267605633803,4,64,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Cleaner",0.003961267605633802,1,4,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventProducer",0.003961267605633802,1,7,""
"org.axonframework.config.EventProcessingModule$InstanceProcessingGroupSelector",0.003814553990610328,2,2,""
"org.axonframework.config.EventProcessingModule$TypeProcessingGroupSelector",0.003814553990610328,2,2,""
"org.axonframework.deadline.SimpleDeadlineManager$Builder",0.003814553990610328,2,9,""
