"memberName","score","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_8c_Closeness_Stream.cypher"
"org.axonframework.eventhandling.GapAwareTrackingToken",0.0076904609475032,4,3,""
"org.axonframework.eventhandling.AbstractEventBus",0.0076824583866837385,2,14,""
"org.axonframework.modelling.command.CreationPolicyAggregateFactory",0.0076546233925290875,6,,""
"org.axonframework.modelling.saga.SagaInstantiationException",0.00764934434191355,1,1,""
"org.axonframework.disruptor.commandhandling.BlacklistDetectingCallback",0.007611847555923777,4,7,""
"org.axonframework.commandhandling.gateway.AbstractCommandGateway",0.0075677948286735335,3,10,""
"org.axonframework.eventhandling.TrackingEventProcessor",0.007511737089201878,8,43,""
"org.axonframework.eventhandling.pooled.WorkPackage",0.007510790549750114,8,17,""
"org.axonframework.commandhandling.CommandExecutionException",0.007335680751173708,3,1,""
"org.axonframework.eventhandling.pooled.WorkPackage$BatchProcessor",0.007243460764587525,3,3,""
"org.axonframework.eventhandling.pooled.WorkPackage$EventFilter",0.007243460764587525,3,2,""
"org.axonframework.commandhandling.CommandMessageHandler",0.007185972980741593,2,2,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$Builder",0.007130281690140845,3,13,""
"org.axonframework.commandhandling.DuplicateCommandHandlerResolution",0.007100938967136149,2,4,""
"org.axonframework.commandhandling.callbacks.NoOpCallback",0.007100938967136149,2,3,""
"org.axonframework.common.jdbc.ConnectionProvider",0.007100938967136149,8,,""
"org.axonframework.modelling.command.inspection.CreationPolicyMember",0.007100938967136149,2,2,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStorageEngine$Builder",0.0070736921529175045,6,9,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStore",0.007066705790297339,2,9,""
"org.axonframework.messaging.ExecutionException",0.0070618153364632235,5,1,""
"org.axonframework.eventhandling.EventTrackerStatusChangeListener",0.007058258642765685,4,1,""
"org.axonframework.modelling.command.LockingRepository$Builder",0.007042253521126762,7,8,""
"org.axonframework.modelling.command.ForwardingMode",0.007042253521126761,8,2,""
"org.axonframework.commandhandling.callbacks.FutureCallback",0.00704225352112676,2,4,""
"org.axonframework.serialization.AbstractXStreamSerializer$MetaDataConverter",0.006949592290585618,1,1,""
"org.axonframework.serialization.GapAwareTrackingTokenConverter",0.006949592290585618,1,2,""
"org.axonframework.eventhandling.StreamingEventProcessor",0.006848073736536869,2,5,""
"org.axonframework.commandhandling.gateway.RetryingCallback",0.006826865448007193,3,10,""
"org.axonframework.messaging.annotation.MetaDataValue",0.00677139761646804,2,,""
"org.axonframework.eventhandling.pooled.WorkPackage$ProcessingEntry",0.0067621638924455834,3,2,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$Builder",0.0067621638924455834,7,8,""
"org.axonframework.messaging.deadletter.ThrowableCause",0.006755003706449221,3,1,""
"org.axonframework.modelling.command.TargetAggregateIdentifier",0.006755003706449221,2,1,""
"org.axonframework.modelling.command.TargetAggregateVersion",0.006755003706449221,2,,""
"org.axonframework.eventhandling.pooled.WorkPackage$Builder",0.0067488262910798125,2,10,""
"org.axonframework.commandhandling.RoutingKey",0.006661029167128757,3,,""
"org.axonframework.disruptor.commandhandling.DisruptorUnitOfWork",0.006657130281690141,2,10,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$CompositeCallback",0.006620451877934272,2,3,""
"org.axonframework.modelling.command.NoArgumentConstructorCreationPolicyAggregateFactory",0.006620451877934272,2,2,""
"org.axonframework.modelling.saga.metamodel.SagaModel",0.006611893583724569,8,4,""
"org.axonframework.disruptor.commandhandling.AggregateStateCorruptedException",0.006558718508232494,3,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$MetaDataExtractor",0.006482074263764405,3,1,""
"org.axonframework.test.deadline.StubDeadlineManager",0.0064681567666870785,5,14,""
"org.axonframework.modelling.command.IdentifierMissingException",0.006402048655569783,2,1,""
"org.axonframework.common.ProcessRetriesExhaustedException",0.006390193009911319,1,1,""
"org.axonframework.config.Component",0.006389141299409359,5,3,""
"org.axonframework.modelling.saga.AssociationResolver",0.006389141299409359,5,2,""
"org.axonframework.commandhandling.SimpleCommandBus",0.006338028169014084,5,24,""
"org.axonframework.commandhandling.SimpleCommandBus$Builder",0.006338028169014084,5,17,""
"org.axonframework.modelling.saga.SagaMethodMessageHandlingMember",0.006263899184581172,4,7,""
"org.axonframework.eventhandling.TrackingEventProcessor$Builder",0.006259780907668232,2,17,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema",0.006259780907668232,7,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$NullOnInterrupted",0.006231013532173433,1,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$NullOnTimeout",0.006231013532173433,1,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$TypeSafeCallbackWrapper",0.006231013532173433,1,4,""
"org.axonframework.commandhandling.gateway.Timeout",0.006231013532173433,1,,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$DispatchOnInvocationHandler",0.006200244947948561,2,12,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$DispatchOnInvocationHandler$Builder",0.006200244947948561,2,9,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$GatewayInvocationHandler",0.006200244947948561,2,5,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$GatewayInvocationHandler$Builder",0.006200244947948561,2,8,""
"org.axonframework.queryhandling.QuerySubscription",0.006198650234741784,6,3,""
"org.axonframework.modelling.command.LockAwareAggregate",0.006177415369409439,2,4,""
"org.axonframework.commandhandling.distributed.commandfilter.OrCommandMessageFilter",0.006161971830985915,3,2,""
"org.axonframework.modelling.command.LockingRepository",0.0061111863488624045,3,16,""
"org.axonframework.disruptor.commandhandling.AggregateBlacklistedException",0.006086519114688128,2,1,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$Builder",0.00606832484267306,3,7,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry$1",0.006065691021126761,2,1,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker",0.006057176391683434,4,8,""
"org.axonframework.eventhandling.SimpleEventHandlerInvoker$Builder",0.006057176391683434,4,11,""
"org.axonframework.commandhandling.LoggingDuplicateCommandHandlerResolver",0.006047649533565027,2,3,""
"org.axonframework.modelling.saga.repository.inmemory.InMemorySagaStore",0.00600192061459667,4,5,""
"org.axonframework.common.lock.NoOpLock",0.00597237269772481,2,1,""
"org.axonframework.disruptor.commandhandling.CommandHandlingEntry$RepeatingCommandHandler",0.00597237269772481,1,5,""
"org.axonframework.eventsourcing.eventstore.EventStoreException",0.005968011458582,3,1,""
"org.axonframework.config.MessageMonitorFactory",0.005950704225352113,5,3,""
"org.axonframework.commandhandling.distributed.commandfilter.AndCommandMessageFilter",0.005949490043710539,2,2,""
"org.axonframework.commandhandling.distributed.Member",0.005941901408450704,6,,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$FireAndForget",0.005941901408450704,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WaitForResult",0.005941901408450704,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WaitForResultWithFixedTimeout",0.005941901408450704,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WaitForResultWithTimeoutInArguments",0.005941901408450704,1,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$WrapNonDeclaredCheckedExceptions",0.005941901408450704,1,3,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore",0.005941901408450704,6,16,""
"org.axonframework.eventhandling.GenericTrackedEventMessage",0.005895840157222404,3,5,""
"org.axonframework.eventhandling.pooled.WorkPackage$BatchProcessingEntry",0.005895840157222404,1,3,""
"org.axonframework.eventhandling.pooled.WorkPackage$DefaultProcessingEntry",0.005895840157222404,1,3,""
"org.axonframework.eventsourcing.AggregateCacheEntry",0.005895840157222404,2,7,""
"org.axonframework.common.jdbc.JdbcUtils",0.005868544600938967,5,3,""
"org.axonframework.serialization.GapAwareTrackingTokenConverter$ReflectivelyConstructedGapSetConverter",0.005834142787761049,1,,""
"org.axonframework.eventsourcing.GenericAggregateFactory",0.005825393537696769,3,7,""
"org.axonframework.messaging.deadletter.Decisions",0.0057818501920614595,3,6,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine",0.0057618437900128034,4,9,""
"org.axonframework.commandhandling.distributed.commandfilter.NegateCommandMessageFilter",0.005751173708920187,1,2,""
"org.axonframework.test.matchers.Matchers",0.005658953722334004,5,17,""
"org.axonframework.eventhandling.TrackingEventProcessor$State",0.0056533646322378716,3,,""
"org.axonframework.eventhandling.TrackingEventProcessor$Worker",0.0056533646322378716,3,,""
"org.axonframework.commandhandling.FailingDuplicateCommandHandlerResolver",0.005610470049210929,1,4,""
"org.axonframework.eventhandling.pooled.WorkPackage$1",0.005610470049210929,2,1,""
"org.axonframework.eventhandling.async.SequentialPerAggregatePolicy",0.005592377796188899,2,3,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$1",0.005592377796188899,2,2,""
"org.axonframework.eventsourcing.EventSourcingRepository",0.005565651976374375,4,22,""
"org.axonframework.eventsourcing.EventSourcingRepository$Builder",0.005565651976374375,4,18,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker$Builder",0.005501760563380282,3,13,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateCommandHandler",0.005484832069339111,1,9,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateConstructorCommandHandler",0.005484832069339111,1,7,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateCreateOrUpdateCommandHandler",0.005484832069339111,1,9,""
"org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AlwaysCreateAggregateCommandHandler",0.005484832069339111,1,7,""
"org.axonframework.eventhandling.pooled.Coordinator$EventFilter",0.005478994657600777,4,1,""
"org.axonframework.eventhandling.TrackingEventProcessor$WrappedMessageStream",0.005412795924483069,1,3,""
"org.axonframework.commandhandling.gateway.RetryingCallback$1",0.00539265001775358,2,1,""
"org.axonframework.test.matchers.AllFieldsFilter",0.005381344671804411,3,1,""
"org.axonframework.commandhandling.gateway.RetryingCallback$RetryDispatch",0.005347711267605634,1,5,""
"org.axonframework.config.LifecycleHandlerInspector",0.005300029342723005,2,13,""
"org.axonframework.deadline.AbstractDeadlineManager",0.00528169014084507,3,7,""
"org.axonframework.messaging.annotation.AbstractAnnotatedParameterResolverFactory",0.00528169014084507,6,5,""
"org.axonframework.modelling.saga.metamodel.SagaMetaModelFactory",0.0052661099339399225,3,1,""
"org.axonframework.eventhandling.TrackingEventProcessor$1",0.0052407468064199145,3,1,""
"org.axonframework.eventhandling.TrackingEventProcessor$Instruction",0.0052407468064199145,3,5,""
"org.axonframework.modelling.saga.metamodel.AnnotationSagaMetaModelFactory",0.005232236113309068,3,8,""
"org.axonframework.test.saga.FixtureExecutionResult",0.0051781275890637945,5,3,""
"org.axonframework.eventhandling.TrackingEventProcessor$TrackingSegmentWorker",0.0051216389244558265,2,9,""
"org.axonframework.eventhandling.TrackingEventProcessor$WorkerLauncher",0.0051216389244558265,2,15,""
"org.axonframework.serialization.upcasting.event.NoOpEventUpcaster",0.0051216389244558265,1,2,""
"org.axonframework.test.matchers.PayloadMatcher",0.0051216389244558265,2,1,""
"org.axonframework.eventhandling.pooled.CoordinatorTask",0.005107950333580431,4,,""
"org.axonframework.eventhandling.pooled.Coordinator",0.005093058350100604,4,18,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker",0.0050785482123510296,3,17,""
"org.axonframework.eventhandling.pooled.PooledStreamingEventProcessor$Builder",0.005074565037282518,3,17,""
"org.axonframework.common.jdbc.JdbcException",0.005072099262240107,3,1,""
"org.axonframework.common.jdbc.JdbcUtils$SqlFunction",0.005072099262240107,3,,""
"org.axonframework.common.jdbc.JdbcUtils$SqlResultConverter",0.005072099262240107,3,,""
"org.axonframework.eventsourcing.AbstractSnapshotter",0.005072099262240107,4,17,""
"org.axonframework.queryhandling.registration.DuplicateQueryHandlerResolver",0.005072099262240107,5,1,""
"org.axonframework.eventsourcing.AbstractSnapshotter$Builder",0.0050704225352112674,3,8,""
"org.axonframework.eventhandling.TrackingEventProcessor$MergeSegmentInstruction",0.005007824726134586,1,7,""
"org.axonframework.eventhandling.TrackingEventProcessor$SplitSegmentInstruction",0.005007824726134586,1,5,""
"org.axonframework.modelling.command.LockAwareAggregate$LockSupplier",0.004976977248104008,1,1,""
"org.axonframework.test.matchers.ListMatcher",0.004959333465582226,4,,""
"org.axonframework.config.SagaConfigurer",0.004958920187793428,3,9,""
"org.axonframework.eventhandling.EventProcessingStrategy",0.004951584507042254,4,1,""
"org.axonframework.messaging.annotation.FixedValueParameterResolver",0.004951584507042254,2,2,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker",0.004929577464788733,4,15,""
"org.axonframework.eventhandling.pooled.Coordinator$Builder",0.004917435648372996,2,12,""
"org.axonframework.modelling.command.AbstractRepository",0.004890453834115806,1,18,""
"org.axonframework.queryhandling.QueryInvocationErrorHandler",0.004890453834115806,4,2,""
"org.axonframework.modelling.saga.AnnotatedSagaManager",0.004888949079089924,3,11,""
"org.axonframework.modelling.saga.AnnotatedSagaManager$Builder",0.004888949079089924,3,10,""
"org.axonframework.modelling.saga.repository.AnnotatedSagaRepository",0.004888949079089924,3,15,""
"org.axonframework.modelling.saga.repository.AnnotatedSagaRepository$Builder",0.004888949079089924,3,12,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus",0.0048415492957746475,6,39,""
"org.axonframework.eventsourcing.conflictresolution.ContextAwareConflictExceptionSupplier",0.004814874093043107,3,1,""
"org.axonframework.eventhandling.replay.ResetContext",0.00479264475743349,3,1,""
"org.axonframework.test.deadline.ScheduledDeadlineInfo",0.00479264475743349,2,2,""
"org.axonframework.eventhandling.AnnotationEventHandlerAdapter",0.004753521126760563,1,13,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$1",0.004753521126760563,5,1,""
"org.axonframework.test.utils.CallbackBehavior",0.004753521126760563,4,1,""
"org.axonframework.commandhandling.DuplicateCommandHandlerSubscriptionException",0.004738712649730157,1,3,""
"org.axonframework.eventhandling.deadletter.jpa.DeadLetterEntry",0.004694835680751174,4,7,""
"org.axonframework.lifecycle.LifecycleHandlerInvocationException",0.0046755945509120295,2,1,""
"org.axonframework.disruptor.commandhandling.EventPublisher",0.004663113818043395,2,14,""
"org.axonframework.test.deadline.DeadlineConsumer",0.004663113818043395,1,2,""
"org.axonframework.eventhandling.GenericDomainEventEntry",0.004633061527057079,3,1,""
"org.axonframework.eventhandling.TrackedDomainEventData",0.004633061527057079,3,4,""
"org.axonframework.config.EventProcessingConfigurer",0.004631047152480098,3,25,""
"org.axonframework.serialization.SerializedMetaData",0.004605531741171667,3,4,""
"org.axonframework.messaging.deadletter.DoNotEnqueue",0.004600181735574739,1,2,""
"org.axonframework.messaging.deadletter.Ignore",0.004600181735574739,1,2,""
"org.axonframework.messaging.deadletter.ShouldEnqueue",0.004600181735574739,1,4,""
"org.axonframework.modelling.saga.repository.inmemory.InMemorySagaStore$ManagedSaga",0.004599022707674619,1,2,""
"org.axonframework.eventsourcing.conflictresolution.ConflictDescription",0.004567108533554267,3,1,""
"org.axonframework.modelling.saga.repository.LockingSagaRepository$Builder",0.004567108533554267,3,4,""
"org.axonframework.eventhandling.pooled.PooledStreamingEventProcessor",0.004540400296515937,2,31,""
"org.axonframework.commandhandling.distributed.UnresolvedRoutingKeyPolicy",0.0045271629778672025,5,3,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore",0.0045271629778672025,5,15,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$1",0.0045271629778672025,5,1,""
"org.axonframework.modelling.saga.SagaExecutionException",0.0045271629778672025,2,1,""
"org.axonframework.eventhandling.AbstractDomainEventEntry",0.004508109261630388,2,4,""
"org.axonframework.eventhandling.AbstractEventEntry",0.004507042253521127,2,9,""
"org.axonframework.eventsourcing.AbstractAggregateFactory",0.004507042253521127,1,4,""
"org.axonframework.eventsourcing.conflictresolution.ConflictResolver",0.004456426056338028,3,5,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Node",0.004456426056338028,4,3,""
"org.axonframework.test.aggregate.ResultValidator",0.004456426056338028,3,3,""
"org.axonframework.test.matchers.DeepEqualsMatcher",0.004418668876001105,1,5,""
"org.axonframework.test.matchers.EmptyCollectionMatcher",0.004418668876001105,1,,""
"org.axonframework.test.matchers.EqualFieldsMatcher",0.004418668876001105,1,3,""
"org.axonframework.test.matchers.ExactClassMatcher",0.004418668876001105,1,1,""
"org.axonframework.test.matchers.ExactSequenceMatcher",0.004418668876001105,1,1,""
"org.axonframework.test.matchers.ListWithAllOfMatcher",0.004418668876001105,1,1,""
"org.axonframework.test.matchers.ListWithAnyOfMatcher",0.004418668876001105,1,1,""
"org.axonframework.test.matchers.NullOrVoidMatcher",0.004418668876001105,1,,""
"org.axonframework.test.matchers.PayloadsMatcher",0.004418668876001105,1,1,""
"org.axonframework.test.matchers.PredicateMatcher",0.004418668876001105,1,,""
"org.axonframework.test.matchers.SequenceMatcher",0.004418668876001105,1,1,""
"org.axonframework.commandhandling.gateway.AbstractRetryScheduler$Builder",0.0044014084507042256,5,3,""
"org.axonframework.messaging.annotation.SimpleResourceParameterResolverFactory",0.0044014084507042256,2,4,""
"org.axonframework.test.aggregate.AggregateTestFixture$1",0.0044014084507042256,5,1,""
"org.axonframework.test.matchers.IgnoreField",0.0044014084507042256,2,2,""
"org.axonframework.eventsourcing.AggregateDeletedException",0.004401408450704225,2,1,""
"org.axonframework.config.EventProcessingConfigurer$DeadLetteringInvokerConfiguration",0.004371053909664886,2,2,""
"org.axonframework.config.EventProcessingConfigurer$EventProcessorBuilder",0.004371053909664886,2,3,""
"org.axonframework.config.EventProcessingConfigurer$PooledStreamingProcessorConfiguration",0.004371053909664886,2,2,""
"org.axonframework.config.EventProcessingModule$1",0.004333694474539546,5,1,""
"org.axonframework.config.LifecycleHandlerInspector$LifecycleRegistration",0.004321382842509602,1,2,""
"org.axonframework.lifecycle.ShutdownHandler",0.004321382842509602,1,1,""
"org.axonframework.lifecycle.StartHandler",0.004321382842509602,1,1,""
"org.axonframework.deadline.SimpleDeadlineManager",0.00431338028169014,4,15,""
"org.axonframework.eventsourcing.conflictresolution.ConflictResolution",0.0043057256582976116,1,9,""
"org.axonframework.eventsourcing.conflictresolution.DefaultConflictResolver",0.0043057256582976116,1,7,""
"org.axonframework.eventhandling.pooled.Coordinator$NoToken",0.0042943471640654735,2,1,""
"org.axonframework.eventhandling.pooled.Coordinator$RunState",0.0042943471640654735,2,,""
"org.axonframework.modelling.saga.SagaLifecycle",0.00427219278976612,2,6,""
"org.axonframework.eventsourcing.eventstore.AbstractEventStorageEngine",0.004250503018108652,1,18,""
"org.axonframework.eventhandling.RemovedTrackerStatus",0.004240023474178403,2,2,""
"org.axonframework.eventhandling.pooled.MergeTask",0.004237089201877934,1,7,""
"org.axonframework.eventhandling.pooled.SplitTask",0.004237089201877934,1,7,""
"org.axonframework.modelling.saga.metamodel.AnnotationSagaMetaModelFactory$InspectedSagaModel",0.004195216343103667,1,7,""
"org.axonframework.commandhandling.AnnotationCommandHandlerAdapter",0.004194283347141674,2,14,""
"org.axonframework.commandhandling.distributed.CommandDispatchException",0.004194283347141674,2,1,""
"org.axonframework.eventhandling.tokenstore.ConfigToken",0.004194283347141674,3,1,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Builder",0.004194283347141674,2,10,""
"org.axonframework.modelling.saga.repository.jpa.SagaEntry",0.004194283347141674,3,3,""
"org.axonframework.modelling.command.AggregateRolledBackException",0.004174238982280781,1,1,""
"org.axonframework.eventhandling.AddedTrackerStatus",0.004170514892634495,1,2,""
"org.axonframework.modelling.saga.AnnotatedSaga",0.004142502071251036,1,12,""
"org.axonframework.modelling.saga.repository.LockingSagaRepository",0.004142502071251036,1,7,""
"org.axonframework.modelling.saga.repository.SagaCreationException",0.004142502071251036,1,1,""
"org.axonframework.test.matchers.MatcherExecutionException",0.004133496631965707,2,1,""
"org.axonframework.eventhandling.deadletter.DeadLetteringEventHandlerInvoker$1",0.004126320422535211,2,1,""
"org.axonframework.eventhandling.deadletter.DeadLetteredEventProcessingTask",0.00409731113956466,1,11,""
"org.axonframework.eventhandling.DirectEventProcessingStrategy",0.0040966955579631635,2,2,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$1",0.00408905043162199,2,1,""
"org.axonframework.commandhandling.gateway.DefaultCommandGateway",0.004024144869215291,3,12,""
"org.axonframework.commandhandling.gateway.DefaultCommandGateway$Builder",0.004024144869215291,3,9,""
"org.axonframework.config.EventProcessingModule",0.004024144869215291,2,66,""
"org.axonframework.eventhandling.SimpleEventBus",0.004024144869215291,3,3,""
"org.axonframework.eventhandling.SimpleEventBus$Builder",0.004024144869215291,3,6,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventTableFactory",0.004024144869215291,2,1,""
"org.axonframework.eventhandling.WrappedTrackerStatus",0.004022553039757532,2,3,""
"org.axonframework.eventhandling.replay.GenericResetContext",0.004022553039757532,1,5,""
"org.axonframework.eventhandling.pooled.Coordinator$1",0.004017060107121603,3,1,""
"org.axonframework.queryhandling.DefaultSubscriptionQueryResult",0.004001280409731114,2,2,""
"org.axonframework.config.LifecycleHandlerInspector$1",0.003975022007042253,1,4,""
"org.axonframework.disruptor.commandhandling.FirstLevelCache",0.003975022007042253,3,3,""
"org.axonframework.eventhandling.EventUtils",0.003961267605633803,2,15,""
"org.axonframework.eventsourcing.AbstractSnapshotter$RunnableAndFinally",0.003961267605633803,2,,""
"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$EventStreamSpliterator",0.003961267605633803,1,1,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventConsumer",0.003961267605633803,3,7,""
"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$Node",0.003961267605633803,4,3,""
"org.axonframework.queryhandling.SinkWrapper",0.003961267605633803,3,,""
"org.axonframework.test.deadline.DeadlineManagerValidator",0.003961267605633803,2,8,""
"org.axonframework.eventsourcing.AbstractSnapshotter$1",0.003944966092853416,4,1,""
"org.axonframework.commandhandling.distributed.RoutingStrategy",0.003921254801536492,4,1,""
"org.axonframework.eventsourcing.CachingEventSourcingRepository",0.003921254801536492,1,13,""
"org.axonframework.queryhandling.SimpleQueryBus",0.003921254801536492,3,40,""
"org.axonframework.common.DirectExecutor",0.003914936990363232,1,,""
"org.axonframework.eventhandling.pooled.Coordinator$CoordinationTask",0.0039070036658306,1,18,""
"org.axonframework.eventsourcing.conflictresolution.ConflictExceptionSupplier",0.0038753864651322567,2,,""
"org.axonframework.modelling.saga.AbstractResourceInjector",0.0038412291933418692,2,3,""
"org.axonframework.common.lock.NullLockFactory",0.0038273116962645438,3,3,""
"org.axonframework.config.EventProcessingModule$ProcessingGroupSelector",0.003755868544600939,3,1,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema$1",0.003755868544600939,2,1,""
"org.axonframework.eventhandling.tokenstore.jpa.TokenEntry$PK",0.003755868544600939,3,,""
"org.axonframework.test.saga.WhenAggregateEventPublisher",0.003755868544600939,3,1,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$1",0.003670961941863949,2,1,""
"org.axonframework.disruptor.commandhandling.CommandHandlerInvoker$DisruptorRepository",0.003670961941863949,2,25,""
"org.axonframework.eventhandling.SubscribingEventProcessor",0.003667840375586855,2,13,""
"org.axonframework.eventhandling.SubscribingEventProcessor$Builder",0.003667840375586855,2,16,""
"org.axonframework.eventhandling.async.EventProcessorTask",0.003667840375586855,4,3,""
"org.axonframework.eventhandling.async.EventProcessorTask$ShutdownCallback",0.003667840375586855,4,1,""
"org.axonframework.modelling.saga.repository.jdbc.GenericSagaSqlSchema",0.003667840375586855,4,5,""
"org.axonframework.test.aggregate.AggregateTestFixture",0.003667840375586855,4,64,""
"org.axonframework.modelling.saga.AssociationValuesImpl",0.0036623040127557803,1,2,""
"org.axonframework.eventsourcing.conflictresolution.DefaultConflictDescription",0.003634711494775102,1,2,""
"org.axonframework.eventsourcing.conflictresolution.NoConflictResolver",0.003634711494775102,1,4,""
"org.axonframework.disruptor.commandhandling.EventPublisher$1",0.003594483568075117,2,1,""
"org.axonframework.test.saga.WhenState",0.003594483568075117,3,2,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Cleaner",0.0035651408450704226,1,4,""
"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventProducer",0.0035651408450704226,1,7,""
"org.axonframework.messaging.interceptors.CorrelationDataInterceptor",0.0035651408450704226,2,5,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler",0.0035651408450704226,3,4,""
"org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler$Builder",0.0035651408450704226,3,3,""
"org.axonframework.queryhandling.NoHandlerForQueryException",0.0035651408450704226,2,2,""
"org.axonframework.queryhandling.SimpleQueryUpdateEmitter",0.0035651408450704226,3,23,""
"org.axonframework.queryhandling.SimpleQueryUpdateEmitter$Builder",0.0035651408450704226,3,8,""
"org.axonframework.eventsourcing.AbstractSnapshotter$AggregateTypeId",0.0035504694835680746,1,1,""
"org.axonframework.config.SagaConfigurer$SagaConfigurationImpl",0.0035420858484238767,1,15,""
"org.axonframework.eventhandling.scheduling.quartz.EventJobDataBinder",0.0035211267605633804,4,,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema$Builder",0.0035211267605633804,1,2,""
"org.axonframework.eventsourcing.eventstore.jdbc.AbstractEventTableFactory",0.0035211267605633804,4,2,""
"org.axonframework.disruptor.commandhandling.EventPublisher$ReportResultTask",0.00352112676056338,1,4,""
"org.axonframework.eventsourcing.AggregateSnapshotter",0.00352112676056338,3,14,""
"org.axonframework.messaging.interceptors.ResultHandler",0.00352112676056338,3,1,""
"org.axonframework.modelling.command.AggregateStreamCreationException",0.00352112676056338,1,1,""
"org.axonframework.modelling.saga.repository.jdbc.SagaSqlSchema",0.00352112676056338,3,2,""
"org.axonframework.test.saga.ContinuedGivenState",0.00352112676056338,4,2,""
"org.axonframework.test.saga.GivenAggregateEventPublisher",0.00352112676056338,4,1,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$1",0.003435938209904589,2,1,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$FailureLoggingCommandCallback",0.003435938209904589,2,4,""
"org.axonframework.eventsourcing.AbstractSnapshotter$CreateSnapshotTask",0.003435938209904589,1,5,""
"org.axonframework.eventsourcing.AbstractSnapshotter$SilentTask",0.003435938209904589,1,4,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$Builder",0.0033285651408450703,1,21,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$DisruptorRepository",0.0033285651408450703,1,14,""
"org.axonframework.disruptor.commandhandling.DisruptorCommandBus$ExceptionHandler",0.0033285651408450703,1,4,""
"org.axonframework.common.jdbc.ConnectionWrapperFactory$ConnectionCloseHandler",0.0033179848320693387,3,,""
"org.axonframework.deadline.SimpleDeadlineManager$1",0.0033179848320693387,3,1,""
"org.axonframework.deadline.SimpleDeadlineManager$Builder",0.0033179848320693387,2,9,""
"org.axonframework.queryhandling.SimpleQueryBus$1",0.0033179848320693387,3,1,""
"org.axonframework.test.aggregate.TestExecutor",0.0033179848320693387,2,1,""
"org.axonframework.test.eventscheduler.ScheduledItem",0.0033140016570008283,3,1,""
