"memberName","score","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_3c_Page_Rank_Stream.cypher"
"/axon-messaging-4.7.5.jar",0.8917800786399043,5,0,""
"/axon-modelling-4.7.5.jar",0.2638647952639787,4,1,""
"/axon-eventsourcing-4.7.5.jar",0.21118797094272113,3,2,""
"/axon-disruptor-4.7.5.jar",0.17399975666091735,1,3,""
"/axon-configuration-4.7.5.jar",0.17353297492456962,0,4,""
"/axon-test-4.7.5.jar",0.17353297492456962,0,3,""
