"memberName","score","incomingDependencies","outgoingDependencies","Source Cypher File: Centrality/Centrality_4c_Article_Rank_Stream.cypher"
"org.axonframework.messaging.Message",0.5832723746363189,189,3,""
"org.axonframework.serialization.Serializer",0.33137417908176453,78,3,""
"org.axonframework.eventhandling.EventMessage",0.25189121911940526,133,1,""
"org.axonframework.serialization.SerializedObject",0.22230080331817295,47,1,""
"org.axonframework.eventhandling.TrackingToken",0.175747412069868,74,,""
"org.axonframework.commandhandling.CommandMessage",0.16092633756825073,103,1,""
"org.axonframework.messaging.annotation.MessageHandlingMember",0.1499682864719823,61,1,""
"org.axonframework.messaging.MetaData",0.14549879701358187,67,2,""
"org.axonframework.serialization.SerializedType",0.14297684745391095,37,1,""
"org.axonframework.eventhandling.DomainEventMessage",0.11820975736200094,56,2,""
"org.axonframework.common.BuilderUtils",0.11442238432951604,84,3,""
"org.axonframework.common.AxonNonTransientException",0.10494045891443254,26,1,""
"org.axonframework.common.AxonException",0.10491857170853076,21,,""
"org.axonframework.common.AxonConfigurationException",0.10286085425274888,76,1,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema",0.09898070905531178,21,2,""
"org.axonframework.common.Assert",0.08629792701100131,55,,""
"org.axonframework.modelling.saga.AssociationValue",0.08318889916955731,30,1,""
"org.axonframework.messaging.unitofwork.UnitOfWork",0.07480253688232433,54,11,""
"org.axonframework.eventhandling.TrackedEventMessage",0.07390909439464473,48,2,""
"org.axonframework.eventsourcing.eventstore.jdbc.EventSchema$Builder",0.07055386554054992,1,2,""
"org.axonframework.config.Configuration",0.060207558960942556,23,33,""
"org.axonframework.messaging.ResultMessage",0.05904688987542536,21,5,""
"org.axonframework.messaging.annotation.ParameterResolverFactory",0.05347606344276312,47,1,""
"org.axonframework.common.transaction.TransactionManager",0.053138564268453134,64,1,""
"org.axonframework.common.transaction.Transaction",0.05295999977163984,5,,""
"org.axonframework.commandhandling.distributed.CommandMessageFilter",0.051132535172451914,11,4,""
"org.axonframework.messaging.MetaData$MetaDataCollector",0.05082488926387495,1,2,""
"org.axonframework.commandhandling.CommandCallback",0.0490002381535393,34,3,""
"org.axonframework.common.AxonTransientException",0.04878327247216274,13,1,""
"org.axonframework.deadline.DeadlineMessage",0.0477918168291526,26,2,""
"org.axonframework.commandhandling.CommandResultMessage",0.047751082159411484,25,2,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$InvocationHandler",0.04709678219171586,13,,""
"org.axonframework.tracing.SpanFactory",0.046881646363708465,52,3,""
"org.axonframework.messaging.MessageHandler",0.04666769283837465,31,1,""
"org.axonframework.messaging.deadletter.DeadLetter",0.046292914504066564,20,3,""
"org.axonframework.serialization.Converter",0.045988404732209845,13,2,""
"org.axonframework.serialization.ContentTypeConverter",0.045059120558905895,17,,""
"org.axonframework.messaging.ScopeDescriptor",0.04495510126169067,32,,""
"org.axonframework.messaging.annotation.ParameterResolver",0.04386620155470641,40,1,""
"org.axonframework.eventhandling.Segment",0.04353385183793508,30,1,""
"org.axonframework.tracing.SpanScope",0.04286320537072643,11,,""
"org.axonframework.eventsourcing.eventstore.DomainEventStream",0.04247176015372109,22,7,""
"org.axonframework.queryhandling.QueryMessage",0.04153740020436053,21,2,""
"org.axonframework.tracing.Span",0.04118562773368282,26,1,""
"org.axonframework.serialization.SimpleSerializedObject",0.03941092884939584,23,4,""
"org.axonframework.common.caching.Cache$EntryListener",0.03940894058671132,9,,""
"org.axonframework.messaging.responsetypes.ResponseType",0.0391530214936571,19,,""
"org.axonframework.serialization.SimpleSerializedType",0.038237504600316774,9,2,""
"org.axonframework.common.Registration",0.036241197883912786,38,,""
"org.axonframework.messaging.MessageDispatchInterceptor",0.03594229361777025,33,1,""
"org.axonframework.messaging.MetaData$1",0.034547977542936335,2,1,""
"org.axonframework.common.ReflectionUtils",0.03435906851426481,27,4,""
"org.axonframework.modelling.command.Aggregate",0.03426235005013322,22,1,""
"org.axonframework.eventhandling.DomainEventData",0.03310741808091458,19,1,""
"org.axonframework.monitoring.MessageMonitor",0.03306274316810756,34,2,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema",0.03303647766124642,7,2,""
"org.axonframework.messaging.annotation.HandlerDefinition",0.03262742093619916,33,2,""
"org.axonframework.modelling.command.inspection.AggregateModel",0.03232034495016411,24,1,""
"org.axonframework.monitoring.MessageMonitor$MonitorCallback",0.032307169795147264,15,,""
"org.axonframework.eventhandling.EventBus",0.029833496420249298,30,3,""
"org.axonframework.test.matchers.FieldFilter",0.029198384538798042,18,,""
"org.axonframework.messaging.unitofwork.RollbackConfigurationType",0.02918007107155284,11,5,""
"org.axonframework.modelling.command.inspection.EntityModel",0.027977798826227997,10,2,""
"org.axonframework.messaging.unitofwork.UnitOfWork$Phase",0.027148162887552816,11,,""
"org.axonframework.eventhandling.tokenstore.jdbc.TokenSchema$Builder",0.02681361147088334,1,2,""
"org.axonframework.serialization.upcasting.event.IntermediateEventRepresentation",0.026705056453599506,12,5,""
"org.axonframework.common.stream.BlockingStream",0.026273875884419595,14,1,""
"org.axonframework.messaging.InterceptorChain",0.025321408988014105,21,,""
"org.axonframework.messaging.annotation.HandlerEnhancerDefinition",0.02499413489169695,19,1,""
"org.axonframework.eventsourcing.SnapshotTrigger",0.02493163643038139,10,1,""
"org.axonframework.eventhandling.GenericEventMessage",0.02426688032819135,31,6,""
"org.axonframework.queryhandling.QuerySubscription",0.0240225794182476,6,3,""
"org.axonframework.eventsourcing.EventSourcedAggregate",0.02388372214516606,8,11,""
"org.axonframework.messaging.unitofwork.CurrentUnitOfWork",0.023702760572341035,32,2,""
"org.axonframework.common.StringUtils",0.023669517995729247,2,,""
"org.axonframework.common.lock.Lock",0.023335281195081437,9,,""
"org.axonframework.messaging.MessageHandlerInterceptor",0.022847745517192326,27,3,""
"org.axonframework.eventhandling.TrackingEventProcessor",0.022816322990678196,8,43,""
"org.axonframework.messaging.StreamableMessageSource",0.022763680164901302,15,3,""
"org.axonframework.eventhandling.EventTrackerStatus",0.022364864063244214,8,2,""
"org.axonframework.serialization.upcasting.Upcaster",0.022353225591264656,6,,""
"org.axonframework.commandhandling.CommandBus",0.022352014216584632,25,6,""
"org.axonframework.test.AxonAssertionError",0.0219969449387232,8,,""
"org.axonframework.messaging.unitofwork.RollbackConfiguration",0.021867068053145367,19,,""
"org.axonframework.lifecycle.Lifecycle$LifecycleHandler",0.021832080331165765,7,,""
"org.axonframework.modelling.saga.repository.SagaStore$Entry",0.021631230224773354,12,1,""
"org.axonframework.messaging.annotation.WrappedMessageHandlingMember",0.02160549971023128,11,2,""
"org.axonframework.eventhandling.scheduling.ScheduleToken",0.021593271273908334,9,,""
"org.axonframework.queryhandling.SubscriptionQueryMessage",0.021532321121843372,7,3,""
"org.axonframework.config.EventProcessingModule$1",0.02098940609160088,5,1,""
"org.axonframework.common.property.Property",0.020775669968440276,11,,""
"org.axonframework.serialization.RevisionResolver",0.020770695203572383,13,,""
"org.axonframework.commandhandling.gateway.CommandGatewayFactory$1",0.020765569913281184,11,1,""
"org.axonframework.messaging.deadletter.Cause",0.020609198184668838,9,,""
"org.axonframework.modelling.saga.repository.jdbc.SagaSchema",0.02013982509880438,3,,""
"org.axonframework.messaging.GenericMessage",0.019910646757773726,14,8,""
