"localClusteringCoefficient","memberCount","memberNameExamples","Source Cypher File: Community_Detection/Community_Detection_10d_LocalClusteringCoefficient_Stream_Aggregated.cypher"
1,155,"org.axonframework.eventsourcing.eventstore.DomainEventStream$2,org.axonframework.eventsourcing.eventstore.DomainEventStream$1,org.axonframework.eventsourcing.eventstore.FilteringDomainEventStream,org.axonframework.eventsourcing.eventstore.ConcatenatingDomainEventStream,org.axonframework.eventsourcing.AbstractSnapshotter$RunnableAndFinally,org.axonframework.eventsourcing.AbstractSnapshotter$AggregateTypeId,org.axonframework.eventsourcing.EventSourcedAggregate$IgnoreApplyMore,org.axonframework.eventsourcing.NoSnapshotTriggerDefinition$1,org.axonframework.eventsourcing.AggregateSnapshotter$1",""
0.9,6,"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$1,org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$1,org.axonframework.messaging.annotation.ClasspathHandlerEnhancerDefinition,org.axonframework.commandhandling.distributed.commandfilter.CommandNameFilter,org.axonframework.eventhandling.deadletter.jdbc.DeadLetterJdbcConverter,org.axonframework.eventhandling.pooled.WorkPackage$ProcessingEntry",""
0.87,2,"org.axonframework.queryhandling.DefaultQueryUpdateEmitterSpanFactory$Builder,org.axonframework.queryhandling.GenericSubscriptionQueryMessage",""
0.86,2,"org.axonframework.modelling.command.inspection.AnnotatedAggregate$LazyIdentifierDomainEventMessage,org.axonframework.config.MessageMonitorFactory",""
0.83,17,"org.axonframework.test.matchers.AllFieldsFilter,org.axonframework.test.saga.WhenAggregateEventPublisher,org.axonframework.test.saga.GivenAggregateEventPublisher,org.axonframework.modelling.saga.SagaInitializationPolicy,org.axonframework.eventhandling.DirectEventProcessingStrategy,org.axonframework.config.EventProcessingModule$InstanceToTypeProcessingGroupSelectorAdapter,org.axonframework.config.EventProcessingModule$ProcessingGroupSelector,org.axonframework.config.EventProcessingModule$TypeProcessingGroupSelector,org.axonframework.config.EventProcessingModule$InstanceProcessingGroupSelector",""
0.81,2,"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$EventProducer,org.axonframework.serialization.UnknownSerializedType",""
0.8,9,"org.axonframework.test.aggregate.AggregateTestFixture$DefaultRepositoryProvider,org.axonframework.test.saga.SagaTestFixture$StubAwareCommandGatewayFactory$Builder,org.axonframework.queryhandling.DefaultQueryBusSpanFactory$Builder,org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler$Builder,org.axonframework.config.EventProcessingModule$1,org.axonframework.commandhandling.gateway.CommandGatewayFactory$CompositeCallback,org.axonframework.messaging.deadletter.ShouldEnqueue,org.axonframework.eventhandling.pooled.Coordinator$EventFilter,org.axonframework.eventhandling.pooled.WorkPackage$EventFilter",""
0.76,3,"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$Node,org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventProducer,org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$Node",""
0.73,3,"org.axonframework.commandhandling.DefaultCommandBusSpanFactory$Builder,org.axonframework.commandhandling.AsynchronousCommandBus,org.axonframework.commandhandling.distributed.commandfilter.DenyCommandNameFilter",""
0.7,11,"org.axonframework.eventsourcing.DefaultSnapshotterSpanFactory$Builder,org.axonframework.eventsourcing.AbstractSnapshotter$CreateSnapshotTask,org.axonframework.test.saga.ContinuedGivenState,org.axonframework.test.saga.RecordingListenerInvocationErrorHandler,org.axonframework.modelling.command.DefaultRepositorySpanFactory$Builder,org.axonframework.modelling.saga.DefaultSagaManagerSpanFactory$Builder,org.axonframework.disruptor.commandhandling.DisruptorCommandBus$FailureLoggingCommandCallback,org.axonframework.eventhandling.DefaultEventBusSpanFactory$Builder,org.axonframework.eventhandling.DefaultEventProcessorSpanFactory$Builder",""
0.67,84,"org.axonframework.eventsourcing.eventstore.IteratorBackedDomainEventStream,org.axonframework.eventsourcing.AggregateDeletedException,org.axonframework.eventsourcing.AggregateLoadTimeSnapshotTriggerDefinition$AggregateLoadTimeSnapshotTrigger,org.axonframework.eventsourcing.EventCountSnapshotTriggerDefinition$EventCountSnapshotTrigger,org.axonframework.eventsourcing.conflictresolution.DefaultConflictDescription,org.axonframework.eventsourcing.MultiStreamableMessageSource,org.axonframework.serialization.upcasting.event.NoOpEventUpcaster,org.axonframework.eventsourcing.eventstore.jdbc.EventTableFactory,org.axonframework.test.aggregate.StubAggregateLifecycle$1",""
0.62,1,"org.axonframework.eventhandling.MultiStreamableMessageSource$IdentifiedStreamableMessageSource",""
0.61,3,"org.axonframework.eventsourcing.eventstore.legacyjpa.EmbeddedEventStore$EventConsumer,org.axonframework.messaging.unitofwork.MessageProcessingContext,org.axonframework.deadline.DefaultDeadlineManagerSpanFactory$Builder",""
0.6,20,"org.axonframework.eventsourcing.DefaultSnapshotterSpanFactory,org.axonframework.eventsourcing.FilteringEventStorageEngine,org.axonframework.eventsourcing.eventstore.jpa.DomainEventEntry,org.axonframework.eventsourcing.eventstore.jpa.SnapshotEventEntry,org.axonframework.test.saga.WhenState,org.axonframework.test.eventscheduler.StubScheduleToken,org.axonframework.modelling.command.inspection.ChildEntity,org.axonframework.modelling.command.DefaultRepositorySpanFactory,org.axonframework.modelling.saga.repository.jpa.SagaEntry",""
0.58,1,"org.axonframework.eventsourcing.eventstore.EmbeddedEventStore$EventConsumer",""
0.57,6,"org.axonframework.commandhandling.MonitorAwareCallback,org.axonframework.config.ModuleConfiguration,org.axonframework.config.MessageMonitorFactoryBuilder,org.axonframework.eventhandling.deadletter.jdbc.DeadLetterStatementFactory,org.axonframework.eventhandling.pooled.ClaimTask,org.axonframework.eventhandling.pooled.SplitTask",""
0.56,3,"org.axonframework.messaging.deadletter.EnqueuePolicy,org.axonframework.eventhandling.GenericTrackedEventMessage,org.axonframework.queryhandling.GenericStreamingQueryMessage",""
0.55,1,"org.axonframework.eventhandling.GenericTrackedDomainEventMessage",""
0.54,1,"org.axonframework.queryhandling.QueryBusSpanFactory",""
0.53,17,"org.axonframework.test.aggregate.ResultValidator,org.axonframework.test.saga.SagaTestFixture$StubAwareCommandGatewayFactory,org.axonframework.modelling.command.AggregateAnnotationCommandHandler$AggregateConstructorCommandHandler,org.axonframework.queryhandling.LoggingQueryInvocationErrorHandler,org.axonframework.queryhandling.DefaultQueryUpdateEmitterSpanFactory,org.axonframework.eventhandling.tokenstore.jpa.JpaTokenStore$Builder,org.axonframework.commandhandling.DefaultCommandBusSpanFactory,org.axonframework.commandhandling.callbacks.LoggingCallback,org.axonframework.common.caching.AbstractCacheAdapter",""
0.52,3,"org.axonframework.eventhandling.LoggingErrorHandler,org.axonframework.messaging.interceptors.CorrelationDataInterceptor,org.axonframework.messaging.annotation.AnnotatedHandlerInspector$ChainedMessageHandlerInterceptorMember",""
0.51,3,"org.axonframework.serialization.LazyDeserializingObject,org.axonframework.eventsourcing.eventstore.AbstractEventStore$Builder,org.axonframework.config.SagaConfiguration",""
0.5,63,"org.axonframework.eventsourcing.AbstractAggregateFactory,org.axonframework.eventsourcing.AbstractSnapshotter$1,org.axonframework.eventsourcing.NoSnapshotTriggerDefinition$NoSnapshotTrigger,org.axonframework.eventsourcing.conflictresolution.ContextAwareConflictExceptionSupplier,org.axonframework.eventsourcing.conflictresolution.ConflictDescription,org.axonframework.eventhandling.AbstractSequencedDomainEventEntry,org.axonframework.test.matchers.EqualFieldsMatcher,org.axonframework.test.aggregate.AggregateTestFixture$1,org.axonframework.messaging.annotation.MultiHandlerEnhancerDefinition",""
0.49,3,"org.axonframework.disruptor.commandhandling.BlacklistDetectingCallback,org.axonframework.commandhandling.gateway.CommandGatewayFactory$DispatchOnInvocationHandler$Builder,org.axonframework.queryhandling.GenericQueryMessage",""
0.48,4,"org.axonframework.eventhandling.TrackedDomainEventData,org.axonframework.modelling.saga.repository.jpa.JpaSagaStore$Builder,org.axonframework.messaging.interceptors.TransactionManagingInterceptor,org.axonframework.queryhandling.SubscriptionQueryResult",""
0.47,17,"org.axonframework.eventsourcing.SnapshotterSpanFactory,org.axonframework.messaging.annotation.MultiHandlerDefinition,org.axonframework.modelling.command.CreationPolicyAggregateFactory,org.axonframework.commandhandling.DuplicateCommandHandlerResolution,org.axonframework.config.AggregateConfiguration,org.axonframework.eventhandling.gateway.DefaultEventGateway$Builder,org.axonframework.eventhandling.replay.ReplayContextParameterResolverFactory$ReplayContextParameterResolver,org.axonframework.commandhandling.distributed.AbstractRoutingStrategy,org.axonframework.commandhandling.gateway.CommandGatewayFactory$GatewayInvocationHandler",""
0.46,4,"org.axonframework.eventsourcing.eventstore.SequenceEventStorageEngine,org.axonframework.test.saga.FixtureExecutionResult,org.axonframework.eventhandling.pooled.MergeTask,org.axonframework.queryhandling.QueryResponseMessage",""
0.45,2,"org.axonframework.eventsourcing.eventstore.BatchingEventStorageEngine$Builder,org.axonframework.config.SagaConfigurer",""
0.44,9,"org.axonframework.eventhandling.EventBusSpanFactory,org.axonframework.queryhandling.DefaultQueryBusSpanFactory,org.axonframework.messaging.MessageDecorator,org.axonframework.commandhandling.distributed.CommandBusConnector,org.axonframework.commandhandling.gateway.CommandGatewayFactory$GatewayInvocationHandler$Builder,org.axonframework.eventhandling.WrappedToken,org.axonframework.messaging.deadletter.GenericDeadLetter,org.axonframework.eventhandling.pooled.Coordinator$Builder,org.axonframework.eventhandling.tokenstore.AbstractTokenEntry",""
