"communityId","conductance","modularity","memberCount","someMemberNamesShort","someMemberNames","Source Cypher File: Community_Detection/Community_Detection_9_Community_Metrics.cypher"
0,1,-0.0068281740241980604,13,"annotation,property,stream,quartz,jobrunr,java,jdbc,legacyjpa,interceptors","org.axonframework.common.annotation,org.axonframework.common.property,org.axonframework.common.stream,org.axonframework.deadline.quartz,org.axonframework.deadline.jobrunr,org.axonframework.eventhandling.scheduling.java,org.axonframework.eventhandling.tokenstore.jdbc,org.axonframework.eventhandling.tokenstore.legacyjpa,org.axonframework.messaging.interceptors",""
1,1,-0.0011101999909271041,4,"config,commandhandling,replay,jobrunr","org.axonframework.config,org.axonframework.commandhandling,org.axonframework.eventhandling.replay,org.axonframework.eventhandling.scheduling.jobrunr",""
2,1,-0.0015741873840583332,5,"dbscheduler,interceptors,responsetypes,aggregate,jdbc","org.axonframework.deadline.dbscheduler,org.axonframework.eventhandling.interceptors,org.axonframework.messaging.responsetypes,org.axonframework.test.aggregate,org.axonframework.modelling.saga.repository.jdbc",""
3,1,-6.39475194774012e-05,4,"inmemory,snapshotting,transaction,util","org.axonframework.eventsourcing.eventstore.inmemory,org.axonframework.eventsourcing.snapshotting,org.axonframework.common.transaction,org.axonframework.util",""
4,1,-0.000600385644324233,4,"eventsourcing,deadline,legacyvalidation,metamodel","org.axonframework.eventsourcing,org.axonframework.deadline,org.axonframework.messaging.interceptors.legacyvalidation,org.axonframework.modelling.saga.metamodel",""
5,1,-0.006896115635950513,3,"common,correlation,repository","org.axonframework.common,org.axonframework.messaging.correlation,org.axonframework.modelling.saga.repository",""
6,1,-0.00024284081032312248,3,"jpa,inmemory,matchers","org.axonframework.common.jpa,org.axonframework.eventhandling.tokenstore.inmemory,org.axonframework.test.matchers",""
7,1,-0.0029302342652839934,8,"conflictresolution,jdbc,digest,jpa,dbscheduler,quartz,attributes,commandhandling","org.axonframework.eventsourcing.conflictresolution,org.axonframework.eventsourcing.eventstore.jdbc,org.axonframework.common.digest,org.axonframework.eventhandling.deadletter.jpa,org.axonframework.eventhandling.scheduling.dbscheduler,org.axonframework.eventhandling.scheduling.quartz,org.axonframework.tracing.attributes,org.axonframework.disruptor.commandhandling",""
8,1,-0.015059924627694891,2,"eventhandling,queryhandling","org.axonframework.eventhandling,org.axonframework.queryhandling",""
9,1,-0.0004723960084471268,3,"eventstore,caching,legacyjpa","org.axonframework.eventsourcing.eventstore,org.axonframework.common.caching,org.axonframework.modelling.command.legacyjpa",""
10,1,-0.004001334194992174,4,"callbacks,jdbc,deadletter,pooled","org.axonframework.commandhandling.callbacks,org.axonframework.common.jdbc,org.axonframework.eventhandling.deadletter,org.axonframework.eventhandling.pooled",""
11,1,-0.0013171675461587785,5,"legacyjpa,async,scheduling,tokenstore,registration","org.axonframework.eventsourcing.eventstore.legacyjpa,org.axonframework.eventhandling.async,org.axonframework.eventhandling.scheduling,org.axonframework.eventhandling.tokenstore,org.axonframework.queryhandling.registration",""
12,1,-0.00042464558422197334,2,"annotation,deadletter","org.axonframework.deadline.annotation,org.axonframework.messaging.deadletter",""
13,1,-0.003646406542508136,7,"lock,jdbc,unitofwork,upcasting,server,deadline,eventscheduler","org.axonframework.common.lock,org.axonframework.eventhandling.deadletter.jdbc,org.axonframework.messaging.unitofwork,org.axonframework.serialization.upcasting,org.axonframework.test.server,org.axonframework.test.deadline,org.axonframework.test.eventscheduler",""
14,1,-0.002401542577296932,4,"distributed,gateway,annotation,inspection","org.axonframework.commandhandling.distributed,org.axonframework.eventhandling.gateway,org.axonframework.messaging.annotation,org.axonframework.modelling.command.inspection",""
15,1,-0.0010562166805990415,5,"gateway,legacyjpa,lifecycle,json,test","org.axonframework.commandhandling.gateway,org.axonframework.common.legacyjpa,org.axonframework.lifecycle,org.axonframework.serialization.json,org.axonframework.test",""
16,1,-0.009767615723252961,4,"statements,serialization,tracing,saga","org.axonframework.eventsourcing.eventstore.jdbc.statements,org.axonframework.serialization,org.axonframework.tracing,org.axonframework.modelling.saga",""
17,1,-0.0024928286073201454,8,"jpa,commandfilter,legacyjpa,monitoring,utils,command,inmemory","org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.commandhandling.distributed.commandfilter,org.axonframework.eventhandling.deadletter.legacyjpa,org.axonframework.monitoring,org.axonframework.test.utils,org.axonframework.modelling.command,org.axonframework.modelling.saga.repository.inmemory,org.axonframework.modelling.saga.repository.legacyjpa",""
18,1,-0.00022404755509209136,2,"io,jpa","org.axonframework.common.io,org.axonframework.eventhandling.tokenstore.jpa",""
19,1,-0.007900829547739682,3,"messaging,xml,saga","org.axonframework.messaging,org.axonframework.serialization.xml,org.axonframework.test.saga",""
