"artifactName","communityId","packageCount","sumTypeCount","minTypeCount","maxTypeCount","avgTypeCount","stdTypeCount","per5TypeCount","packageNames","Source Cypher File: Community_Detection/Type_communities_that_span_the_most_packages_with_type_statistics.cypher"
"axon-messaging-4.9.3",3,22,128,1,30,5.8181818181818175,6.060303022726894,4,"org.axonframework.eventhandling.deadletter.legacyjpa,org.axonframework.messaging.correlation,org.axonframework.serialization.upcasting,org.axonframework.commandhandling.distributed,org.axonframework.common,org.axonframework.eventhandling.deadletter.jpa,org.axonframework.deadline.quartz,org.axonframework.eventhandling.scheduling.jobrunr,org.axonframework.eventhandling.scheduling,org.axonframework.deadline.jobrunr,org.axonframework.eventhandling.scheduling.java,org.axonframework.serialization.converters,org.axonframework.eventhandling,org.axonframework.eventhandling.scheduling.quartz,org.axonframework.deadline.dbscheduler,org.axonframework.eventhandling.scheduling.dbscheduler,org.axonframework.serialization.json,org.axonframework.serialization.upcasting.event,org.axonframework.serialization.xml,org.axonframework.deadline,org.axonframework.messaging,org.axonframework.serialization",""
"axon-messaging-4.9.3",0,20,186,1,44,9.3,10.667708282475669,5,"org.axonframework.deadline.quartz,org.axonframework.messaging.correlation,org.axonframework.messaging.interceptors.legacyvalidation,org.axonframework.util,org.axonframework.lifecycle,org.axonframework.commandhandling,org.axonframework.common,org.axonframework.messaging.interceptors,org.axonframework.queryhandling.registration,org.axonframework.tracing.attributes,org.axonframework.monitoring,org.axonframework.common.jdbc,org.axonframework.eventhandling.replay,org.axonframework.messaging.responsetypes,org.axonframework.messaging,org.axonframework.messaging.unitofwork,org.axonframework.eventhandling,org.axonframework.tracing,org.axonframework.messaging.annotation,org.axonframework.queryhandling",""
"axon-messaging-4.9.3",4,20,73,1,23,3.6500000000000004,5.640781954005276,1,"org.axonframework.commandhandling.gateway,org.axonframework.common.jpa,org.axonframework.common.legacyjpa,org.axonframework.deadline,org.axonframework.eventhandling.gateway,org.axonframework.eventhandling.interceptors,org.axonframework.eventhandling.pooled,org.axonframework.messaging.interceptors,org.axonframework.messaging.unitofwork,org.axonframework.serialization,org.axonframework.serialization.upcasting.event,org.axonframework.common,org.axonframework.messaging.correlation,org.axonframework.messaging.deadletter,org.axonframework.util,org.axonframework.lifecycle,org.axonframework.eventhandling.deadletter,org.axonframework.messaging,org.axonframework.eventhandling.async,org.axonframework.eventhandling",""
"axon-messaging-4.9.3",7,17,99,1,17,5.823529411764706,4.680214927191473,5,"org.axonframework.commandhandling.distributed,org.axonframework.eventhandling,org.axonframework.messaging,org.axonframework.messaging.annotation,org.axonframework.eventhandling.tokenstore.legacyjpa,org.axonframework.common.jpa,org.axonframework.common.legacyjpa,org.axonframework.eventhandling.tokenstore.jpa,org.axonframework.eventhandling.deadletter.legacyjpa,org.axonframework.eventhandling.tokenstore,org.axonframework.eventhandling.deadletter.jpa,org.axonframework.commandhandling.gateway,org.axonframework.common,org.axonframework.common.jdbc,org.axonframework.eventhandling.tokenstore.jdbc,org.axonframework.eventhandling.deadletter.jdbc,org.axonframework.messaging.deadletter",""
"axon-messaging-4.9.3",1,14,70,1,22,5,5.378017936291857,3,"org.axonframework.common.digest,org.axonframework.common.io,org.axonframework.common.annotation,org.axonframework.eventhandling.replay,org.axonframework.queryhandling,org.axonframework.commandhandling.distributed,org.axonframework.tracing,org.axonframework.deadline.annotation,org.axonframework.queryhandling.annotation,org.axonframework.eventhandling,org.axonframework.commandhandling,org.axonframework.common,org.axonframework.common.property,org.axonframework.messaging.annotation",""
"axon-messaging-4.9.3",6,9,86,1,25,9.555555555555555,9.59311095410544,4,"org.axonframework.common,org.axonframework.messaging.annotation,org.axonframework.messaging,org.axonframework.commandhandling.callbacks,org.axonframework.eventhandling.gateway,org.axonframework.commandhandling.distributed.commandfilter,org.axonframework.commandhandling.distributed,org.axonframework.commandhandling,org.axonframework.commandhandling.gateway",""
"axon-messaging-4.9.3",2,9,17,1,4,1.8888888888888888,1.0540925533894598,2,"org.axonframework.common.caching,org.axonframework.messaging.interceptors,org.axonframework.messaging.interceptors.legacyvalidation,org.axonframework.queryhandling,org.axonframework.common,org.axonframework.eventhandling,org.axonframework.messaging,org.axonframework.lifecycle,org.axonframework.common.lock",""
"axon-eventsourcing-4.9.3",8,8,67,2,19,8.375,6.545172703167252,5,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore.legacyjpa,org.axonframework.eventsourcing.snapshotting,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.conflictresolution,org.axonframework.eventsourcing.eventstore.jdbc,org.axonframework.eventsourcing.eventstore.jdbc.statements,org.axonframework.eventsourcing.eventstore",""
"axon-messaging-4.9.3",8,8,23,1,8,2.875,2.5877458475338284,1,"org.axonframework.common,org.axonframework.common.jdbc,org.axonframework.messaging,org.axonframework.tracing.attributes,org.axonframework.serialization,org.axonframework.serialization.upcasting.event,org.axonframework.serialization.upcasting,org.axonframework.eventhandling",""
"axon-messaging-4.9.3",9,7,70,1,39,10,14.445299120013633,3,"org.axonframework.eventhandling.tokenstore,org.axonframework.messaging.interceptors,org.axonframework.eventhandling.tokenstore.inmemory,org.axonframework.common.stream,org.axonframework.common.transaction,org.axonframework.eventhandling.pooled,org.axonframework.eventhandling",""
