"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: Community_Detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-test-4.9.3","org.axonframework.test.matchers",0,24,203,1,""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling",0,22,203,1,""
"axon-messaging-4.9.3","org.axonframework.deadline.quartz",0,4,203,1,""
"axon-messaging-4.9.3","org.axonframework.messaging.correlation",0,4,203,1,""
"axon-messaging-4.9.3","org.axonframework.util",0,3,203,1,""
"axon-messaging-4.9.3","org.axonframework.messaging.interceptors.legacyvalidation",0,2,203,1,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing",1,41,132,1,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing",3,41,132,1,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore",3,30,132,1,""
"axon-modelling-4.9.3","org.axonframework.modelling.command.inspection",3,26,132,1,""
"axon-test-4.9.3","org.axonframework.test.matchers",1,24,132,1,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.legacyjpa",1,10,132,1,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository.jpa",3,7,132,1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.legacyjpa",3,6,132,1,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jpa",1,6,132,1,""
"axon-messaging-4.9.3","org.axonframework.serialization.upcasting",3,6,132,1,""
"axon-messaging-4.9.3","org.axonframework.messaging.correlation",3,4,132,1,""
"axon-modelling-4.9.3","org.axonframework.modelling.command",4,54,123,1,""
"axon-messaging-4.9.3","org.axonframework.commandhandling.gateway",4,34,123,1,""
"axon-messaging-4.9.3","org.axonframework.serialization",4,33,123,1,""
"axon-modelling-4.9.3","org.axonframework.modelling.command.inspection",4,26,123,1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.pooled",4,21,123,1,""
"axon-test-4.9.3","org.axonframework.test.saga",4,21,123,1,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository",4,15,123,1,""
"axon-messaging-4.9.3","org.axonframework.messaging.unitofwork",4,14,123,1,""
"axon-messaging-4.9.3","org.axonframework.deadline",4,13,123,1,""
"axon-messaging-4.9.3","org.axonframework.serialization.upcasting.event",4,12,123,1,""
"axon-messaging-4.9.3","org.axonframework.messaging.interceptors",4,8,123,1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.gateway",4,5,123,1,""
"axon-messaging-4.9.3","org.axonframework.common.jpa",4,4,123,1,""
"axon-messaging-4.9.3","org.axonframework.common.legacyjpa",4,4,123,1,""
"axon-messaging-4.9.3","org.axonframework.messaging.annotation",6,54,121,1,""
"axon-messaging-4.9.3","org.axonframework.common",6,27,121,1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling",7,99,108,1,""
"axon-messaging-4.9.3","org.axonframework.messaging.annotation",7,54,108,1,""
"axon-messaging-4.9.3","org.axonframework.messaging",7,34,108,1,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga",7,33,108,1,""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed",7,26,108,1,""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling",7,22,108,1,""
"axon-messaging-4.9.3","org.axonframework.messaging",8,34,91,1,""
"axon-messaging-4.9.3","org.axonframework.common",8,27,91,1,""
"axon-test-4.9.3","org.axonframework.test.aggregate",8,19,91,1,""
"axon-messaging-4.9.3","org.axonframework.common.jdbc",8,18,91,1,""
"axon-messaging-4.9.3","org.axonframework.tracing.attributes",8,6,91,1,""
"axon-messaging-4.9.3","org.axonframework.messaging.interceptors",9,8,90,1,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore",9,7,90,1,""
"axon-messaging-4.9.3","org.axonframework.queryhandling",2,47,88,1,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga",2,33,88,1,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore",2,30,88,1,""
"axon-test-4.9.3","org.axonframework.test.matchers",2,24,88,1,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository",2,15,88,1,""
"axon-messaging-4.9.3","org.axonframework.common.caching",2,14,88,1,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.conflictresolution",2,9,88,1,""
"axon-messaging-4.9.3","org.axonframework.messaging.interceptors",2,8,88,1,""
"axon-messaging-4.9.3","org.axonframework.messaging.interceptors.legacyvalidation",2,2,88,1,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga",5,33,63,1,""
"axon-messaging-4.9.3","org.axonframework.deadline.annotation",5,5,63,1,""
"axon-test-4.9.3","org.axonframework.test.utils",5,4,63,1,""
"axon-test-4.9.3","org.axonframework.test.saga",10,21,28,1,""
"axon-messaging-4.9.3","org.axonframework.common.jdbc",12,18,7,1,""
"axon-modelling-4.9.3","org.axonframework.modelling.command",0,54,203,2,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga",0,33,203,2,""
"axon-messaging-4.9.3","org.axonframework.lifecycle",0,9,203,2,""
"axon-test-4.9.3","org.axonframework.test",0,4,203,2,""
"axon-messaging-4.9.3","org.axonframework.queryhandling",1,47,132,2,""
"axon-messaging-4.9.3","org.axonframework.common",3,27,132,2,""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed",3,26,132,2,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.replay",1,10,132,2,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jpa",3,9,132,2,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing",4,41,123,2,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga",4,33,123,2,""
"axon-messaging-4.9.3","org.axonframework.common",4,27,123,2,""
"axon-messaging-4.9.3","org.axonframework.messaging.deadletter",4,19,123,2,""
"axon-messaging-4.9.3","org.axonframework.messaging.correlation",4,4,123,2,""
"axon-messaging-4.9.3","org.axonframework.util",4,3,123,2,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing",8,41,91,2,""
"axon-messaging-4.9.3","org.axonframework.serialization",8,33,91,2,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.legacyjpa",8,10,91,2,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing",9,41,90,2,""
"axon-messaging-4.9.3","org.axonframework.eventhandling",2,99,88,2,""
"axon-messaging-4.9.3","org.axonframework.messaging",2,34,88,2,""
"axon-messaging-4.9.3","org.axonframework.common",2,27,88,2,""
"axon-messaging-4.9.3","org.axonframework.deadline",5,13,63,2,""
"axon-test-4.9.3","org.axonframework.test",5,4,63,2,""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed",1,26,132,3,""
"axon-messaging-4.9.3","org.axonframework.tracing",1,18,132,3,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository",1,15,132,3,""
"axon-messaging-4.9.3","org.axonframework.deadline.quartz",3,4,132,3,""
"axon-messaging-4.9.3","org.axonframework.messaging",6,34,121,3,""
"axon-test-4.9.3","org.axonframework.test.utils",6,4,121,3,""
"axon-modelling-4.9.3","org.axonframework.modelling.command",7,54,108,3,""
"axon-messaging-4.9.3","org.axonframework.common.jpa",7,4,108,3,""
"axon-messaging-4.9.3","org.axonframework.common.legacyjpa",7,4,108,3,""
"axon-modelling-4.9.3","org.axonframework.modelling.command.inspection",2,26,88,3,""
"axon-messaging-4.9.3","org.axonframework.lifecycle",2,9,88,3,""
"axon-messaging-4.9.3","org.axonframework.commandhandling",0,31,203,4,""
"axon-messaging-4.9.3","org.axonframework.deadline.annotation",1,5,132,4,""
"axon-messaging-4.9.3","org.axonframework.lifecycle",4,9,123,4,""
"axon-test-4.9.3","org.axonframework.test.saga",6,21,121,4,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.gateway",6,5,121,4,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository.jdbc",7,10,108,4,""
"axon-messaging-4.9.3","org.axonframework.serialization.upcasting.event",8,12,91,4,""
"axon-messaging-4.9.3","org.axonframework.common.lock",2,11,88,4,""
"axon-messaging-4.9.3","org.axonframework.common",0,27,203,5,""
"axon-messaging-4.9.3","org.axonframework.messaging.interceptors",0,8,203,5,""
"axon-messaging-4.9.3","org.axonframework.tracing.attributes",0,6,203,5,""
"axon-messaging-4.9.3","org.axonframework.eventhandling",1,99,132,5,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.legacyjpa",7,6,108,5,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.jpa",8,6,91,5,""
"axon-messaging-4.9.3","org.axonframework.serialization.upcasting",8,6,91,5,""
"axon-messaging-4.9.3","org.axonframework.eventhandling",3,99,132,6,""
"axon-messaging-4.9.3","org.axonframework.commandhandling",1,31,132,6,""
"axon-messaging-4.9.3","org.axonframework.common",1,27,132,6,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.tokenstore",7,7,108,6,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga",10,33,28,6,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository.jpa",10,7,28,6,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository.jdbc",12,10,7,6,""
"axon-messaging-4.9.3","org.axonframework.common.jdbc",0,18,203,7,""
"axon-messaging-4.9.3","org.axonframework.serialization.upcasting.event",3,12,132,7,""
"axon-messaging-4.9.3","org.axonframework.messaging",4,34,123,7,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.deadletter.jpa",7,9,108,7,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore.legacyjpa",9,10,90,7,""
"axon-test-4.9.3","org.axonframework.test.aggregate",2,19,88,7,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.replay",0,10,203,8,""
"axon-messaging-4.9.3","org.axonframework.commandhandling.gateway",7,34,108,8,""
"axon-messaging-4.9.3","org.axonframework.common",7,27,108,8,""
"axon-messaging-4.9.3","org.axonframework.eventhandling",8,99,91,8,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.conflictresolution",8,9,91,8,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing",0,41,203,9,""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling",6,22,121,9,""
"axon-messaging-4.9.3","org.axonframework.common.jdbc",7,18,108,9,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore",9,30,90,9,""
"axon-messaging-4.9.3","org.axonframework.messaging",0,34,203,10,""
"axon-modelling-4.9.3","org.axonframework.modelling.command",1,54,132,10,""
"axon-messaging-4.9.3","org.axonframework.messaging",3,34,132,10,""
"axon-messaging-4.9.3","org.axonframework.deadline",3,13,132,10,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga.repository",10,15,28,10,""
"axon-disruptor-4.9.3","org.axonframework.disruptor.commandhandling",2,22,88,11,""
"axon-test-4.9.3","org.axonframework.test.aggregate",5,19,63,11,""
"axon-messaging-4.9.3","org.axonframework.messaging.unitofwork",0,14,203,13,""
"axon-messaging-4.9.3","org.axonframework.eventhandling",0,99,203,15,""
"axon-messaging-4.9.3","org.axonframework.tracing",0,18,203,15,""
"axon-test-4.9.3","org.axonframework.test.saga",5,21,63,15,""
"axon-messaging-4.9.3","org.axonframework.messaging.deadletter",7,19,108,17,""
"axon-modelling-4.9.3","org.axonframework.modelling.command",6,54,121,19,""
"axon-eventsourcing-4.9.3","org.axonframework.eventsourcing.eventstore",8,30,91,19,""
"axon-modelling-4.9.3","org.axonframework.modelling.command",2,54,88,19,""
"axon-modelling-4.9.3","org.axonframework.modelling.saga",1,33,132,20,""
"axon-messaging-4.9.3","org.axonframework.commandhandling.distributed",6,26,121,20,""
"axon-messaging-4.9.3","org.axonframework.eventhandling.pooled",9,21,90,20,""
"axon-modelling-4.9.3","org.axonframework.modelling.command.inspection",1,26,132,21,""
"axon-messaging-4.9.3","org.axonframework.commandhandling",6,31,121,21,""
"axon-test-4.9.3","org.axonframework.test.matchers",5,24,63,21,""
