"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: Overview/Relationship_type_count.cypher"
"CONTAINS_CHANGED",21254,61.53801609821067,""
"AUTHORED",5611,16.245874109676297,""
"HAS_PARENT",4787,13.860096126006137,""
"DEPENDS_ON",947,2.741907464242284,""
"CONTAINS",461,1.3347617117377961,""
"OF_TYPE",318,0.9207249985523192,""
"EXPORTS",268,0.7759569170189357,""
"REFERENCES",188,0.5443279865655221,""
"DECLARES",184,0.5327465400428513,""
"HAS_MEMBER",96,0.27795471654409637,""
"HAS_TYPE_ARGUMENT",96,0.27795471654409637,""
"RETURNS",79,0.22873356882274595,""
"HAS_PARAMETER",68,0.19688459088540158,""
"INITIALIZED_WITH",31,0.08975621055069778,""
"REQUIRES_CONCEPT",28,0.08107012565869477,""
"USES",25,0.07238404076669176,""
"RESOLVES_TO",24,0.06948867913602409,""
"INCLUDES_CONCEPT",19,0.055011870982685736,""
"EXTENDS",7,0.020267531414673693,""
"CONTAINS_PROJECT",6,0.017372169784006023,""
"HAS_CONFIG",6,0.017372169784006023,""
"HAS_ROOT",6,0.017372169784006023,""
"CALLS",5,0.014476808153338351,""
"HAS_ARGUMENT",5,0.014476808153338351,""
"MEMBER",5,0.014476808153338351,""
"PARENT",5,0.014476808153338351,""
"REFERENCED_PROJECTS",5,0.014476808153338351,""
"CONSTRAINED_BY",4,0.011581446522670681,""
