"sourceModuleName","dependentModuleName","dependentElementsCount","dependentModuleElementsCount","elementUsagePercentage","dependentElementFullNameExamples","dependentElementNameExamples","Source Cypher File: Internal_Dependencies/How_many_elements_compared_to_all_existing_are_used_by_dependent_modules_for_Typescript.cypher"
"server","react-router-dom",2,62,0.03225806451612903,"""@remix-run/router"".RouteObject,""@remix-run/router"".Router","RouteObject,Router",""
"react-router","react-router-dom",2,62,0.03225806451612903,"""@remix-run/router"".DataStrategyFunction,""@remix-run/router"".Router","DataStrategyFunction,Router",""
"react-router-native","react-router-dom",4,62,0.06451612903225806,"""@remix-run/router"".useNavigate,""@remix-run/router"".NavigateOptions,""@remix-run/router"".useLocation,""@remix-run/router"".To","useNavigate,NavigateOptions,useLocation,To",""
"react-router-dom","react-router-native",4,17,0.23529411764705882,"""@remix-run/router"".useLocation,""@remix-run/router"".NavigateOptions,""@remix-run/router"".To,""@remix-run/router"".useNavigate","useLocation,NavigateOptions,To,useNavigate",""
