"artifact","all","public","min","max","average","percentile25","percentile50","percentile75","percentile90","Source Cypher File: Visibility/Global_relative_visibility_statistics_for_types.cypher"
"axon-configuration-4.9.2",40,27,0.675,0.675,0.675,0.675,0.675,0.675,0.675,""
"axon-disruptor-4.9.2",22,9,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,0.4090909090909091,""
"axon-eventsourcing-4.9.2",133,98,0.5,1,0.7718040621266427,0.6129032258064516,0.7857142857142857,1,1,""
"axon-messaging-4.9.2",786,644,0.09523809523809523,1,0.8665042116945054,0.75,0.9736842105263157,1,1,""
"axon-modelling-4.9.2",156,135,0.5,1,0.8065262515262513,0.7374999999999999,0.8131868131868132,0.8972222222222223,1,""
"axon-test-4.9.2",87,65,0.47368421052631576,1,0.7810855263157894,0.65,0.775,0.96875,1,""
