"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: Path_Finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
"react-router-dom","react-router-6.28.0","react-router-6.28.0",true,false,false,1,3,3,1,2,2,1,"./index.tsx -> ./index.ts,./server.tsx -> ./index.ts","react-router-dom -> react-router","react-router-6.28.0 -> react-router-6.28.0",""
"react-router-native","react-router-6.28.0","react-router-6.28.0",true,false,false,1,3,3,1,1,1,1,"./index.tsx -> ./index.ts","react-router-native -> react-router","react-router-6.28.0 -> react-router-6.28.0",""
